Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWA_M_R
345,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
346,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
353,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
354,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
355,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
356,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
357,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
359,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
360,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
361,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
367,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
378,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
379,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
380,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
381,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
382,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
383,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
384,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
385,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
386,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
387,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
391,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
392,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
393,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
394,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
395,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
396,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
397,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
401,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
402,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
404,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
406,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
408,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
409,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
411,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
412,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
415,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
418,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
419,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
421,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
422,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
423,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
424,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
425,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
426,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
427,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
428,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
429,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
430,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
432,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
433,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
434,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
436,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
437,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
438,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
439,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
440,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
441,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
446,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
447,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
450,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
452,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
454,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
455,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
456,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
457,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
458,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
459,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
464,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
465,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
466,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
467,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
468,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
469,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
470,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
471,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
472,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
473,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
475,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
476,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
477,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
478,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
481,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
482,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
483,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
484,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
487,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
490,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
491,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
492,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
493,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
495,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
496,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
497,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
498,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
499,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
500,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
501,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
502,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
503,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
504,Cropland,Water,Water,Water,Water,NULL,NULL,Water
505,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
506,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
507,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
509,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
511,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
513,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
516,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
517,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
518,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
519,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
520,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
521,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
522,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
523,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
524,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
525,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
526,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
528,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
532,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
534,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
535,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
536,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
537,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
539,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
541,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
542,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
544,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
545,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
546,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
547,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
548,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
549,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
550,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
552,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
553,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
554,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
555,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
556,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
557,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
558,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
559,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
563,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
564,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
565,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
567,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
568,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
570,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
571,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
572,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
574,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
575,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
577,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
578,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
579,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
580,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
582,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
583,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
584,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
585,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
586,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
587,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
588,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
589,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
590,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
591,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
593,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
594,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
595,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
596,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
597,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
598,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
600,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
601,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
602,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
603,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
604,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
605,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
606,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
607,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
608,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
609,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
610,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
611,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
613,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
614,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
618,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
619,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
620,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
621,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
622,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
623,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
624,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
626,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
627,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
628,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
629,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
630,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
631,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
632,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
633,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
634,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
635,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
636,Wetland,Water,Water,Water,Water,NULL,NULL,Water
637,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
640,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
645,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
646,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
649,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
650,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
651,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
652,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
653,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
654,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
655,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
656,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
657,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
658,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
659,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
660,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
661,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
662,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
663,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
666,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
669,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
670,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
671,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
672,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
673,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
675,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
676,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
677,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
678,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
679,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
680,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
681,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
682,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
683,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
684,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
685,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
686,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
687,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
688,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
689,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
690,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
691,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
692,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
693,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
694,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
695,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
696,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
697,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
