Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
968,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,NULL
969,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
970,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
971,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,NULL
972,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
973,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
974,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
975,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,NULL
976,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
977,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
978,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,NULL
979,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
980,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
981,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
982,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
983,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Grassland,Grassland
984,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Grassland,Forest
985,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Wetland,Grassland
986,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
987,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,NULL
988,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
989,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
990,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
991,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
992,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
993,NULL,NULL,Water,NULL,Water,NULL,Wetland,NULL
994,NULL,NULL,Water,NULL,Water,NULL,Wetland,Forest
995,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
996,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
997,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
998,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
999,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1000,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1001,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1002,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1003,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1004,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
1005,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1006,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
1007,NULL,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1008,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1009,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1010,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1011,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1012,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1013,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1014,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1015,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
1016,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1017,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
1018,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
1019,NULL,NULL,Water,NULL,Water,Wetland,Forest,Forest
1020,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1021,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1022,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
1023,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
1024,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1025,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
1026,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
1027,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
1028,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
1029,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1030,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1031,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
1032,NULL,NULL,Water,NULL,Water,Water,Water,Water
1033,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1034,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
1035,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1036,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
1037,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1038,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1039,NULL,NULL,Water,Non_Water,Water,Cropland,Grassland,Grassland
1040,NULL,NULL,Water,Non_Water,Water,Cropland,Grassland,Forest
1041,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1042,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1043,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
1044,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1045,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1046,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1047,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1048,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
1049,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1050,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1051,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1052,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
1053,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1054,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
1055,NULL,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
1056,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
1057,NULL,NULL,Water,Water,Water,NULL,Water,Forest
1058,NULL,NULL,Water,Water,Water,Grassland,Grassland,NULL
1059,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1060,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
1061,NULL,NULL,Water,Water,Water,Grassland,Wetland,NULL
1062,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1063,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
1064,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1065,NULL,NULL,Water,Water,Water,Grassland,Water,Bareland
1066,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
1067,NULL,NULL,Water,Water,Water,Cropland,Wetland,Grassland
1068,NULL,NULL,Water,Water,Water,Cropland,Water,Grassland
1069,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1070,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1071,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
1072,NULL,NULL,Water,Water,Water,Wetland,Wetland,NULL
1073,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1074,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1075,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
1076,NULL,NULL,Water,Water,Water,Wetland,Water,NULL
1077,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
1078,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1079,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1080,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
1081,NULL,NULL,Water,Water,Water,Bareland,Wetland,Bareland
1082,NULL,NULL,Water,Water,Water,Water,Grassland,NULL
1083,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1084,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1085,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
1086,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1087,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
1088,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
1089,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1090,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1091,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
1092,NULL,NULL,Water,Water,Water,Water,Water,NULL
1093,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1094,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1095,NULL,NULL,Water,Water,Water,Water,Water,Bareland
1096,NULL,NULL,Water,Water,Water,Water,Water,Water
1097,NULL,NULL,Water,Water,Water,Water,Water,Forest
1098,NULL,NULL,Water,Water,Water,Forest,Wetland,Forest
1099,NULL,NULL,Water,Water,Water,Forest,Water,Wetland
1100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1103,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1104,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1109,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1110,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1111,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1112,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1113,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1114,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1115,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1116,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1117,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1118,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1119,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1120,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1121,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1123,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1124,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1125,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1126,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1127,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1128,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1129,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1130,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1131,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1132,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1133,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1134,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1135,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1136,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1137,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1138,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1139,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1140,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1141,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1142,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1143,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1144,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1145,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1146,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1147,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1148,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1149,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1150,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1151,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1152,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
1153,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1154,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1155,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1156,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
1157,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1158,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1159,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
1160,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
1161,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1162,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1163,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1164,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1165,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1166,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1167,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1168,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1169,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1170,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1171,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1172,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1173,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1174,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1175,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1176,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1177,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1178,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1179,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
1180,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1181,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1182,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1183,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1184,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1185,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1186,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1187,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1188,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1189,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1190,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1191,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1192,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1193,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1194,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1195,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1196,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1197,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1198,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1199,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1200,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1201,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1202,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1203,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1204,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1205,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1206,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1207,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1208,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1209,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1210,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1211,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1212,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1213,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1214,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1215,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1216,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1217,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1218,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1219,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1220,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1221,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1222,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1223,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1224,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1225,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1226,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1227,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1228,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1229,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1230,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1231,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1232,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1233,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1234,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1235,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1236,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1237,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1238,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1239,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1240,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1241,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1242,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1243,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1244,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1245,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1246,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1247,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
1248,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1249,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1250,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1251,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1252,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1253,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1254,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1255,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1256,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1257,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1258,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1259,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1260,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1261,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1262,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1263,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
1264,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1265,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1266,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1267,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1268,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1269,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1270,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1271,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1272,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1273,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1274,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1275,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1276,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1277,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1278,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1279,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1280,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1281,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1282,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1283,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1284,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1285,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1286,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1287,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
1288,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1289,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1290,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1291,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,NULL
1292,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1293,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1294,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1295,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
1296,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Forest
1297,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
1298,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
1299,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,NULL
1300,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1301,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1302,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1303,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
1304,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1305,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1306,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1307,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1308,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1309,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1310,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1311,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1312,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1313,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1314,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1315,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1316,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
1317,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,NULL
1318,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1319,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
