Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
676,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
677,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
678,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
679,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
681,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
682,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
683,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
684,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
685,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
687,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
689,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
691,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
692,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
693,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
694,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
695,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
696,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
699,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
700,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
701,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
702,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
704,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
706,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
707,Cropland,Bareland,Water,NULL,Water,NULL,NULL,NULL
708,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
709,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
710,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
712,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
715,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
716,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
717,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
719,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
720,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
721,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
724,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
725,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
726,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
727,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
728,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
729,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
730,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
732,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
733,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
734,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
735,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
736,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
737,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
738,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
739,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
740,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
741,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
742,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
743,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
744,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
745,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
746,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
747,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
749,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
750,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
751,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
752,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
753,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
755,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
757,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
758,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
759,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
760,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
761,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
762,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
763,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
764,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
766,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
768,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
769,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
770,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
771,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
772,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
773,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
774,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
775,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
777,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
778,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
779,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
780,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
781,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
782,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
783,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
784,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
785,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
786,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
787,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
788,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
789,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
790,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
791,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
792,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
793,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
794,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
795,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
796,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
798,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
799,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
801,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
803,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
804,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
805,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
806,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
807,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,NULL
808,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
809,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
810,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
811,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
812,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
813,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
814,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
815,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
816,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
817,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
818,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
819,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
820,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
821,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
822,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
823,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
824,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
825,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
826,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
827,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
828,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
829,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
830,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
831,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
833,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
834,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
835,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
836,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
837,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
838,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
839,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
840,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
841,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
842,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
843,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
845,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
846,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
848,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
849,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
850,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
851,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
852,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
853,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
854,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
855,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
857,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
858,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
859,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
860,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
861,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
862,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
863,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
864,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
865,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
866,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
867,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
868,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
869,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
870,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
871,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
872,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
873,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
874,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
876,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
877,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
879,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
880,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
881,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
882,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
885,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
887,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
888,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
889,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
893,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
896,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
897,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
899,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
900,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
901,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
904,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
905,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
906,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
907,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
908,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
910,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
911,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
912,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
913,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
915,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
916,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
918,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
919,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
920,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
922,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
924,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
925,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
926,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
927,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
929,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
930,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
931,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
933,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
934,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
935,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
936,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
937,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
938,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
939,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
940,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
941,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
942,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
943,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
945,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
946,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
947,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
948,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
949,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
950,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
951,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
952,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
953,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
954,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
955,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
956,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
958,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
959,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
961,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
962,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
963,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
964,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
966,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
967,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
968,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
969,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
971,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
972,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
973,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
974,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
975,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
976,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
977,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
978,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
979,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
980,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
981,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
982,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
983,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
984,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
985,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
986,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
988,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
989,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
990,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
991,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
992,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
993,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
994,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
995,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
996,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
997,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
998,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
999,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1000,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1001,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1002,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1003,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1004,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1005,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1009,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1010,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1011,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1013,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1014,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1016,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1017,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1018,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
