Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFG_M_R
355,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
356,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
357,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
358,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
359,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
360,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
361,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
362,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
363,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
364,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
365,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
367,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
368,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
369,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
370,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
371,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
372,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
373,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
374,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
375,Forest,NULL,Water,Water,Water,NULL,NULL,Water
376,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
377,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
378,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
379,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
380,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
381,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
382,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
383,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
384,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
386,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
387,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
388,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
389,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
390,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
391,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
392,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
393,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
394,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
395,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
396,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
397,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
398,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
399,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
400,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
401,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
402,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
403,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
404,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
405,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
406,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
407,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
408,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
410,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
411,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
413,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
414,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
415,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
416,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
417,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
418,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
419,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
420,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
422,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
424,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
425,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
426,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
427,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
428,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
429,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
430,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
431,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
432,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
433,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
434,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
436,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
437,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
438,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
440,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
441,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
442,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
443,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
444,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
445,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
446,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
447,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
449,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
450,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
451,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
452,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
453,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
454,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
455,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
456,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
457,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
458,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
459,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
460,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
461,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
462,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
463,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
464,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
465,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
466,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
467,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
468,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
470,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
471,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
472,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
473,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
474,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
475,Forest,Water,Water,NULL,Water,NULL,NULL,Water
476,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
477,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
478,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
479,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
480,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
481,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
482,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
483,Forest,Water,Water,Water,Water,NULL,NULL,Water
484,Forest,Water,Water,Water,Water,NULL,NULL,Forest
485,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
486,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
487,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
488,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
489,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
490,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
491,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
492,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
493,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
494,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
495,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
496,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
497,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
498,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
499,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
500,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
501,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
502,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
503,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
505,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
506,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
507,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
508,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
509,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
510,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
511,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
512,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
514,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
515,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
516,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
519,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
520,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
521,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
523,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
524,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
525,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
526,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
527,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
529,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
531,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
532,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
534,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
536,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
537,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
538,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
539,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
541,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
542,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
543,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
544,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
545,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
546,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
548,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
549,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
550,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
552,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
553,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
554,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
556,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
557,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
558,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
559,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
560,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
561,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
562,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
563,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
564,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
565,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
566,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
567,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
568,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
569,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
570,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
571,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
572,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
573,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
574,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
575,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
576,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
577,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
579,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
581,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
582,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
583,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
584,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
586,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
588,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
590,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
591,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
592,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
593,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
594,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
595,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
596,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
598,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
599,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
600,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
601,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
602,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
603,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
604,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
605,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
606,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
607,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
608,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
609,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
610,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
611,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
612,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
613,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
614,Forest,Forest,Water,Water,Water,NULL,NULL,Water
615,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
616,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
617,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
618,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
619,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
620,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
621,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
622,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
623,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
624,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
626,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
627,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
628,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
630,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
631,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
632,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
633,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
