Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLC_M_R
671,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
672,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
673,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
674,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
675,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
677,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
678,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
679,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
680,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
681,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
682,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
683,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
684,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
686,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
687,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
688,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
689,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
690,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
691,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
692,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
693,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
694,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
695,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
696,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
697,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
698,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
699,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
700,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
701,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
702,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
704,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
706,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
707,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
708,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
709,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
710,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
712,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
713,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
714,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
715,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
716,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
717,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
718,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
719,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
720,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
721,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
722,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
723,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
724,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
725,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
726,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
727,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
728,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
729,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
730,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
731,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
732,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
733,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
735,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
739,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
740,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
741,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
743,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
744,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
746,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
748,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
749,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
750,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
751,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
752,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
753,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
756,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
757,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
759,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
760,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
762,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
763,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
764,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
765,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
766,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
767,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
771,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
773,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
775,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
778,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
780,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
781,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
782,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
783,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
785,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
787,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
789,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
790,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
791,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
792,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
793,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
794,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
795,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
797,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
798,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
799,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
801,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
804,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
808,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
809,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
810,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
811,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
812,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
815,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
818,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
819,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
820,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
821,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
826,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
827,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
828,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
829,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
831,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
832,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
833,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
834,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
836,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
837,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
838,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
839,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
840,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
842,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
844,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
846,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
847,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
848,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
849,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
850,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
851,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
854,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
855,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
857,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
858,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
859,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
861,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
863,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
864,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
865,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
867,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
868,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
869,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
870,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
872,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
873,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
874,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
875,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
876,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
877,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
878,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
879,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
881,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
882,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
884,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
885,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
886,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
889,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
890,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
891,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
892,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
893,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
894,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
895,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
896,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
899,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
901,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
902,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
903,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
904,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
905,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
906,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
908,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
910,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
911,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
912,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
913,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
915,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
917,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
918,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
919,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
920,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
921,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
922,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
923,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
924,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
925,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
926,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
928,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
929,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
930,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
931,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
932,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
933,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
935,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
938,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
939,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
942,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
944,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
946,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
947,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
948,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
949,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
951,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
953,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
954,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
955,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
956,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
957,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
959,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
960,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
961,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
962,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
963,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
964,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
965,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
966,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
967,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
968,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
969,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
970,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
971,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
972,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
973,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
974,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
975,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
976,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
977,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
978,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
979,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
981,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
982,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
983,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
984,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
985,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
986,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
987,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
990,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
991,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
992,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
993,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
994,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
996,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
997,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
998,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1000,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1002,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
