Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMG_M_R
2300,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2301,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2302,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2303,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2304,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2305,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2306,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2307,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2308,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2309,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2310,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2311,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2312,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2313,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2314,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2315,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2316,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2317,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2318,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2319,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2320,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2321,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2322,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2323,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2324,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2325,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2326,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2327,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2328,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2329,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2330,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2331,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2332,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2333,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2334,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2335,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2336,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2337,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2338,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2339,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2340,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2341,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2342,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2343,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2344,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2345,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2346,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2347,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2348,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2349,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2350,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2351,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2352,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2353,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2354,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2355,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2356,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2357,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2358,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2359,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2360,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2361,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2362,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2363,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2364,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2365,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2366,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2367,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
2368,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2369,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2371,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2372,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2373,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2374,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2375,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2376,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2377,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2378,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2379,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2380,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2381,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2382,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2383,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2384,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2385,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2386,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2387,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2388,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2389,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2390,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2391,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2392,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2393,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2394,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2395,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2396,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2397,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2398,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2399,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2400,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2401,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2402,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
2403,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2404,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
2405,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2406,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
2407,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
2408,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
2409,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2410,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2411,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2412,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2413,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2414,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2415,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2416,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
2417,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
2418,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
2419,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
2420,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
2421,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
2422,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2423,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2424,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2425,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2426,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2427,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2428,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2429,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2430,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2431,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2432,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2433,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2434,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2435,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2436,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2437,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2438,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2439,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2440,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2441,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2442,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2443,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2444,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2446,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2447,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2448,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2449,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2450,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2451,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2452,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2453,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2454,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2455,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2456,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2457,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2458,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2459,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2460,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2461,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2462,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2464,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2467,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2468,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2469,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2470,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2471,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2472,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2473,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2474,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2475,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2476,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2477,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2478,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2479,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2480,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2481,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2482,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2483,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2484,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2486,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2487,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2488,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2489,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2490,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2491,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2492,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2493,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2494,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2495,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2496,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2497,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2498,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2499,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2500,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2501,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2502,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2503,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2504,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2505,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2506,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2507,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2508,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2509,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2510,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2511,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2512,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2513,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2514,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2515,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2516,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2517,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2518,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2519,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2520,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2521,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2522,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2523,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2524,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2525,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2526,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2527,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2528,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2529,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2530,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2531,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2532,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2533,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2534,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2535,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2536,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2537,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2538,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2539,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2540,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2541,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2542,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2543,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2544,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2545,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2546,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2547,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2548,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2549,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2550,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
2551,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
2552,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2553,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2554,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2555,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2556,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2557,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2558,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2559,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2560,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2561,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2562,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2563,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2564,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2565,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2566,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2567,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2568,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2569,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2570,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2571,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2572,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2573,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2574,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2575,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2576,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2577,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2578,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2579,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2580,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2581,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2582,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
2583,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2584,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2585,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2586,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2587,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
2588,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2589,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
2590,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2591,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2592,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2593,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2594,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2595,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
2596,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
2597,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
2598,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
2599,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
2600,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
2601,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2602,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2603,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2604,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2605,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2606,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2607,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2608,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2609,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2610,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2611,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2612,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2613,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2614,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2615,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2616,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2617,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2618,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2619,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2620,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2621,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2622,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2623,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2624,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2625,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2626,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2627,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2628,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2629,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2630,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
