Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUU_M_R
435,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
436,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
437,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
438,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
439,Grassland,NULL,Water,NULL,Water,Grassland
440,Grassland,NULL,Water,NULL,Water,Wetland
441,Grassland,NULL,Water,NULL,Water,Water
442,Grassland,NULL,Water,NULL,Water,Forest
443,Grassland,NULL,Water,Non_Water,Water,Grassland
444,Grassland,NULL,Water,Non_Water,Water,Wetland
445,Grassland,NULL,Water,Non_Water,Water,Water
446,Grassland,NULL,Water,Non_Water,Water,Forest
447,Grassland,NULL,Water,Water,Water,Grassland
448,Grassland,NULL,Water,Water,Water,Wetland
449,Grassland,NULL,Water,Water,Water,Water
450,Grassland,NULL,Water,Water,Water,Forest
451,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
452,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
453,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
454,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
455,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
456,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
457,Grassland,NULL,Forest,NULL,Non_Wetland,Water
458,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
459,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
460,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
461,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
462,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
463,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
464,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
465,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
466,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
467,Grassland,NULL,Forest,Water,Non_Wetland,Water
468,Grassland,NULL,Forest,Water,Non_Wetland,Forest
469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
472,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
473,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
474,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
475,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
476,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
477,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
478,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
479,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
480,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
481,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
482,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
483,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
484,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
485,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
486,Grassland,Cropland,Wetland,NULL,Wetland,NULL
487,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
488,Grassland,Cropland,Wetland,NULL,Wetland,Forest
489,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
490,Grassland,Cropland,Wetland,Water,Wetland,Grassland
491,Grassland,Cropland,Wetland,Water,Wetland,Water
492,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
493,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
494,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
495,Grassland,Cropland,Water,Non_Water,Water,Grassland
496,Grassland,Cropland,Water,Water,Water,Grassland
497,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
498,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
499,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
500,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
501,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
502,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
503,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
504,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
505,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
506,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
507,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
508,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
509,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
510,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water
511,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
512,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
513,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
514,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
515,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest
516,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
517,Grassland,Wetland,Wetland,NULL,Wetland,Water
518,Grassland,Wetland,Wetland,NULL,Wetland,Forest
519,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
520,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
521,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
522,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
523,Grassland,Wetland,Wetland,Water,Wetland,Grassland
524,Grassland,Wetland,Wetland,Water,Wetland,Water
525,Grassland,Wetland,Water,NULL,Water,Water
526,Grassland,Wetland,Water,Non_Water,Water,Water
527,Grassland,Wetland,Water,Water,Water,Grassland
528,Grassland,Wetland,Water,Water,Water,Water
529,Grassland,Wetland,Water,Water,Water,Forest
530,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
531,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
532,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
533,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
534,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
535,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
536,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
537,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
538,Grassland,Wetland,Forest,Water,Non_Wetland,Water
539,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
540,Grassland,Bareland,Wetland,Water,Wetland,Water
541,Grassland,Bareland,Bareland,Water,Non_Wetland,Bareland
542,Grassland,Bareland,Water,Water,Water,Water
543,Grassland,Bareland,Forest,NULL,Non_Wetland,Water
544,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
545,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
546,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
547,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
548,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
549,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
550,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
551,Grassland,Built-up,Wetland,Water,Wetland,Forest
552,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
553,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
554,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
555,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
556,Grassland,Built-up,Forest,Water,Non_Wetland,Grassland
557,Grassland,Built-up,Forest,Water,Non_Wetland,Forest
558,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
559,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
560,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
561,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
562,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
563,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
564,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
565,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
566,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
567,Grassland,Water,Cropland,Water,Non_Wetland,Water
568,Grassland,Water,Wetland,NULL,Wetland,Grassland
569,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
570,Grassland,Water,Wetland,Non_Water,Wetland,Water
571,Grassland,Water,Wetland,Non_Water,Wetland,Forest
572,Grassland,Water,Wetland,Water,Wetland,Grassland
573,Grassland,Water,Wetland,Water,Wetland,Wetland
574,Grassland,Water,Wetland,Water,Wetland,Water
575,Grassland,Water,Wetland,Water,Wetland,Forest
576,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
577,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
578,Grassland,Water,Built-up,NULL,Non_Wetland,Forest
579,Grassland,Water,Water,NULL,Water,Water
580,Grassland,Water,Water,NULL,Water,Forest
581,Grassland,Water,Water,Water,Water,Grassland
582,Grassland,Water,Water,Water,Water,Water
583,Grassland,Water,Water,Water,Water,Forest
584,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
585,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
586,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
587,Grassland,Water,Forest,NULL,Non_Wetland,Water
588,Grassland,Water,Forest,NULL,Non_Wetland,Forest
589,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
590,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
591,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
592,Grassland,Water,Forest,Water,Non_Wetland,Grassland
593,Grassland,Water,Forest,Water,Non_Wetland,Water
594,Grassland,Water,Forest,Water,Non_Wetland,Forest
595,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
596,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
597,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
598,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
599,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
600,Grassland,Forest,Shrubland,Water,Non_Wetland,Bareland
601,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
602,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
603,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
604,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
605,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
606,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
607,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
608,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
609,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
610,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
611,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland
612,Grassland,Forest,Cropland,Water,Non_Wetland,Water
613,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
614,Grassland,Forest,Wetland,NULL,Wetland,Grassland
615,Grassland,Forest,Wetland,NULL,Wetland,Forest
616,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
617,Grassland,Forest,Wetland,Non_Water,Wetland,Water
618,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
619,Grassland,Forest,Wetland,Water,Wetland,Grassland
620,Grassland,Forest,Wetland,Water,Wetland,Water
621,Grassland,Forest,Wetland,Water,Wetland,Forest
622,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
623,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
624,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
625,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
626,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
627,Grassland,Forest,Bareland,Water,Non_Wetland,Water
628,Grassland,Forest,Water,NULL,Water,Grassland
629,Grassland,Forest,Water,NULL,Water,Water
630,Grassland,Forest,Water,Water,Water,Grassland
631,Grassland,Forest,Water,Water,Water,Bareland
632,Grassland,Forest,Water,Water,Water,Water
633,Grassland,Forest,Water,Water,Water,Forest
634,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
635,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
636,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
637,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
638,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
639,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
640,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
641,Grassland,Forest,Forest,Water,Non_Wetland,Water
642,Grassland,Forest,Forest,Water,Non_Wetland,Forest
643,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
649,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
651,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
652,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
653,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
654,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
655,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
656,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
657,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
658,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
659,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
660,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
661,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
662,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
663,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
664,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
665,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
666,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
667,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
668,Cropland,NULL,Grassland,Water,Non_Wetland,Water
669,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
670,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
671,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
672,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
673,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
674,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
677,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
678,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
679,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
680,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
681,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
682,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
683,Cropland,NULL,Cropland,Water,Non_Wetland,Water
684,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
685,Cropland,NULL,Wetland,NULL,Wetland,Grassland
686,Cropland,NULL,Wetland,NULL,Wetland,Water
687,Cropland,NULL,Wetland,NULL,Wetland,Forest
688,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
689,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
690,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
691,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
692,Cropland,NULL,Wetland,Non_Water,Wetland,Water
693,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
694,Cropland,NULL,Wetland,Water,Wetland,Grassland
695,Cropland,NULL,Wetland,Water,Wetland,Cropland
696,Cropland,NULL,Wetland,Water,Wetland,Bareland
697,Cropland,NULL,Wetland,Water,Wetland,Water
698,Cropland,NULL,Wetland,Water,Wetland,Forest
699,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
700,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
701,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
702,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
703,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
704,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
705,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
706,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
707,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
708,Cropland,NULL,Bareland,Water,Non_Wetland,Water
709,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
710,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
711,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
712,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
713,Cropland,NULL,Water,NULL,Water,Grassland
714,Cropland,NULL,Water,NULL,Water,Water
715,Cropland,NULL,Water,NULL,Water,Forest
716,Cropland,NULL,Water,Non_Water,Water,Grassland
717,Cropland,NULL,Water,Non_Water,Water,Wetland
718,Cropland,NULL,Water,Non_Water,Water,Bareland
719,Cropland,NULL,Water,Non_Water,Water,Water
720,Cropland,NULL,Water,Non_Water,Water,Forest
721,Cropland,NULL,Water,Water,Water,Grassland
722,Cropland,NULL,Water,Water,Water,Cropland
723,Cropland,NULL,Water,Water,Water,Wetland
724,Cropland,NULL,Water,Water,Water,Bareland
725,Cropland,NULL,Water,Water,Water,Water
726,Cropland,NULL,Water,Water,Water,Forest
727,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
728,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
729,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
730,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
731,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
732,Cropland,NULL,Forest,NULL,Non_Wetland,Water
733,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
734,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
735,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
736,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
737,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
738,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
739,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
740,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
741,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
742,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
743,Cropland,NULL,Forest,Water,Non_Wetland,Water
744,Cropland,NULL,Forest,Water,Non_Wetland,Forest
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
749,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
750,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
751,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
752,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
753,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
754,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
755,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
761,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
762,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
763,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
764,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
765,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
766,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
767,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
768,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
769,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
770,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
771,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
772,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
773,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
774,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
775,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
776,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
777,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
778,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
779,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
780,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
781,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
782,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
783,Cropland,Cropland,Wetland,NULL,Wetland,Forest
784,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
785,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
786,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
787,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
788,Cropland,Cropland,Wetland,Water,Wetland,Grassland
789,Cropland,Cropland,Wetland,Water,Wetland,Cropland
790,Cropland,Cropland,Wetland,Water,Wetland,Wetland
791,Cropland,Cropland,Wetland,Water,Wetland,Water
792,Cropland,Cropland,Wetland,Water,Wetland,Forest
793,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
794,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
795,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
796,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
797,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
798,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
799,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
800,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
801,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
802,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
803,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
804,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
805,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
806,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
807,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
808,Cropland,Cropland,Water,NULL,Water,Grassland
809,Cropland,Cropland,Water,NULL,Water,Forest
810,Cropland,Cropland,Water,Non_Water,Water,Grassland
811,Cropland,Cropland,Water,Non_Water,Water,Forest
812,Cropland,Cropland,Water,Water,Water,Grassland
813,Cropland,Cropland,Water,Water,Water,Bareland
814,Cropland,Cropland,Water,Water,Water,Water
815,Cropland,Cropland,Water,Water,Water,Forest
816,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
817,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
818,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
819,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
820,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
821,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
822,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
823,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
824,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
825,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
826,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
827,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
828,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
829,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
830,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
831,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
832,Cropland,Cropland,Forest,Water,Non_Wetland,Water
833,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
834,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
835,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
836,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
837,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
838,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
839,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
840,Cropland,Wetland,Wetland,NULL,Wetland,Water
841,Cropland,Wetland,Wetland,NULL,Wetland,Forest
842,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
843,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
844,Cropland,Wetland,Wetland,Water,Wetland,Grassland
845,Cropland,Wetland,Wetland,Water,Wetland,Wetland
846,Cropland,Wetland,Wetland,Water,Wetland,Water
847,Cropland,Wetland,Water,Non_Water,Water,Water
848,Cropland,Wetland,Water,Non_Water,Water,Forest
849,Cropland,Wetland,Water,Water,Water,Grassland
850,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
851,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
852,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
853,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
854,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
855,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
856,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
857,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
858,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
859,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
860,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
861,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
862,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
863,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
864,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
865,Cropland,Bareland,Wetland,Non_Water,Wetland,Water
866,Cropland,Bareland,Wetland,Water,Wetland,Water
867,Cropland,Bareland,Wetland,Water,Wetland,Forest
868,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
869,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
870,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
