Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWT_M_R
10283,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10284,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10285,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10286,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10287,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10288,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10289,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10290,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10291,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10292,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10293,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
10294,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10295,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10296,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
10297,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
10298,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10299,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10300,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10301,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10302,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10303,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10304,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10305,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
10306,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10307,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10308,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
10309,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10310,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10311,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10312,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10313,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10314,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10315,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10316,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10317,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10318,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
10319,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10320,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
10321,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10322,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10323,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
10324,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10325,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10326,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10327,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10328,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
10329,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10330,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
10331,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10332,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10333,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10334,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
10335,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
10336,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10337,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
10338,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10339,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
10340,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10341,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
10342,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
10343,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
10344,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
10345,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
10346,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10347,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10348,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
10349,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
10350,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10351,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
10352,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,NULL
10353,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10354,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
10355,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
10356,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
10357,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Grassland
10358,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
10359,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10360,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
10361,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
10362,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
10363,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10364,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
10365,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10366,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10367,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10368,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
10369,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
10370,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10371,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10372,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10373,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
10374,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10375,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
10376,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10377,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
10378,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10379,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
10380,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
10381,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
10382,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
10383,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,NULL
10384,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
10385,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
10386,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10387,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10388,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10389,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10390,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
10391,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
10392,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10393,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
10394,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10395,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
10396,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10397,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10398,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10399,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
10400,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
10401,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10402,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
10403,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10404,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
10405,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
10406,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
10407,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10408,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10409,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10410,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10411,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
10412,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
10413,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
10414,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
10415,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
10416,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Wetland
10417,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
10418,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
10419,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
10420,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10421,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10422,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Water
10423,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
10424,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
10425,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
10426,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
10427,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Water
10428,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
10429,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10430,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10431,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10432,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10433,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10434,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10435,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10436,Cropland,Cropland,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
10437,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10438,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10439,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10440,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10441,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10442,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
10443,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
10444,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10445,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10446,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
10447,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10448,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
10449,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10450,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10451,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10452,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
10453,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10454,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10455,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10456,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10457,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
10458,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10459,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10460,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10461,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10462,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10463,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10467,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10468,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10469,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10470,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10471,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10472,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10473,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10474,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
10475,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
10476,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
10477,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10478,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10479,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10480,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10481,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10482,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10483,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10484,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10485,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10486,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10487,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
10490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10491,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10492,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10493,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
10494,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
10495,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10496,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10497,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10498,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
10499,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10500,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10501,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10502,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10503,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10504,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10505,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10506,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
10507,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10508,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10509,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10510,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10511,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10512,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10513,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
10514,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10515,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10516,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10517,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10518,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10519,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10520,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
10521,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
10522,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10523,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10524,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10525,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10526,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10527,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10528,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,Grassland,Water
10529,Cropland,Cropland,Built-up,Water,Non_Wetland,Shrubland,NULL,Grassland
10530,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
10531,Cropland,Cropland,Water,Non_Water,Water,Shrubland,NULL,Wetland
10532,Cropland,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Wetland
10533,Cropland,Cropland,Water,Water,Water,NULL,Grassland,Water
10534,Cropland,Cropland,Water,Water,Water,Water,NULL,Forest
10535,Cropland,Cropland,Water,Water,Water,Water,Water,Water
10536,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10537,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10538,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10539,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10540,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10541,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10542,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10543,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10544,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10545,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10546,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10547,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10548,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10549,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10550,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10551,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10552,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
10553,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10554,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10555,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10556,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10557,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10558,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10559,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10560,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10561,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10562,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10563,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10564,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10565,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10566,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10567,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10568,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10569,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10570,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10571,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10572,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10573,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10574,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
10575,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10576,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10577,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10578,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10579,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10580,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10581,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10582,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10583,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10584,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10585,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10586,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10587,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10588,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10589,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10590,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10591,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10592,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
10593,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
10594,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10595,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10596,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
