Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R
378,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
379,Grassland,Bareland,Water,NULL,Water,NULL,Water
380,Grassland,Bareland,Water,Water,Water,NULL,Water
381,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
382,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
383,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
384,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
385,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
386,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
387,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
388,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
389,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
390,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
391,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
392,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
393,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
394,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
395,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
396,Grassland,Built-up,Water,Water,Water,NULL,Grassland
397,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
398,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
399,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
400,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
401,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
402,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
403,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
404,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
405,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
406,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
407,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
408,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
409,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
410,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
411,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
412,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
413,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
414,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
415,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
416,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
417,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
418,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
419,Grassland,Water,Water,NULL,Water,NULL,Grassland
420,Grassland,Water,Water,Non_Water,Water,NULL,Grassland
421,Grassland,Water,Water,Non_Water,Water,NULL,Wetland
422,Grassland,Water,Water,Non_Water,Water,NULL,Forest
423,Grassland,Water,Water,Water,Water,NULL,Grassland
424,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
425,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
426,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
427,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
428,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
429,Grassland,Water,Forest,Water,Non_Wetland,NULL,Grassland
430,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
431,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
432,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
433,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
434,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
435,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
436,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
437,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
438,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
439,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
440,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
441,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
442,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
443,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
444,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
445,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water
446,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
447,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
448,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
449,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
450,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
451,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
452,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
453,Grassland,Forest,Water,NULL,Water,NULL,Forest
454,Grassland,Forest,Water,Water,Water,NULL,Forest
455,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
456,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
457,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
458,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
459,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
460,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
461,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
462,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
463,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up
464,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
468,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
469,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
470,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
471,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
472,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
473,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
474,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
475,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
476,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
477,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
478,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
479,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
480,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
481,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
482,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
483,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
484,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
486,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
487,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
488,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
489,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
490,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
491,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
492,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
493,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
494,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
495,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
496,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
497,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
498,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
499,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
500,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
501,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
502,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
503,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
504,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
505,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
506,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
507,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
508,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
509,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
510,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
511,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
512,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
513,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
514,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
515,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
516,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
517,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
518,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
519,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
520,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
521,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
522,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
523,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
524,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
525,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
526,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
527,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
528,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
529,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
530,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
531,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
532,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
533,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
534,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
535,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
536,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
537,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
538,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
539,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
540,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
541,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
542,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
543,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
544,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
545,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
546,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
547,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
548,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
549,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
550,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
551,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
552,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
553,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
554,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
555,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
556,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
557,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
558,Wetland,NULL,Water,NULL,Water,NULL,Wetland
559,Wetland,NULL,Water,NULL,Water,NULL,Forest
560,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
561,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
562,Wetland,NULL,Water,Non_Water,Water,NULL,Water
563,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
564,Wetland,NULL,Water,Water,Water,NULL,Grassland
565,Wetland,NULL,Water,Water,Water,NULL,Wetland
566,Wetland,NULL,Water,Water,Water,NULL,Water
567,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
568,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
569,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
570,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
571,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
572,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
573,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
574,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
575,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
576,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
577,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
578,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
579,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
580,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
581,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
582,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
583,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
584,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
585,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
586,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
587,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
588,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
589,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
590,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
591,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
592,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
593,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
594,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
595,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
596,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
597,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
598,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
599,Wetland,Wetland,Water,NULL,Water,NULL,Forest
600,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
601,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
602,Wetland,Wetland,Water,Water,Water,NULL,Grassland
603,Wetland,Wetland,Water,Water,Water,NULL,Wetland
604,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
605,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
606,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
607,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
608,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
609,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
610,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
611,Wetland,Built-up,Water,Water,Water,NULL,Grassland
612,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
613,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
614,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
615,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
616,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
617,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
618,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
619,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
620,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
621,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
622,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
623,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
624,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
625,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
626,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water
627,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
628,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
629,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
630,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
631,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
632,Wetland,Water,Water,NULL,Water,NULL,Grassland
633,Wetland,Water,Water,NULL,Water,NULL,Wetland
634,Wetland,Water,Water,NULL,Water,NULL,Water
635,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
636,Wetland,Water,Water,Non_Water,Water,NULL,Water
637,Wetland,Water,Water,Water,Water,NULL,Grassland
638,Wetland,Water,Water,Water,Water,NULL,Wetland
639,Wetland,Water,Water,Water,Water,NULL,Water
640,Wetland,Water,Water,Water,Water,NULL,Forest
641,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
642,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
643,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
644,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
645,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
646,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
647,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
648,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
649,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
650,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
651,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
652,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
653,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
654,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
655,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
656,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
657,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
658,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
659,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
660,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
661,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
662,Wetland,Forest,Water,Water,Water,NULL,Wetland
663,Wetland,Forest,Water,Water,Water,NULL,Water
664,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
665,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
666,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
667,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
668,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
669,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
670,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
671,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
672,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
673,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
674,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
675,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
676,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
677,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
678,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
679,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
680,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
681,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
682,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
683,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
684,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
685,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
686,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
687,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
688,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
689,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
690,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
691,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
692,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
693,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
694,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
695,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
696,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
697,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
698,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
699,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
700,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
701,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
702,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
703,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water
704,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
705,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
706,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
707,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
708,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
709,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
710,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
711,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
712,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
713,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
714,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
715,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
716,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
717,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
718,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
719,Bareland,NULL,Water,NULL,Water,NULL,Forest
720,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
721,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
722,Bareland,NULL,Water,Water,Water,NULL,Bareland
723,Bareland,NULL,Water,Water,Water,NULL,Water
724,Bareland,NULL,Water,Water,Water,NULL,Forest
725,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
726,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
727,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
728,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
729,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
730,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
731,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
732,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
733,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
734,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
735,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
736,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
737,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
738,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
739,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
740,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
741,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Water
742,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
743,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Bareland
744,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Water
745,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
746,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
747,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
748,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water
749,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
750,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland
751,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Bareland
752,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Water
753,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
754,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
755,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
756,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
757,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
758,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Bareland
759,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Water
760,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Forest
761,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
