Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNJ_M_R
346,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
347,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
348,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
349,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
350,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
351,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
352,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
353,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
354,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
355,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
356,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
357,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
358,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
359,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
360,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
361,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
362,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
363,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
364,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
365,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
366,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
367,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
368,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
369,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
370,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
371,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
372,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
373,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
374,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
375,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
376,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
377,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
378,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
379,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
380,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
381,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
382,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
383,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
384,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
385,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
386,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
387,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
388,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
389,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
390,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
391,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
392,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
393,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
394,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
395,Water,Wetland,Water,NULL,Water,NULL,Bareland,Water
396,Water,Wetland,Water,NULL,Water,NULL,Water,Water
397,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
398,Water,Wetland,Water,NULL,Water,Grassland,Bareland,Water
399,Water,Wetland,Water,NULL,Water,Grassland,Water,Water
400,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
401,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
402,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
403,Water,Wetland,Water,NULL,Water,Water,Water,Water
404,Water,Wetland,Water,NULL,Water,Water,Water,Forest
405,Water,Wetland,Water,NULL,Water,Water,Forest,Water
406,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
407,Water,Wetland,Water,NULL,Water,Forest,Water,Water
408,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
409,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
410,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
411,Water,Wetland,Water,Non_Water,Water,Water,Forest,Forest
412,Water,Wetland,Water,Water,Water,NULL,Water,Forest
413,Water,Wetland,Water,Water,Water,Wetland,Water,Water
414,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
415,Water,Wetland,Water,Water,Water,Water,Wetland,Water
416,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
417,Water,Wetland,Water,Water,Water,Water,Water,Bareland
418,Water,Wetland,Water,Water,Water,Water,Water,Water
419,Water,Wetland,Water,Water,Water,Water,Water,Forest
420,Water,Wetland,Water,Water,Water,Water,Forest,Water
421,Water,Wetland,Water,Water,Water,Water,Forest,Forest
422,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
423,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
424,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
425,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
426,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
427,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
428,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
429,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
430,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
431,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
432,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
433,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
434,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
435,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
436,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
437,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Water
438,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
439,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
440,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
441,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
442,Water,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
443,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
444,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
445,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
446,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
447,Water,Bareland,Water,Water,Water,Grassland,Water,Water
448,Water,Bareland,Water,Water,Water,Water,Water,Water
449,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
450,Water,Built-up,Water,NULL,Water,Water,Bareland,Water
451,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
452,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
453,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
454,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
455,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
456,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
457,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
458,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
459,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
460,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
461,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
462,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
463,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
464,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
465,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
466,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
467,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
468,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
469,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
470,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
471,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
472,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
473,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
474,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
475,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
476,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
477,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
478,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
479,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
480,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
481,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
482,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
483,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
484,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
485,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
486,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
487,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
488,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
489,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
490,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
491,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
492,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
493,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
494,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
495,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
496,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
497,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
498,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
499,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
500,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
501,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
502,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
503,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
504,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
505,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
506,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
507,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
508,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
509,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
510,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
511,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
512,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
513,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
514,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
515,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
516,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
517,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
518,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
519,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
520,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
521,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
522,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
523,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
524,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
525,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
526,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
527,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
528,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
529,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
530,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
531,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
532,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
533,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
534,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
535,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
536,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
537,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
538,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
539,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
540,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
541,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
542,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
543,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
544,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
545,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
546,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
547,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
548,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
549,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
550,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
551,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
552,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
553,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
554,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
555,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
556,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
557,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
558,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
559,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
560,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
561,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
562,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
563,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
564,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
565,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
566,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
567,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
568,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
569,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
570,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
571,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
572,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
573,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
574,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
575,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
576,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
577,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
578,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
579,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
580,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
581,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
582,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
583,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
584,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
585,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
586,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
587,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
588,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
589,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
590,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
591,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
592,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
593,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
594,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
595,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
596,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
597,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
598,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
599,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
600,Water,Water,Wetland,Water,Wetland,Water,Water,Water
601,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
602,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
603,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
604,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
605,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Water
606,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
607,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
608,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
609,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
610,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
611,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
612,Water,Water,Water,NULL,Water,NULL,Wetland,Water
613,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
614,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
615,Water,Water,Water,NULL,Water,NULL,Water,Water
616,Water,Water,Water,NULL,Water,NULL,Water,Forest
617,Water,Water,Water,NULL,Water,NULL,Forest,Forest
618,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
619,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
620,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
621,Water,Water,Water,NULL,Water,Grassland,Water,Water
622,Water,Water,Water,NULL,Water,Grassland,Water,Forest
623,Water,Water,Water,NULL,Water,Grassland,Forest,Water
624,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
625,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
626,Water,Water,Water,NULL,Water,Wetland,Water,Water
627,Water,Water,Water,NULL,Water,Wetland,Water,Forest
628,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
629,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
630,Water,Water,Water,NULL,Water,Bareland,Water,Water
631,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
632,Water,Water,Water,NULL,Water,Water,Wetland,Water
633,Water,Water,Water,NULL,Water,Water,Wetland,Forest
634,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
635,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
636,Water,Water,Water,NULL,Water,Water,Bareland,Water
637,Water,Water,Water,NULL,Water,Water,Bareland,Forest
638,Water,Water,Water,NULL,Water,Water,Water,Grassland
639,Water,Water,Water,NULL,Water,Water,Water,Bareland
640,Water,Water,Water,NULL,Water,Water,Water,Water
641,Water,Water,Water,NULL,Water,Water,Water,Forest
642,Water,Water,Water,NULL,Water,Water,Forest,Water
643,Water,Water,Water,NULL,Water,Water,Forest,Forest
644,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
645,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
646,Water,Water,Water,NULL,Water,Forest,Water,Water
647,Water,Water,Water,NULL,Water,Forest,Water,Forest
648,Water,Water,Water,NULL,Water,Forest,Forest,Water
649,Water,Water,Water,NULL,Water,Forest,Forest,Forest
650,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
651,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
652,Water,Water,Water,Non_Water,Water,NULL,Water,Water
653,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
654,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
655,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
656,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
657,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
658,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
659,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
660,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
661,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
662,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
663,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
664,Water,Water,Water,Non_Water,Water,Water,Water,Water
665,Water,Water,Water,Non_Water,Water,Water,Water,Forest
666,Water,Water,Water,Non_Water,Water,Water,Forest,Water
667,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
668,Water,Water,Water,Non_Water,Water,Forest,Water,Water
669,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
670,Water,Water,Water,Water,Water,NULL,Wetland,Water
671,Water,Water,Water,Water,Water,NULL,Wetland,Forest
672,Water,Water,Water,Water,Water,NULL,Bareland,Water
673,Water,Water,Water,Water,Water,NULL,Bareland,Forest
674,Water,Water,Water,Water,Water,NULL,Water,Water
675,Water,Water,Water,Water,Water,NULL,Water,Forest
676,Water,Water,Water,Water,Water,NULL,Forest,Water
677,Water,Water,Water,Water,Water,NULL,Forest,Forest
678,Water,Water,Water,Water,Water,Grassland,Wetland,Water
679,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
680,Water,Water,Water,Water,Water,Grassland,Bareland,Bareland
681,Water,Water,Water,Water,Water,Grassland,Bareland,Water
682,Water,Water,Water,Water,Water,Grassland,Water,Grassland
683,Water,Water,Water,Water,Water,Grassland,Water,Water
684,Water,Water,Water,Water,Water,Grassland,Water,Forest
685,Water,Water,Water,Water,Water,Wetland,Wetland,Water
686,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
687,Water,Water,Water,Water,Water,Wetland,Water,Water
688,Water,Water,Water,Water,Water,Wetland,Water,Forest
689,Water,Water,Water,Water,Water,Wetland,Forest,Forest
690,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
691,Water,Water,Water,Water,Water,Bareland,Bareland,Water
692,Water,Water,Water,Water,Water,Bareland,Water,Water
693,Water,Water,Water,Water,Water,Water,Wetland,Water
694,Water,Water,Water,Water,Water,Water,Wetland,Forest
695,Water,Water,Water,Water,Water,Water,Bareland,Bareland
696,Water,Water,Water,Water,Water,Water,Bareland,Water
697,Water,Water,Water,Water,Water,Water,Bareland,Forest
698,Water,Water,Water,Water,Water,Water,Water,Grassland
699,Water,Water,Water,Water,Water,Water,Water,Wetland
700,Water,Water,Water,Water,Water,Water,Water,Bareland
701,Water,Water,Water,Water,Water,Water,Water,Water
702,Water,Water,Water,Water,Water,Water,Water,Forest
703,Water,Water,Water,Water,Water,Water,Forest,Water
704,Water,Water,Water,Water,Water,Water,Forest,Forest
705,Water,Water,Water,Water,Water,Forest,Wetland,Water
706,Water,Water,Water,Water,Water,Forest,Wetland,Forest
707,Water,Water,Water,Water,Water,Forest,Bareland,Water
708,Water,Water,Water,Water,Water,Forest,Bareland,Forest
709,Water,Water,Water,Water,Water,Forest,Water,Water
710,Water,Water,Water,Water,Water,Forest,Water,Forest
711,Water,Water,Water,Water,Water,Forest,Forest,Water
712,Water,Water,Water,Water,Water,Forest,Forest,Forest
713,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
714,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
715,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
716,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
717,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
718,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
719,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
720,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
721,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
722,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
723,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
724,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
725,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
726,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
727,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
728,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
729,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
730,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
731,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
732,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
733,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
734,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
735,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
736,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
737,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
738,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
739,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
740,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
741,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
742,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
743,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
744,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
745,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
746,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
747,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
748,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
749,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
750,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
751,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
