Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFD_M_R
1590,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1591,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1592,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1593,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1594,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1595,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1596,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1597,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1598,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1599,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1600,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1601,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1602,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1603,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1604,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1605,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
1606,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1607,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1608,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1609,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1610,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1611,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1612,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1613,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1614,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
1615,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1616,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1617,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1618,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1619,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1620,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1621,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1622,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1623,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1624,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1625,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1626,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1627,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1628,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1629,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1630,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1631,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1632,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1633,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1634,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1635,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1636,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1637,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1638,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1639,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1640,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1641,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1642,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1643,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
1644,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1645,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1646,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1647,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1648,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1649,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
1650,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1651,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1652,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1653,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1654,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1655,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Cropland
1656,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1657,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1658,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1659,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1660,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1661,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1662,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1663,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1664,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1665,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1666,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1667,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1668,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1669,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1670,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1671,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1672,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1673,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1674,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1675,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1676,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1677,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1678,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1679,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1680,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1681,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1682,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
1683,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1684,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1685,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1686,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1687,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1688,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1689,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1690,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1691,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1692,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1693,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1694,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1695,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
1696,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
1697,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1698,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1699,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1700,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1701,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1702,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1703,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1704,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Cropland
1705,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1706,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1707,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1708,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1709,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1710,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
1711,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1712,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
1713,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1714,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1715,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1716,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1717,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1718,Grassland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
1719,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1720,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1721,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1722,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1723,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1724,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1725,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1726,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1727,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1728,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
1729,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1730,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1731,Grassland,NULL,Water,Water,Water,Water,Water,Water
1732,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1733,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1734,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1735,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1736,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1742,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1745,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1746,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1747,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1748,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1749,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1750,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1751,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
1752,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1753,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1754,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1755,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1756,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1760,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1761,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1762,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1763,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1764,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1765,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1766,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1767,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1768,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1769,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1770,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1771,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1772,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1773,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1774,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1775,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1776,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1777,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1778,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1779,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1780,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1781,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1782,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1783,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
1784,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1785,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1786,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1787,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1788,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1789,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1790,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1791,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1792,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1793,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1794,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1795,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1796,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1797,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1798,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1799,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1800,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1801,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1802,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1803,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1804,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1805,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1806,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1807,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1808,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1809,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1810,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1811,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1812,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1813,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1814,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1815,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1816,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1817,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1818,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1819,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1820,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1821,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1822,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1823,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1824,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1825,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1826,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1827,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1828,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
1829,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1830,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1831,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1832,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1833,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1834,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
1835,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1836,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1837,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1838,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1839,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1840,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1841,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1842,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1843,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
1844,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
1845,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1846,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1847,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
1848,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1849,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
1850,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1851,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1852,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1853,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
1854,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
1855,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
1856,Grassland,Cropland,Water,Water,Water,Wetland,Water,Wetland
1857,Grassland,Cropland,Water,Water,Water,Water,Wetland,Wetland
1858,Grassland,Cropland,Water,Water,Water,Water,Water,Wetland
1859,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1860,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1861,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1862,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1863,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
1864,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1865,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1866,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1867,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1868,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1869,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1870,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1871,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1872,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1873,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1874,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1875,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1876,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1877,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1878,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1879,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1880,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1881,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1882,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1883,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1884,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1885,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1886,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1887,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1888,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1889,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1890,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1891,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1892,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1893,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1894,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1895,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1896,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1897,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1898,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1899,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1900,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1901,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1902,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1903,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1904,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1905,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1906,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
1907,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1908,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1909,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1910,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1911,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1912,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1913,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1914,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1915,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1916,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1917,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1918,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
