Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWP_M_R
1122,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1123,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1124,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Water
1125,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1126,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1127,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1128,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1129,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1130,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1131,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1132,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1133,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1134,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1135,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1136,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1137,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1138,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1139,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1140,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1141,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1142,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1143,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1144,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1145,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1146,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1147,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1148,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1149,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1150,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1151,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1152,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1153,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1154,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1155,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
1156,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1157,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1158,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1159,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1160,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1161,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1162,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1163,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1164,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1165,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1166,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1167,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1168,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1169,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1170,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1171,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1172,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1173,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1174,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1175,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1176,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1177,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1178,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1179,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1180,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1181,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1182,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1183,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1184,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1185,Wetland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1186,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1187,Wetland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1188,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1189,Wetland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1190,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1191,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1192,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1193,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1194,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1195,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1196,Wetland,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
1197,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1198,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1199,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1200,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1201,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1202,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1203,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1204,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1205,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1206,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1207,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1208,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1209,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1210,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1211,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1212,Wetland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1213,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1214,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1215,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1216,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1217,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1218,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1219,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1220,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1221,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1222,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1223,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1224,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1225,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1226,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1227,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1228,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1229,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1230,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1231,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1232,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1233,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1234,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1235,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1236,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1237,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1238,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1239,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1240,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1241,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1242,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1243,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1244,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Water
1245,Wetland,Water,Water,Water,Water,Bareland,Bareland,Grassland
1246,Wetland,Water,Water,Water,Water,Bareland,Bareland,Bareland
1247,Wetland,Water,Water,Water,Water,Bareland,Bareland,Water
1248,Wetland,Water,Water,Water,Water,Bareland,Bareland,Forest
1249,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1250,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1251,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1252,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1253,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1254,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1255,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1256,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1257,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1258,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1259,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1260,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1261,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1262,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1263,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1264,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1265,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1266,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1267,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1268,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1269,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1270,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1271,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1272,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1273,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1274,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1275,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1276,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1277,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1278,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1279,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1280,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1281,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1282,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1283,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1284,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1285,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1286,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1287,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1288,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1289,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1290,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1291,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1292,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1293,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1294,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1295,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1296,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1297,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1298,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1299,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1300,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1301,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1302,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1303,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1304,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1305,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1306,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1307,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1308,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1309,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1310,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1311,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1312,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1313,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1314,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1315,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1316,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1317,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1318,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1319,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1320,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1321,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1322,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1323,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1324,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1325,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1326,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1327,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1328,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1329,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1330,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1331,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1332,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1333,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1334,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1335,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1336,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1337,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1338,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1339,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
1340,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1341,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1342,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1343,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1344,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1345,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1346,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1347,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1348,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1349,Bareland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
1350,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
1351,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1352,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1353,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1354,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1355,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1356,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1357,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1358,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
1359,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1360,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
1361,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1362,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1363,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
1364,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1365,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1366,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1367,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1368,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1369,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1370,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1371,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1372,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1373,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1374,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1375,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1376,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1377,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1378,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1379,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1380,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1381,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1382,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1383,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1384,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1385,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1386,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1387,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1388,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1389,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1390,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1391,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
1392,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1393,Bareland,NULL,Water,NULL,Water,Water,Bareland,Water
1394,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1395,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1396,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
1397,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1398,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1399,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1400,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Forest
1401,Bareland,NULL,Water,Water,Water,Water,Bareland,Forest
1402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1403,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1404,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1405,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1406,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1407,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1408,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1409,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1410,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1411,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1412,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1413,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1414,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1415,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1416,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1417,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1418,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1419,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1420,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1421,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1422,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1423,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1424,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1425,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1426,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1427,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1428,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1429,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1430,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1431,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1432,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1433,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1434,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1435,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1436,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1437,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1438,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1439,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1440,Bareland,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1441,Bareland,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Forest
1442,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1443,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1444,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1445,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
