Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDS_M_R
1676,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1677,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1678,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1679,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1680,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1681,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1682,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1683,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1684,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Cropland
1685,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1686,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1687,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1688,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1689,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1690,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1691,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1692,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1693,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1694,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1695,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1696,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1697,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1698,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1699,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1700,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1701,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1702,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1703,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
1704,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1705,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1706,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1707,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1708,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1709,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1710,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1711,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1712,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1713,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1714,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1715,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1716,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1717,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1718,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1719,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1720,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1721,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1722,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1723,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1724,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1725,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1726,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1727,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1728,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1729,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1730,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1731,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1732,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1733,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1734,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1735,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1736,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1737,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1738,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1739,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1740,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1741,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1742,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1743,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1744,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1745,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1746,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1747,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1748,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1749,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1750,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1751,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1752,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1753,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1754,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1755,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1756,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1757,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1758,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1759,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1760,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1761,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1762,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1763,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1764,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1765,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1766,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1767,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1768,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1769,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
1770,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1771,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1772,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1773,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1774,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1775,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1776,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1777,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1778,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1779,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1780,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1781,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1782,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1783,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1784,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1785,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1786,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1787,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1788,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1789,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1790,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1791,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1792,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1793,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
1794,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1795,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1796,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1797,Bareland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1798,Bareland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1799,Bareland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
1800,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1801,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1802,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1803,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1804,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1805,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1806,Bareland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1807,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1808,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1809,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1810,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1811,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1812,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1813,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1814,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1815,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1816,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1817,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1818,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1819,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1820,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1821,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1822,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1823,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1824,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1825,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1826,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1827,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1828,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1829,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1830,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1831,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1832,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1833,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1834,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1835,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1836,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1837,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1838,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1839,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1840,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1841,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1842,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1843,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1844,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1845,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1846,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1847,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1848,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1849,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1850,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1851,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1852,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1853,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1854,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Cropland
1855,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1856,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1857,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1858,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Bareland,Water
1859,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1860,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1861,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1862,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1863,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1864,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
1865,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1866,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1867,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1868,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1869,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1870,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1871,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1872,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1873,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1874,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1875,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1876,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1877,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1878,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1879,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1880,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
1881,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1882,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1883,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1884,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1885,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1886,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1887,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1888,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1889,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1890,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1891,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1892,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1893,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1894,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1895,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1896,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1897,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1898,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1899,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1900,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1901,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1902,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1903,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1904,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1905,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1906,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1907,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1908,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1909,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
1910,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
1911,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Forest
1912,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1913,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1914,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1915,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
1916,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
1917,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1918,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1919,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1920,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1921,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
1922,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1923,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Bareland
1924,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
1925,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1926,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1927,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1928,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1929,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
1930,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1931,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1932,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1933,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1934,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1935,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1936,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1937,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1938,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1939,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1940,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1941,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1942,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1943,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1944,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1945,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Forest
1946,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1947,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1948,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1949,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1950,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1951,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1952,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1953,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1954,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1955,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1956,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1957,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1958,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1959,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1960,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1961,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1962,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1963,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1964,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1965,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1966,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1967,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1968,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1969,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1970,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1971,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1972,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1973,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1974,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1975,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1976,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1977,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1978,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1979,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1980,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1981,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1982,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1983,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1984,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1985,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1986,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1987,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1988,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1989,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1990,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1991,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1992,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1993,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1994,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1995,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1996,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
