Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGG_M_R
695,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
696,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
697,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
698,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
699,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
700,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
701,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
702,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
703,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
704,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
705,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
706,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
707,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
708,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
709,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
710,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
711,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
712,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
713,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
715,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
716,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
719,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
721,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
723,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
724,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
725,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
727,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
728,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
729,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
730,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
731,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
733,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
734,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
736,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
737,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
738,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
739,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
741,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
742,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
743,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
745,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
746,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
747,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
748,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
749,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
750,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
751,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
752,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
753,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
754,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
755,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
756,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
757,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
758,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
759,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
760,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
761,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
762,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
763,Forest,Water,Water,NULL,Water,NULL,NULL,Water
764,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
765,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
766,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
767,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
768,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
769,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
770,Forest,Water,Water,Water,Water,NULL,NULL,Water
771,Forest,Water,Water,Water,Water,NULL,NULL,Forest
772,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
773,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
774,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
775,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
776,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
777,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
778,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
780,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
781,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
783,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
784,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
785,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
786,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
787,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
788,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
789,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
790,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
791,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
792,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
793,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
794,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
795,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
796,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
797,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
798,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
799,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
800,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
801,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
802,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
804,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
805,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
806,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
808,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
809,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
810,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
811,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
812,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
814,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
815,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
816,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
817,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
818,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
819,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
820,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
821,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
823,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
824,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
825,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
826,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
828,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
829,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
830,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
831,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
832,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
833,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
834,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
835,Forest,Forest,Water,Water,Water,NULL,NULL,Water
836,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
837,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
838,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
839,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
840,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
841,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
842,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
843,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
846,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
848,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
849,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
850,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
