Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
1442,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1443,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1444,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1445,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1446,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1447,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1448,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1449,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1450,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1451,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1452,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1453,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1454,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1455,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1456,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1457,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1458,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1459,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1460,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1461,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1462,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1463,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1464,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1465,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1466,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1475,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1476,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1477,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1478,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1479,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1480,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1481,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1482,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1483,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1484,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1485,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1486,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1487,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1488,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1489,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1490,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1491,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1492,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1493,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1494,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1495,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1496,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1497,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
1498,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1499,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1500,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1501,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1502,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1503,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1504,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1505,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1506,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1507,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1508,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1509,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1510,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1511,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1512,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1513,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1514,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1515,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1516,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1517,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1518,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1519,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1520,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1521,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1522,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1523,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1524,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1525,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1526,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1527,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1528,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1529,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1530,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1531,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1532,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1533,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1534,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1535,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1536,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1537,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1538,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1539,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1540,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1541,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1542,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1543,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1544,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1545,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1546,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1547,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1548,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1549,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1550,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1551,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1552,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1553,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1554,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1555,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1556,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1557,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1558,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1559,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1560,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1561,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1562,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1563,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1564,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1565,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1566,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1567,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
1568,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1569,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1570,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1571,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1572,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1573,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1574,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1575,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1576,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1577,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1578,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1579,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1580,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1581,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1582,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1583,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1584,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1585,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1586,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1587,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1588,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1589,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1590,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1591,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1592,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1593,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1594,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1595,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1596,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1597,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1598,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1599,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
1600,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1601,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1602,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1603,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1604,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1605,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1606,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1607,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1608,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
1609,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
1610,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1611,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1612,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1613,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1614,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1615,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1616,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1617,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1618,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1619,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1620,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1621,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1622,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1625,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1626,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1627,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1628,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1629,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1630,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1631,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1632,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1633,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1634,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
1635,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
1636,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
1637,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1638,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1639,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1640,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1641,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
1642,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
1643,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1644,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
1645,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1646,Grassland,NULL,Water,NULL,Water,Grassland,Water,Wetland
1647,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1648,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1649,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1650,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1651,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1652,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1653,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
1654,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1655,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1656,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1657,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
1658,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
1659,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1660,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1661,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1662,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1663,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1664,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1665,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
1666,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1667,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1668,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1669,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1670,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1671,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1672,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1673,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
1674,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
1675,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
1676,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
1677,Grassland,NULL,Water,Water,Water,NULL,NULL,Built-up
1678,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
1679,Grassland,NULL,Water,Water,Water,Grassland,NULL,Wetland
1680,Grassland,NULL,Water,Water,Water,Grassland,NULL,Forest
1681,Grassland,NULL,Water,Water,Water,Wetland,NULL,Wetland
1682,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1683,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
1684,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1685,Grassland,NULL,Water,Water,Water,Water,NULL,Grassland
1686,Grassland,NULL,Water,Water,Water,Water,NULL,Wetland
1687,Grassland,NULL,Water,Water,Water,Water,NULL,Water
1688,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
1689,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1690,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1691,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1693,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1694,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1695,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1696,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1697,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1698,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1699,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1700,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1701,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1702,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1703,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1704,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1705,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1706,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1707,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1708,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1709,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1710,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1711,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1712,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1713,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1714,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1715,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1716,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1717,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1718,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1719,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1720,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1721,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1722,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1723,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1724,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1725,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1726,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1727,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1728,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1729,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1730,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1731,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1732,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1733,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1734,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1735,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1736,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1737,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1738,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1739,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1740,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1741,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1742,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1743,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1744,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1745,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1746,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1747,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1748,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1749,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1750,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1751,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1752,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1753,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1754,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1755,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1756,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1757,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1758,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1759,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1760,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1761,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1762,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1763,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1764,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1765,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1766,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1767,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1768,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1769,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1770,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1771,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1772,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1773,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1774,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
