Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
8128,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8129,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8130,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8131,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8132,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8133,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8134,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8135,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8136,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Water
8137,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
8138,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8139,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
8140,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
8141,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
8142,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
8143,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
8144,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8145,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
8146,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8147,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8148,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8149,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8150,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8151,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8152,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8153,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8154,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8155,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8156,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8157,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
8158,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8159,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8160,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
8161,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8162,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8163,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8164,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
8165,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8166,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8167,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8168,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8169,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8170,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8171,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
8172,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8173,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8174,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8175,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8176,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8177,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8178,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8179,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8180,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8181,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8182,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8183,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8184,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8185,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8186,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8187,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8188,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8189,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8190,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8191,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8192,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8193,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8194,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8195,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8196,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8197,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8198,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8199,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8200,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8201,Cropland,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Cropland
8202,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8203,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8204,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8205,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8206,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
8207,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8208,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8209,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8210,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8211,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8212,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8213,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8214,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8215,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8216,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8217,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8218,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8219,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8220,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8221,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8222,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8223,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8224,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8225,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8226,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8227,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8228,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8229,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8230,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8231,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8232,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8233,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8234,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8235,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8236,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8237,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8238,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8239,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8240,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8241,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8242,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8243,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8244,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8245,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8246,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8247,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8248,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8249,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8250,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8251,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
8252,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
8253,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8254,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8255,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8256,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
8257,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8258,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8259,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8260,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8261,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8262,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8263,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8264,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8265,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8266,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8267,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8268,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8269,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8270,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8271,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8272,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8273,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8274,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8275,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8276,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8277,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8278,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
8279,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8280,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8281,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8282,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8283,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8284,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8285,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8286,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8287,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8288,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8289,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
8290,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8291,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8292,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8293,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
8294,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8295,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8296,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8297,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8298,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8299,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8300,Cropland,Built-up,Water,NULL,Water,Water,NULL,Water
8301,Cropland,Built-up,Water,Water,Water,Water,NULL,Water
8302,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8303,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8304,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8305,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8306,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8307,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8308,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8309,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8310,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8311,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8312,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8313,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8314,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8315,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8316,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8317,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8318,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8319,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8320,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8321,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8322,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
8323,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
8324,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
8325,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8326,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8327,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8328,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8329,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8330,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
8331,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
8332,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8333,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8334,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8335,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8336,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8337,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8338,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8339,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8340,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8341,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
8342,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8343,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
8344,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8345,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8346,Cropland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8347,Cropland,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
8348,Cropland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8349,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8350,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
8351,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8352,Cropland,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
8353,Cropland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
8354,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8355,Cropland,Water,Wetland,Water,Wetland,Water,Water,Cropland
8356,Cropland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
8357,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8358,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8359,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8360,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8361,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8362,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8363,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8364,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8365,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8366,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8367,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8368,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8369,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8370,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8371,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8372,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8373,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8374,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8375,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8376,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8377,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8378,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8379,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8380,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8381,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8382,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8383,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8384,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8385,Cropland,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Water
8386,Cropland,Forest,NULL,Water,Non_Wetland,Water,NULL,Grassland
8387,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8388,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8389,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8390,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8391,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8392,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8393,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8394,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8395,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8396,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8397,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8398,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8399,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8400,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8401,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8402,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8403,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8404,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8405,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8406,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8407,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8408,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8409,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8410,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8411,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8412,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8413,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8414,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8415,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8416,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8417,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8418,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8419,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8420,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8421,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8422,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8423,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8424,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8425,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8426,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8427,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8428,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8429,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8430,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8431,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8432,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8433,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8434,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8435,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8436,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8437,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8438,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8439,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8440,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8441,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
