Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R
343,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
345,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
347,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
348,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
349,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
350,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
352,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
353,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
357,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
358,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
359,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
360,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
361,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
362,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
365,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
367,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
368,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
370,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
371,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
372,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
373,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
374,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
376,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
377,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
378,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
379,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
381,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
383,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
384,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
386,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
388,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
389,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
390,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
391,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
392,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
394,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
398,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
399,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
403,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
404,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
405,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
408,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
409,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
411,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
412,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
413,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
415,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
416,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
418,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
419,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
421,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
423,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
424,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
425,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
426,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
427,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
428,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
429,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
430,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
431,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
432,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
435,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
436,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
437,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
438,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
439,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
440,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
441,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
445,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
448,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
449,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
450,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
451,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
452,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
454,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
456,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
457,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
459,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
461,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
464,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
465,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
466,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
468,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
469,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
470,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
473,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
474,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
475,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
476,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
477,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
478,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
479,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
480,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
481,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
482,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
483,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
485,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
486,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
487,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
488,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
489,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
490,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
492,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
493,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
494,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
497,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
498,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
500,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
501,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
503,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
504,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
506,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
507,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
508,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
509,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
512,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
513,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
515,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
516,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
517,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
518,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
519,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
520,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
521,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
522,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
527,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
528,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
529,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
532,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
533,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
534,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
535,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
536,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
537,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
538,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
539,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
540,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
541,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
542,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
543,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
544,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
545,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
546,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
547,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
548,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
549,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
550,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
551,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
552,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
553,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
555,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
558,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
559,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
562,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
563,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
566,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
567,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
568,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
569,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
570,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
571,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
573,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
574,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
576,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
577,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
579,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
581,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
582,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
583,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
584,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
585,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
586,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
587,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
588,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
589,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
590,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
591,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
592,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
593,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
594,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
595,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
596,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
597,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
599,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
600,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
601,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
602,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
603,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
604,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
606,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
607,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
608,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
609,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
610,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
611,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
612,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
613,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
614,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
615,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
617,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
618,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
619,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
620,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
622,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
625,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
626,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
629,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
631,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
632,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
633,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
634,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
636,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
637,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
638,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
641,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
642,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
644,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
645,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
646,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
650,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
651,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
657,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
658,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
660,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
661,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
662,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
663,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
664,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
665,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
666,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
667,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
668,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
669,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
670,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
671,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
672,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
673,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
674,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
675,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
676,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
677,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
678,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
679,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
