Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFL_M_R
11010,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11011,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11012,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11013,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11014,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11015,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11016,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11017,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11018,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11019,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11020,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
11021,Water,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
11022,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11023,Water,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
11024,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
11025,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
11026,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11027,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11028,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
11029,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
11030,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11031,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11032,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11033,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11034,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
11035,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11036,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11037,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
11038,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11039,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11040,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11041,Water,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
11042,Water,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
11043,Water,Wetland,Water,NULL,Water,Shrubland,Water,Water
11044,Water,Wetland,Water,NULL,Water,Shrubland,Water,Forest
11045,Water,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
11046,Water,Wetland,Water,NULL,Water,Bareland,Water,Wetland
11047,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
11048,Water,Wetland,Water,NULL,Water,Bareland,Water,Forest
11049,Water,Wetland,Water,NULL,Water,Bareland,Forest,Wetland
11050,Water,Wetland,Water,NULL,Water,Bareland,Forest,Water
11051,Water,Wetland,Water,NULL,Water,Bareland,Forest,Forest
11052,Water,Wetland,Water,NULL,Water,Water,Water,Water
11053,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
11054,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Water
11055,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
11056,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
11057,Water,Wetland,Water,Water,Water,Shrubland,Water,Water
11058,Water,Wetland,Water,Water,Water,Bareland,Shrubland,Water
11059,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
11060,Water,Wetland,Water,Water,Water,Bareland,Water,Water
11061,Water,Wetland,Water,Water,Water,Water,Water,Water
11062,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11063,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11064,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11065,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11066,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11067,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11068,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11069,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11070,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11071,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11072,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11073,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11074,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11075,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11076,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11077,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11078,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11079,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11080,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
11081,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
11082,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11083,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11084,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11085,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11086,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11087,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11088,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11089,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11090,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
11091,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
11092,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
11093,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
11094,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
11095,Water,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11096,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11097,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11098,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11099,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
11100,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
11101,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
11102,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
11103,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
11104,Water,Built-up,Water,NULL,Water,Shrubland,Built-up,Grassland
11105,Water,Built-up,Water,NULL,Water,Shrubland,Built-up,Water
11106,Water,Built-up,Water,NULL,Water,Wetland,Built-up,Water
11107,Water,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
11108,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
11109,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Water
11110,Water,Built-up,Water,NULL,Water,Built-up,NULL,Water
11111,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
11112,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
11113,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
11114,Water,Built-up,Water,NULL,Water,Water,Built-up,Grassland
11115,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
11116,Water,Built-up,Water,NULL,Water,Water,Water,Water
11117,Water,Built-up,Water,Non_Water,Water,Shrubland,Built-up,Water
11118,Water,Built-up,Water,Water,Water,Water,Water,Water
11119,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
11120,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
11121,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11122,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11123,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
11124,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11125,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11126,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
11127,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11128,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11129,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
11130,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
11131,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
11132,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
11133,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
11134,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11135,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
11136,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11137,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11138,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
11139,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
11140,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11141,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11142,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11143,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11144,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
11145,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11146,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11147,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11148,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
11149,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11150,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11151,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
11152,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11153,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
11154,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11155,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11156,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
11157,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11158,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11159,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
11160,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11161,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11162,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11163,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
11164,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11165,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11166,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11167,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
11168,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11169,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11170,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11171,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
11172,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
11173,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11174,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11175,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
11176,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
11177,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11178,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11179,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
11180,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11181,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11182,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11183,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11184,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
11185,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11186,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11187,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
11188,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11189,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
11190,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11191,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11192,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11193,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11194,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11195,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
11196,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11197,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11198,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11199,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
11200,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11201,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11202,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11203,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
11204,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11205,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
11206,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11207,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
11208,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
11209,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11210,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11211,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
11212,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
11213,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11214,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11215,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
11216,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
11217,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
11218,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
11219,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
11220,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11221,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
11222,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
11223,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11224,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11225,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11226,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
11227,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
11228,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11229,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11230,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
11231,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
11232,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
11233,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11234,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
11235,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
11236,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
11237,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
11238,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
11239,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
11240,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11241,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11242,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11243,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
11244,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11245,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
11246,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11247,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11248,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
11249,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11250,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11251,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11252,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11253,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11254,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
11255,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11256,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
11257,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
11258,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11259,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11260,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
11261,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11262,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11263,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
11264,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11265,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
11266,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
11267,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
11268,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
11269,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
11270,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11271,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
11272,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
11273,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
11274,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
11275,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11276,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11277,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11278,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11279,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11280,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
11281,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
11282,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
11283,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
11284,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
11285,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
11286,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Water
11287,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11288,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11289,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
11290,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11291,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
11292,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
11293,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
11294,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
11295,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
11296,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
11297,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11298,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11299,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
11300,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
11301,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
11302,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11303,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
11304,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
11305,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
11306,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
11307,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
11308,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
11309,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
11310,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
11311,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
11312,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
11313,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
11314,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
11315,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
11316,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
11317,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11318,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
11319,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
11320,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
11321,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
11322,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
11323,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
11324,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
11325,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
11326,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
11327,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
11328,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
11329,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11330,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
11331,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11332,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
11333,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
11334,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11335,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
11336,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11337,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11338,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11339,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11340,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11341,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11342,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11343,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
11344,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11345,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11346,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11347,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11348,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11349,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11350,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11351,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11352,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11353,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11354,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11355,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11356,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11357,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11358,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11359,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
11360,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11361,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11362,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11363,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11364,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
