Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUS_M_R
1248,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1249,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1250,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1251,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1252,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1253,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
1254,NULL,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
1255,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1256,NULL,Wetland,Water,NULL,Water,Water,Water,Forest
1257,NULL,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
1258,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1259,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1260,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1261,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1262,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1263,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1264,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1265,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1266,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1267,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1268,NULL,Wetland,Water,Water,Water,Grassland,Bareland,Grassland
1269,NULL,Wetland,Water,Water,Water,Grassland,Water,Wetland
1270,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1271,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1272,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1273,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1274,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
1275,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1276,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
1277,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
1278,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
1279,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
1280,NULL,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
1281,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
1282,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Bareland
1283,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1284,NULL,Wetland,Water,Water,Water,Bareland,Water,Grassland
1285,NULL,Wetland,Water,Water,Water,Water,Grassland,Grassland
1286,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
1287,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1288,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1289,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
1290,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1291,NULL,Wetland,Water,Water,Water,Water,Water,Water
1292,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1293,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1294,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1295,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1298,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1299,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1300,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1301,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1302,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1303,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1304,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1305,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1306,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1307,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1308,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1309,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1310,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1311,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1312,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1313,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1314,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1315,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1316,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1317,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1318,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1319,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1320,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1321,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1322,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1323,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1324,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1325,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1326,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1327,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1328,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1329,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1330,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1331,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1332,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1333,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1334,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1335,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1336,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1337,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1338,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1339,NULL,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1340,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1341,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1342,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1343,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1344,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1345,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1346,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1347,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1348,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1349,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1350,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1351,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1352,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1353,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1354,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1355,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1356,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1357,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1358,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
1359,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1360,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1361,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1362,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1363,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1364,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1365,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
1366,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1367,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1368,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
1369,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1370,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1371,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1372,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1373,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1374,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1375,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1376,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1377,NULL,Bareland,Water,Water,Water,Wetland,Water,Water
1378,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1379,NULL,Bareland,Water,Water,Water,Water,Water,Wetland
1380,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1381,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1382,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1383,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1384,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1385,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1386,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1387,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1388,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1389,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1390,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1391,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1392,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1393,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1394,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1395,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1396,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1397,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1398,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1399,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1400,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1401,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1402,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1403,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1404,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1405,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1406,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1407,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1408,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
1409,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1410,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1411,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1412,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1413,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1414,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1415,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1416,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1417,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1419,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1420,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1421,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1422,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1423,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1424,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1425,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1426,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1427,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1428,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1429,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1430,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1431,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1432,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1433,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1434,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1435,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1436,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1437,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1438,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1439,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
1440,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1441,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1442,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1443,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1444,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1445,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1446,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
1447,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1448,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1449,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1450,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1451,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1452,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1453,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1454,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1455,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1456,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1457,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1458,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1459,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1460,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Built-up,Water
1461,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1462,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1463,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1464,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1465,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1466,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1467,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Forest
1468,NULL,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1469,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1470,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
1487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1505,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1506,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1507,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1521,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1522,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1523,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1524,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1525,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1526,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
1527,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1528,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1532,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1533,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1534,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1535,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1536,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
1550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
1551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
1558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1559,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1560,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1561,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1562,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1563,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1564,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1565,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1566,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1567,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1568,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1569,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1570,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1571,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1572,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1573,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1574,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
