Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
1280,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1281,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1282,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1283,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1284,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1285,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1286,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1287,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1288,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1289,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1290,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1291,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1292,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1293,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1294,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1296,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1297,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1298,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1299,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1300,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1301,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1302,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1303,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1304,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1305,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1306,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1307,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1308,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1309,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1311,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1312,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1313,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1314,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1315,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1316,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1317,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1318,NULL,Forest,Water,NULL,Water,Water,Grassland,Forest
1319,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
1320,NULL,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1321,NULL,Forest,Water,Water,Water,Water,Water,Grassland
1322,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1323,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1324,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1325,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1326,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1327,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1328,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1329,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1330,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1331,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1332,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1333,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1334,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1335,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1336,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1337,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1338,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1339,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1340,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1341,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1342,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1343,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1344,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1345,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1346,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1347,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1348,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1349,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1350,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1351,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1352,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1355,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1356,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1357,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1358,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1359,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1360,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1361,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1362,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1363,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1364,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1365,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1366,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1367,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1368,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1369,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1370,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1371,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1372,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1373,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1374,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1376,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1377,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1378,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1379,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1380,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1381,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1382,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1383,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1384,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1385,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1386,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1387,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1388,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1389,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1392,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1393,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1394,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1483,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1484,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1485,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1486,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1487,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1488,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1489,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1490,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1491,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1492,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1493,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1494,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1495,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1496,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1497,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1498,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1499,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1500,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1501,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1502,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1503,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1504,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1505,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1506,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
1507,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1508,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
1509,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1510,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
1511,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1512,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
1513,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1514,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1515,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
1516,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1517,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1518,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1519,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1520,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1521,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1522,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
1523,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1524,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1525,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1526,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1527,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1528,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1529,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1530,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1531,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1532,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1533,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1534,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1535,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1536,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1537,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1538,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1539,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1540,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1541,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1542,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1543,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1544,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1545,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1546,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1547,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1548,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1549,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1550,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1551,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1552,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1553,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1554,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1555,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1556,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1557,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1558,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1559,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1560,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1561,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1562,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1563,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1564,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1565,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1566,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1567,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
1568,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1569,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1571,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1572,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1573,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1574,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1575,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1576,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1577,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1578,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1579,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1580,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1581,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1582,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1583,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1584,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1585,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1586,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1587,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1588,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1589,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1590,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1591,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1592,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1593,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1594,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1595,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1596,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1597,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1598,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1599,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1600,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1601,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1602,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
