Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMB_M_R
6193,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6194,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6195,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6196,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6197,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6198,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6199,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6200,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6201,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6202,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6203,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6204,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6205,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6206,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6207,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6208,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6209,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
6210,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
6211,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6212,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6213,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6214,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6215,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6216,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
6217,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6218,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6219,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6220,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6221,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
6222,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6223,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6224,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6225,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6226,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6227,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
6228,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6229,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
6230,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6231,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6232,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6233,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6234,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6235,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6236,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6237,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
6238,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
6239,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
6240,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6241,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
6242,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6243,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6244,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
6245,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6246,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6247,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6248,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6249,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6250,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6251,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6252,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6253,Grassland,Bareland,Water,Water,Water,Water,Water,Water
6254,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6255,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6256,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6257,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6258,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6259,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6260,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6261,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6262,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6263,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6264,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6265,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6266,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6267,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
6268,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6269,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6270,Grassland,Water,Water,Water,Water,NULL,Water,Grassland
6271,Grassland,Water,Water,Water,Water,Water,Water,Water
6272,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6273,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6274,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6275,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6276,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6277,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6278,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6279,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6280,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6281,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6282,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
6283,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6284,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
6285,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6286,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6287,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6288,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6289,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6290,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6291,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6292,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6293,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6294,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6295,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6296,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6297,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6298,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6299,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6300,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6301,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6302,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6303,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6304,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6305,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6306,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
6307,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6308,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6309,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6310,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6311,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6312,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
6313,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
6314,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6315,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6316,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6317,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6318,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6319,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6320,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6321,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6322,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6323,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6324,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6325,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6326,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6327,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6328,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6329,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6330,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6331,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6332,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6333,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6334,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6335,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6336,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6337,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6338,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6339,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6340,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6341,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6342,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6343,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6344,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6345,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6346,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6347,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6348,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6349,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6350,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6351,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6352,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6353,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6354,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6355,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6356,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6357,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
6358,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6359,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6360,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6361,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6362,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6363,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6364,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
6365,Grassland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
6366,Grassland,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6367,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
6368,Grassland,Forest,Water,Non_Water,Water,NULL,Forest,Forest
6369,Grassland,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
6370,Grassland,Forest,Water,Water,Water,NULL,Water,Forest
6371,Grassland,Forest,Water,Water,Water,Wetland,Forest,Wetland
6372,Grassland,Forest,Water,Water,Water,Forest,Water,Wetland
6373,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6374,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6375,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6376,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6377,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6378,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6379,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6380,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6381,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6382,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6383,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6384,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6385,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6386,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6387,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6388,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6389,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
6390,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6391,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
6392,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6393,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6394,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
6395,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6396,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6397,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6398,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6399,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6400,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6401,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6402,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6403,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6404,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6405,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6406,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6407,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6408,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6409,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
6410,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6411,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6412,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6413,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6414,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6415,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6416,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6417,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6418,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6419,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6420,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6421,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6422,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6423,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6424,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6425,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6426,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6427,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6428,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6429,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6430,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6431,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6432,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6433,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6434,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6435,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6436,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6437,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6438,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6439,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6440,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6441,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6442,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6443,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6444,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6445,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6446,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6447,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6448,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6449,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6450,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6451,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6452,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6453,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6454,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6455,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6456,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
6457,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6458,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
6459,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6460,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6461,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6462,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6463,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6464,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6465,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6466,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6467,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6468,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6469,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6470,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6471,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6472,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6473,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6474,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6475,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6476,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6477,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6478,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6479,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
6480,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6481,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6482,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6483,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6484,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6485,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6486,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6487,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6488,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6489,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6490,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6491,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6492,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
6493,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6494,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6495,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6496,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
6497,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6498,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6499,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6500,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
6501,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6502,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6503,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6504,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6505,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6506,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6507,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6508,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6509,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6510,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6511,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6513,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6514,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6515,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
