Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NED_M_R
348,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
349,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
350,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
351,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
352,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
353,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
354,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
355,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
359,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
360,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
361,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
362,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
363,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
364,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
365,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
366,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
367,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
368,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
370,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
371,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
372,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
373,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
374,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
375,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
376,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
377,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
378,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
379,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
380,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
381,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
383,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
387,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
389,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
391,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
392,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
393,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
394,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
395,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
396,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
397,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
398,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
399,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
400,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
401,Bareland,Water,Water,Water,Water,NULL,NULL,Water
402,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
403,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
404,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
407,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
408,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
409,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
410,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
411,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
412,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
413,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
414,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
415,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
416,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
417,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
418,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
419,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
420,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
424,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
427,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
428,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
429,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
430,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
431,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
432,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
433,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
434,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
435,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
436,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
437,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
438,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
439,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
440,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
441,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
442,Water,NULL,Water,Water,Water,NULL,NULL,Water
443,Water,NULL,Water,Water,Water,NULL,NULL,Forest
444,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
446,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
447,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
449,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
450,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
451,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
452,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
453,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
454,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
455,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
456,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
457,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
458,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
459,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
460,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
461,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
462,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
463,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
464,Water,Wetland,Water,Water,Water,NULL,NULL,Water
465,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
466,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
467,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
468,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
469,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
470,Water,Bareland,Water,Water,Water,NULL,NULL,Water
471,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
473,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
474,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
475,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
476,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
477,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
478,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
479,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
480,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
481,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
483,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
484,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
485,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
486,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
488,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
489,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
490,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
491,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
493,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
494,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
496,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
497,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
498,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
499,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
500,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
501,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
502,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
503,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
504,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
505,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
506,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
507,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
508,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
509,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
510,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
511,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
512,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
513,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
514,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
515,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
516,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
517,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
518,Water,Water,Water,NULL,Water,NULL,NULL,Water
519,Water,Water,Water,NULL,Water,NULL,NULL,Forest
520,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
521,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
522,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
523,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
524,Water,Water,Water,Water,Water,NULL,NULL,Grassland
525,Water,Water,Water,Water,Water,NULL,NULL,Wetland
526,Water,Water,Water,Water,Water,NULL,NULL,Bareland
527,Water,Water,Water,Water,Water,NULL,NULL,Water
528,Water,Water,Water,Water,Water,NULL,NULL,Forest
529,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
530,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
531,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
532,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
533,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
536,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
538,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
539,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
540,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
541,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
542,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
544,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
545,Water,Forest,Water,NULL,Water,NULL,NULL,Water
546,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
547,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
548,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
551,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
552,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
555,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
556,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
557,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
558,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
559,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
560,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
561,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
563,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
564,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
565,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
566,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
570,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
571,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
572,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
573,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
574,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
575,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
577,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
578,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
579,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
581,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
582,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
583,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
584,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
585,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
586,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
590,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
591,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Grassland
594,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
596,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
597,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
598,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
599,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
600,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
601,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
602,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
603,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
604,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
605,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
606,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
607,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
608,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
609,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
610,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
611,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
612,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
613,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
615,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
616,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
617,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
619,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
620,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
625,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
626,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
627,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
630,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
631,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
632,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
634,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
635,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
636,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
637,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
638,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
640,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
641,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
642,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
643,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
644,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
645,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
646,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
647,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
648,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
649,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
650,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
651,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
652,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
654,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
655,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
656,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
657,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
658,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
659,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
660,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
661,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
662,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
663,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
664,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
665,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
666,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
667,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
668,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
669,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
670,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
671,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
672,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
673,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
675,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
677,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
678,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
679,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
681,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
682,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
684,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
685,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
686,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
688,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
689,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
691,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
692,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
693,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
694,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
695,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
696,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
697,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
698,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
699,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
700,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
