Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCM_M_R
698,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Water
699,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
700,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
701,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
702,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
703,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
704,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
705,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Bareland
706,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
707,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Grassland
708,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Water
709,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
710,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
711,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
712,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Water
713,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
714,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Bareland
715,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Built-up
716,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Water
717,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
718,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
719,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
720,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
721,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
722,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
723,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
724,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
725,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
726,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
727,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
728,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
729,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
730,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
731,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
732,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
733,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
734,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
735,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
736,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
737,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
738,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
739,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
740,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
741,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
742,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
743,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
744,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
745,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
746,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
747,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
748,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
749,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
750,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
751,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
752,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
753,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
754,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
755,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
756,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
757,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
758,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
759,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
760,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
761,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
762,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
763,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
764,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
765,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
766,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
767,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Bareland
768,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
769,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Built-up,Water
770,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
771,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
772,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Grassland
773,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up,Built-up,Bareland
774,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
775,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
776,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
777,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
778,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
779,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
780,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
781,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
782,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
783,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
784,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
785,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
786,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Forest
787,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
788,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
789,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
790,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
791,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
792,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
793,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
794,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
795,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
796,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
797,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
798,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
799,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
800,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
801,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
802,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
803,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
804,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
805,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
806,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
807,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
808,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
809,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
810,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
811,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
812,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
813,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
814,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
815,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
816,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
817,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
818,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
819,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
820,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
821,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
822,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
823,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
824,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
825,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
826,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
827,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
828,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
829,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
830,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
831,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
832,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
833,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
834,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
835,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
836,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
837,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
838,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
839,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
840,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
841,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
842,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
843,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
844,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
845,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
846,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
847,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
848,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
849,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
850,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
851,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
852,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
853,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
854,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
855,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
856,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
857,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
858,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
859,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
860,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
861,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
862,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
863,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
864,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
865,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
866,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
867,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
868,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
869,NULL,Built-up,Water,NULL,Water,Grassland,Water,Water
870,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
871,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
872,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
873,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
874,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
875,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
876,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
877,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
878,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
879,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
880,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
881,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
882,NULL,Built-up,Water,NULL,Water,Water,Grassland,Grassland
883,NULL,Built-up,Water,NULL,Water,Water,Bareland,Forest
884,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Built-up
885,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Bareland
886,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
887,NULL,Built-up,Water,Non_Water,Water,Water,Water,Forest
888,NULL,Built-up,Water,Water,Water,Grassland,Bareland,Forest
889,NULL,Built-up,Water,Water,Water,Grassland,Water,Water
890,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
891,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
892,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Water
893,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
894,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
895,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
896,NULL,Built-up,Water,Water,Water,Built-up,Water,Bareland
897,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
898,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
899,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
900,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
901,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
902,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
903,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
904,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
905,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
906,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
907,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
908,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
909,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
910,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
911,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
912,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
913,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
914,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
915,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
916,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
917,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
918,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
919,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
920,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
921,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
922,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
923,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
924,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
925,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
926,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
927,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
928,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
929,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
930,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
931,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
932,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
933,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
934,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
935,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
936,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
937,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
938,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
939,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
940,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
941,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
942,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
943,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
944,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
945,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Water
946,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
947,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
948,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
949,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
950,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
951,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
952,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
953,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
954,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
955,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
956,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
957,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
958,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
959,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
960,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
961,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
962,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
963,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
964,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Water
965,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
966,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
967,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
968,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
969,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
970,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
971,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
972,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Grassland
973,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
974,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
975,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Built-up,Forest
976,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
977,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
978,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Water
979,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
980,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Water
981,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
982,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
983,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
984,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
985,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
986,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
987,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
988,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
989,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
990,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
991,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
992,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
993,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
994,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
995,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
996,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
997,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
998,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
999,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1000,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1001,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1002,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1003,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1004,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1005,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1006,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1007,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1008,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1009,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1010,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1011,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1012,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1013,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1014,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1015,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1016,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1017,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1018,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1019,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1020,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1021,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1022,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1023,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1024,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1025,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1026,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
1027,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1028,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1029,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1030,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1031,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
