Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQJ_M_R
3280,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3281,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3282,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3283,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3284,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3285,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3286,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3287,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3288,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3289,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3290,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3291,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3292,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3293,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3294,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3295,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3296,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3297,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3298,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3299,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3300,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3301,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3302,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3303,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3304,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
3305,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3306,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3307,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3308,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3309,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
3310,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3311,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3312,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3313,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3314,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3315,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3316,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3317,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3318,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3319,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3320,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
3321,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3322,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3323,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
3324,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3325,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3326,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3327,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
3328,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3329,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3330,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3331,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3332,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
3333,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3334,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3335,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3336,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3337,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
3338,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3339,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3340,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3341,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3342,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3343,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3344,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3345,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3346,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3347,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3348,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3349,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3350,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3351,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3352,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3353,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3354,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3355,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3356,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3357,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3358,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3359,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3360,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3361,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3362,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3363,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3364,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3365,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3366,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3367,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3368,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
3369,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3370,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3371,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3372,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3373,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3374,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3375,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3376,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3377,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3378,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3379,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3380,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3381,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3382,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3383,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3384,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3385,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3386,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3387,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3388,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3389,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3390,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3391,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3392,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3393,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3394,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3395,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3396,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3397,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3398,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3399,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3400,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3401,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3402,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3403,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3404,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3405,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3406,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3407,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3408,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3409,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
3410,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
3411,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3412,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3413,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
3414,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3415,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3416,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3417,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3418,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3419,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3420,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3421,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3422,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3423,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Bareland
3424,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3425,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3426,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3427,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3428,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3429,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3430,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3431,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3432,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3433,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3434,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3435,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
3436,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3437,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3438,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3439,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3440,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
3441,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3442,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3443,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3444,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3445,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3446,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3447,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3448,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3449,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3450,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3451,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3452,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3453,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3454,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3455,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
3456,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
3457,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3458,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3459,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3460,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
3461,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3462,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3463,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3464,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3465,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3466,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3467,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3468,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3469,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3470,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3471,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3472,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
3473,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3474,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3475,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3476,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3477,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3478,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3479,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3480,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3481,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3482,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
3483,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3484,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3485,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3486,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3487,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3488,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3489,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3490,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3491,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3492,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3493,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3494,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3495,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3496,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3497,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3498,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3499,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3500,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3501,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
3502,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3503,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3504,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3505,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3506,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3507,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3508,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3509,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3510,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3511,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3512,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3513,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
3514,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
3515,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3516,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3517,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3518,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3519,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3520,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3521,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3522,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3523,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3524,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3525,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3526,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3527,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3528,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
3529,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
3530,Water,NULL,Water,NULL,Water,NULL,NULL,Water
3531,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
3532,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3533,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3534,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
3535,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
3536,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3537,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
3538,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
3539,Water,NULL,Water,NULL,Water,Water,Grassland,Water
3540,Water,NULL,Water,NULL,Water,Water,Water,Wetland
3541,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
3542,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3543,Water,NULL,Water,Water,Water,NULL,NULL,Water
3544,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3545,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
3546,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
3547,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3548,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3549,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
3550,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3551,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3552,Water,NULL,Water,Water,Water,Water,Wetland,Water
3553,Water,NULL,Water,Water,Water,Water,Water,Water
3554,Water,NULL,Water,Water,Water,Water,Water,Forest
3555,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3556,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3557,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3558,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3559,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3560,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3561,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3562,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3563,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3564,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3565,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3566,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3567,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
3568,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3569,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3570,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3571,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3572,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
3573,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3574,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3575,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3576,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3577,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3578,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3579,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3580,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3581,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3582,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3583,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3584,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3585,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3586,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3587,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3588,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3589,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3590,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3591,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3592,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3593,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3594,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3595,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3596,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3597,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3598,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3599,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3600,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3601,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3602,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3603,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3604,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3605,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3606,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3607,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3608,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3609,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3610,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3611,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3612,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3613,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3614,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3615,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3616,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3617,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3618,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3619,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3620,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3621,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
