Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUU_M_R
713,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
714,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
715,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
716,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
717,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
718,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
719,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
720,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
721,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
722,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
723,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
724,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
725,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
726,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
727,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
728,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
729,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
730,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
731,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
732,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
733,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
734,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
735,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
736,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
737,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
738,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
739,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
740,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
741,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
742,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
743,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
744,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
745,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
746,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
747,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
748,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
749,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
750,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
751,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
752,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
753,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
754,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
755,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
756,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
757,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
758,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
759,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
760,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
761,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
762,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
763,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
764,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
765,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
766,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
767,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
768,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
769,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
770,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
771,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
772,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
773,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
774,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
775,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
776,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
777,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
778,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
779,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
780,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
781,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
782,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
783,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
784,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
785,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
786,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
787,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
788,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
789,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
790,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
791,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
792,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
793,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
794,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
795,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
796,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
797,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
798,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
799,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
800,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
801,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
802,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
803,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
804,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
805,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
806,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
807,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
808,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
809,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
810,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
811,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
812,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
813,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
814,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
815,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
816,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
817,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
818,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
819,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
820,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
821,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
822,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
823,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
824,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
825,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
826,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
827,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
828,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
829,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
830,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
831,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
832,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
833,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
834,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
835,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
836,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
837,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
838,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
839,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
840,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
841,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
842,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
843,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
844,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
845,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
846,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
847,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
848,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
849,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
850,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
851,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
852,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
853,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
854,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
855,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
856,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
857,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
858,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
859,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
860,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
861,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
862,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
863,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
864,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
865,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
866,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
867,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
868,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
869,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
870,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
871,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
872,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
873,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
874,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
875,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
876,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
877,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
878,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
879,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
880,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
881,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
882,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
883,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
884,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
885,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
886,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
887,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
888,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
889,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
890,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
891,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
892,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
893,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
894,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
895,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
896,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
897,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
898,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
899,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
900,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
901,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
902,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
903,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
904,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
905,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
906,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
907,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
908,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
909,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
910,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
911,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
912,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
913,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
914,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
915,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
916,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
917,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
918,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
919,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
920,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
921,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
922,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
923,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
924,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
925,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
926,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
927,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
928,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
929,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
930,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
931,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
932,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
933,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
934,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
935,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
936,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
937,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
938,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
939,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
940,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
941,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
942,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
943,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
944,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
945,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
946,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
947,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
948,Water,Water,Wetland,Water,Wetland,Water,Water,Water
949,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
950,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
951,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
952,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
953,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
954,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
955,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
956,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
957,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
958,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
959,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
960,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
961,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
962,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
963,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
964,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
965,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
966,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
967,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
968,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
969,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
970,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
971,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
972,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
973,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
974,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
975,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
976,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
977,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
978,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
979,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
980,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
981,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
982,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
983,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
984,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
985,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
986,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
987,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
988,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
989,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
990,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
991,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
992,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
993,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
994,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
995,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
996,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
997,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
998,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
999,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1000,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1001,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1002,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1003,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1004,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1005,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1006,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1007,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1008,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1009,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1010,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1011,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1012,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1013,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1014,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1015,Water,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Water
1016,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1017,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1018,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1019,Water,Water,Water,NULL,Water,NULL,Water,Water
1020,Water,Water,Water,NULL,Water,NULL,Water,Forest
1021,Water,Water,Water,NULL,Water,Grassland,Water,Water
1022,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1023,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1024,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1025,Water,Water,Water,NULL,Water,Wetland,Bareland,Bareland
1026,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
1027,Water,Water,Water,NULL,Water,Wetland,Bareland,Forest
1028,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1029,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1030,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
1031,Water,Water,Water,NULL,Water,Wetland,Water,Water
1032,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1033,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
1034,Water,Water,Water,NULL,Water,Bareland,Water,Water
1035,Water,Water,Water,NULL,Water,Water,NULL,Forest
1036,Water,Water,Water,NULL,Water,Water,Grassland,Water
1037,Water,Water,Water,NULL,Water,Water,Wetland,Water
1038,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1039,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
1040,Water,Water,Water,NULL,Water,Water,Bareland,Water
1041,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1042,Water,Water,Water,NULL,Water,Water,Water,Grassland
1043,Water,Water,Water,NULL,Water,Water,Water,Wetland
1044,Water,Water,Water,NULL,Water,Water,Water,Bareland
1045,Water,Water,Water,NULL,Water,Water,Water,Water
1046,Water,Water,Water,NULL,Water,Water,Water,Forest
1047,Water,Water,Water,NULL,Water,Water,Forest,Water
1048,Water,Water,Water,NULL,Water,Water,Forest,Forest
1049,Water,Water,Water,NULL,Water,Forest,Water,Water
1050,Water,Water,Water,NULL,Water,Forest,Water,Forest
1051,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1052,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1053,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1054,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1055,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1056,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1057,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1058,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1059,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
1060,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1061,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1062,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1063,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1064,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1065,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1066,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1067,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1068,Water,Water,Water,Non_Water,Water,Water,Water,Water
1069,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1070,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1071,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1072,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1073,Water,Water,Water,Water,Water,NULL,Wetland,Water
1074,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1075,Water,Water,Water,Water,Water,NULL,Water,Water
1076,Water,Water,Water,Water,Water,NULL,Water,Forest
1077,Water,Water,Water,Water,Water,Grassland,Bareland,Grassland
1078,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
1079,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1080,Water,Water,Water,Water,Water,Grassland,Water,Water
1081,Water,Water,Water,Water,Water,Grassland,Water,Forest
1082,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1083,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1084,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1085,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1086,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
1087,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
1088,Water,Water,Water,Water,Water,Wetland,Water,NULL
1089,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1090,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1091,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1092,Water,Water,Water,Water,Water,Wetland,Water,Water
1093,Water,Water,Water,Water,Water,Wetland,Water,Forest
1094,Water,Water,Water,Water,Water,Wetland,Forest,Water
1095,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1096,Water,Water,Water,Water,Water,Bareland,Wetland,Wetland
1097,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1098,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
1099,Water,Water,Water,Water,Water,Bareland,Bareland,Water
1100,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
