Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R
783,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
789,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
790,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
791,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
792,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
793,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
794,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
795,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
797,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
798,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
799,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
801,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
802,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
805,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
808,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
809,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
810,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
812,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
814,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
815,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
816,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
817,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
820,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
821,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
823,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
824,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
825,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
826,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
831,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
833,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
840,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
841,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
842,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
843,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
844,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
845,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
846,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
847,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
848,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
849,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
850,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
851,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
852,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
853,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
854,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
855,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
856,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
857,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
858,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
859,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
860,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
861,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
862,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
863,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
864,Cropland,Wetland,Water,Water,Water,NULL,NULL,Bareland
865,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
866,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
867,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
869,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
870,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
871,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
872,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
875,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
877,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
878,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
879,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
880,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
883,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
885,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
886,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
887,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
888,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
889,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
890,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
891,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
892,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
893,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
894,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
895,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
898,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
901,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
903,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
904,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
910,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
911,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
912,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
913,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
914,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
915,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
916,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
917,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
918,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
919,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
920,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
921,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
923,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
925,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
926,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
927,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
928,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
930,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
931,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
932,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
934,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
935,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
938,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
939,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
940,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
941,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
942,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
944,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
945,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
946,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
949,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
950,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
952,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
954,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
955,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
956,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
957,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
959,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
960,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
961,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
962,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
963,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
964,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
965,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
966,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
967,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
968,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
969,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
970,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
971,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
972,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
973,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
974,Cropland,Water,Water,Water,Water,NULL,NULL,Water
975,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
976,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
978,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
979,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
980,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
981,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
985,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
986,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
987,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
988,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
989,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
991,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
992,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
993,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
994,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
995,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
997,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
999,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1003,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1004,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1005,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1006,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1007,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1009,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1010,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1011,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1012,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1015,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1018,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1019,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1021,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1023,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1024,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1025,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1027,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1028,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1029,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1030,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1033,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1035,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1036,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1037,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1038,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1039,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1040,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1041,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1042,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1049,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1050,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1051,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1054,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1057,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1059,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1060,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1061,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1062,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1063,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1064,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1065,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1066,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1067,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1068,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1069,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1070,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1071,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1072,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1073,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1074,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1075,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1077,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1078,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1079,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1080,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1081,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1082,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1083,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1084,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1085,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1086,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1087,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1088,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1089,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1090,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1091,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1092,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1095,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1096,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1098,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1099,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1100,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1101,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1102,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1103,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1104,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1107,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1108,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1109,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1110,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1113,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1114,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1118,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1119,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1120,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1122,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1124,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1125,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
