Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKE_M_R
670,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
673,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
674,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
676,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
679,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
680,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
681,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
682,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
686,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
687,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
689,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
690,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
691,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
692,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
693,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
694,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
695,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
696,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
697,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
698,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
699,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
700,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
702,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
703,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
704,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
705,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
706,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
707,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
708,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
709,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
710,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
711,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
712,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
714,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
715,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
716,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
718,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
719,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
720,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
722,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
723,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
725,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
726,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
727,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
728,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
729,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
730,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
731,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
732,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
733,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
734,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
735,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
736,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
737,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
739,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
740,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
741,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
742,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
743,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
744,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
745,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
746,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
748,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
750,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
751,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
752,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
754,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
756,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
757,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
760,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
761,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
762,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
763,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
764,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
766,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
767,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
768,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
769,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
770,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
771,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
772,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
773,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
774,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
775,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
776,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
777,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
778,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
779,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
780,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
781,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
782,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
783,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
785,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
787,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
788,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
789,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
792,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
794,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
796,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
798,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
799,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
800,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
801,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
803,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
805,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
807,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
808,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
809,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
810,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
811,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
812,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
813,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
815,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
817,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
818,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
819,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
820,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
822,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
823,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
824,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
826,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
828,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
830,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
831,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
832,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
834,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
835,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
836,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
837,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
838,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
839,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
840,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
842,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
843,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
844,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
845,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
846,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
847,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
848,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
849,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
850,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
851,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
852,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
853,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
854,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
856,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
857,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
858,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
859,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
860,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
861,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
862,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
863,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
864,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
865,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
866,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
867,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
868,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
870,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
871,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
872,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
873,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
874,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
875,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
877,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
878,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
879,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
881,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
882,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
883,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
885,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
886,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
887,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
888,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
889,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
890,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
891,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
892,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
893,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
894,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
896,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
897,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
899,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
900,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
901,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
902,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
903,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
904,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
905,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
906,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
907,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
908,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
909,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
910,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
912,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
913,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
914,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
915,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
916,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
919,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
920,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
921,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
922,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
923,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
925,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
926,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
928,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
929,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
930,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
932,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
934,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
935,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
936,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
937,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
939,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
943,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
945,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
946,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
947,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
948,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
949,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
950,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
952,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
953,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
954,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
955,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
956,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
958,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
960,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
961,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
962,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
963,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
964,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
965,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
967,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
968,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
969,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
970,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
971,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
973,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
975,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
977,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
978,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
979,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
980,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
982,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
984,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
986,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
988,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
989,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
991,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
993,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
994,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
995,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
996,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
997,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
998,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
999,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1000,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1001,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1002,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1003,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
