Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
979,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
980,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
981,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
982,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
983,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
984,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
985,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
986,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
987,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
988,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
989,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
990,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
991,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
992,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
993,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
994,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
995,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
996,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
997,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
998,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
999,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
1000,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1001,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1002,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1003,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
1004,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1005,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1006,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1007,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1008,Grassland,NULL,Water,Non_Water,Water,Wetland,Bareland,Grassland
1009,Grassland,NULL,Water,Non_Water,Water,Wetland,Bareland,Bareland
1010,Grassland,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
1011,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1012,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1013,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1014,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1015,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
1016,Grassland,NULL,Water,Non_Water,Water,Water,Bareland,Forest
1017,Grassland,NULL,Water,Water,Water,Grassland,Bareland,Water
1018,Grassland,NULL,Water,Water,Water,Wetland,Bareland,Wetland
1019,Grassland,NULL,Water,Water,Water,Wetland,Bareland,Bareland
1020,Grassland,NULL,Water,Water,Water,Wetland,Bareland,Water
1021,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Bareland
1022,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1023,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Water
1024,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1025,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1026,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1027,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1028,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1029,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1030,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1031,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1032,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1033,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1034,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1035,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1036,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1037,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1038,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1039,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1040,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1041,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1042,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1043,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1044,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1045,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1046,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1047,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1048,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1049,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1050,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1051,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1052,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1053,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1054,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1055,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1056,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1057,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1058,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1059,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1060,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1061,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1062,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1063,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1064,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1065,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1066,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1067,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1068,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1069,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1070,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1071,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1072,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1073,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1074,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1075,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1076,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1077,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1078,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1079,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1080,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Water
1081,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1082,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
1083,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1084,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1085,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1086,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1087,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1088,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1089,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1090,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1091,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1092,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1093,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1094,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1095,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1096,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1097,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1098,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1099,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1100,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1101,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1102,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1104,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1106,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1107,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1108,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1109,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1110,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1111,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1112,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1113,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1114,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1115,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1116,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1117,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1118,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1119,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1120,Grassland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1121,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1122,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1123,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1124,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1125,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1126,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1127,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1128,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
1129,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1130,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1131,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1132,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1133,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1134,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1135,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1136,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1137,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1138,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1139,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1140,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1141,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1142,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1143,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1144,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1145,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1146,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1147,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1148,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1149,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1150,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1151,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1152,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1153,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1154,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1155,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1156,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1157,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1158,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1159,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1160,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1161,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1162,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1163,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1164,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1165,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1166,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1167,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1168,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1169,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1170,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1171,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1172,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1173,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1174,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1175,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1176,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1177,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1178,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1179,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1180,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1181,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1182,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1183,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1184,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1185,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1186,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1187,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1188,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1189,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1190,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1191,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1192,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1193,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1194,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1201,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1202,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1203,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
1210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1217,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1218,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1219,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1225,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1226,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1227,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1228,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1229,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1230,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1231,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1232,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1233,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1234,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1235,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1236,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1237,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1238,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1239,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1242,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1243,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1244,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1245,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1246,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1247,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1248,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1249,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1250,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1251,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1252,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1253,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1254,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1255,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1256,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1257,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1258,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1259,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1260,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1261,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1262,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1263,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1264,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1265,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1266,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1267,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1268,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1269,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1271,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1272,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1273,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1274,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1275,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1276,Cropland,Bareland,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1277,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1278,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1279,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1280,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1281,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1282,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1283,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1284,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1285,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1286,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1287,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1289,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1290,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1291,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1292,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1293,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1294,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1295,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1296,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1297,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1298,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1299,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1300,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
