Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R
6694,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6695,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6696,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6697,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
6698,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6699,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6700,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6703,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6704,Cropland,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
6705,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6706,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6707,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6708,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6709,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6710,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6711,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6712,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6713,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6714,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6715,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6716,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6717,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6718,Cropland,Water,Water,NULL,Water,Wetland,Grassland,Bareland
6719,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6720,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6721,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6722,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6723,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6724,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6725,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6726,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6727,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6728,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6729,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6730,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6731,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6732,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6733,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6734,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6735,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6736,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
6737,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6738,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6739,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6740,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6741,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6742,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6743,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6744,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6745,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6746,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6747,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6748,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6749,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6750,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6751,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6752,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6753,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6754,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6755,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6756,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6757,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6758,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6759,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6760,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6761,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6762,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6763,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6764,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6765,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6766,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6767,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6768,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6769,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6770,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6771,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6772,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6773,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6774,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6775,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6776,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6777,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6778,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6779,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
6780,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6781,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6782,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6783,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6784,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6785,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6786,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6787,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6788,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6789,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6790,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6791,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6792,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6793,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6794,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6795,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6796,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6797,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6798,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6799,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6800,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6801,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6802,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6803,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6804,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6805,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6806,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6807,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6808,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6809,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6810,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6811,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6812,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6813,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6814,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6815,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6816,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6817,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6818,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6819,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6820,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6821,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6822,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6823,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6824,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6825,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6826,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6827,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6828,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6829,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6830,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6831,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6832,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6833,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6834,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6835,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6836,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6837,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6838,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6839,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6840,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6841,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6842,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6843,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6844,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6845,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6846,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6847,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6848,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
6849,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6850,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6851,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6852,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6853,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6854,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6855,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6856,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6857,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6858,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6859,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6860,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6861,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6862,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6863,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6864,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6865,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6866,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6867,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6868,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6869,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6870,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6871,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6872,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6873,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6874,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6875,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6876,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6877,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6878,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6879,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6880,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6881,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6882,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6883,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6884,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6885,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6886,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6887,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
6888,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6889,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6890,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6891,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6892,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6893,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6894,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6895,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6896,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6897,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6898,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6899,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6900,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6901,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6902,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6903,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6904,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6905,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6906,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6907,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6908,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6909,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6910,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6911,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6912,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6913,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6914,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6915,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6916,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6917,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6918,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6919,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6920,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
6921,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6922,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6923,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6924,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6925,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
6926,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6927,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6928,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6929,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6930,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6931,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6932,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6933,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6934,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6935,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6936,Wetland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
6937,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6938,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6939,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6940,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6941,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6942,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6943,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6944,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6945,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6946,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6947,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6948,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6949,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6950,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6951,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6952,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6953,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6954,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6955,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6956,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6957,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6958,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6959,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6960,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6961,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6962,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6963,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6964,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6965,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6966,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6967,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6968,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6969,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6970,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6971,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6972,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6973,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6974,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6975,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6976,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6977,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6978,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6979,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6980,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6981,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6982,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6983,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6984,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6985,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6986,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
6987,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6988,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6989,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6990,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6991,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6992,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6993,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6994,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
6995,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6996,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6997,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6998,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6999,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7000,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
7001,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
7002,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7003,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
7004,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7005,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7006,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7007,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
7008,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
