Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLF_M_R
346,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
347,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
348,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
349,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
350,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
351,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
352,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
353,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
354,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
355,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
356,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
357,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
358,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
359,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
360,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
361,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
362,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
363,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
364,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
365,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
366,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
367,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
368,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
369,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
370,Grassland,NULL,Water,Water,Water,Water,Water,Water
371,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
372,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
373,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
374,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
375,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
376,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
377,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
378,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
379,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
380,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
381,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
382,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
387,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
388,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
389,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
390,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
392,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
394,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
395,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
396,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
397,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
398,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
400,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
401,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
402,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
403,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
404,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
405,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
407,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
408,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
409,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
410,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
411,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
412,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
413,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
414,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
415,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
416,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
417,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
418,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
419,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
420,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
421,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
422,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
423,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
424,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
425,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
426,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
427,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
428,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
429,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
430,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
431,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
432,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
433,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
434,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
435,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
436,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
437,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
438,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
439,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
440,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
441,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
442,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
443,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
444,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
445,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
446,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
447,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
448,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
449,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
450,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
451,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
452,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
453,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
454,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
455,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
456,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
457,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
458,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
459,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
460,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
461,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
462,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
463,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
464,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
465,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
466,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
467,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
468,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
469,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
470,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
471,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
472,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
473,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
474,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
475,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
476,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
477,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
478,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
479,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
480,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
481,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
482,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
483,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
484,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
485,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
486,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
487,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
488,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
489,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
490,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
491,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
492,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
493,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
494,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
495,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
496,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
497,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
498,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
499,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
500,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
501,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
502,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
503,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
504,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
505,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
506,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
507,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
508,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
509,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
510,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
511,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
512,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
513,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
514,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
515,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
516,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
517,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
518,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
519,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
520,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
521,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
522,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
523,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
524,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
525,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
526,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
527,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
528,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
529,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
530,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
531,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
532,Wetland,Wetland,Water,Water,Water,Water,Water,Water
533,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
534,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
535,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
536,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
537,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
538,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
539,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
540,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
541,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
542,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
543,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
544,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
545,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
546,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
547,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
548,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
549,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
550,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
551,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
552,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
553,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
554,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
555,Wetland,Water,Water,Water,Water,Wetland,Water,Water
556,Wetland,Water,Water,Water,Water,Water,Water,Grassland
557,Wetland,Water,Water,Water,Water,Water,Water,Water
558,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
559,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
560,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
561,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
562,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
563,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
564,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
565,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
566,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
567,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
568,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
569,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
570,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
571,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
572,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
573,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
574,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
575,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
576,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
577,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
578,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
579,Bareland,Bareland,Water,Water,Water,Water,Water,Water
580,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
581,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
582,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
583,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
584,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
585,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
586,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
587,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
588,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
589,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
590,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
591,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
592,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
593,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
594,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
595,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
596,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
597,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
598,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
599,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
600,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
601,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
602,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
603,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
604,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
605,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
606,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
607,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Forest
608,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
609,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
610,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
611,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
612,Bareland,Water,Water,Water,Water,Wetland,Water,Wetland
613,Bareland,Water,Water,Water,Water,Wetland,Water,Water
614,Bareland,Water,Water,Water,Water,Water,Wetland,Water
615,Bareland,Water,Water,Water,Water,Water,Water,Grassland
616,Bareland,Water,Water,Water,Water,Water,Water,Water
617,Bareland,Water,Water,Water,Water,Water,Water,Forest
618,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
619,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
620,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
621,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
622,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
623,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
624,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
625,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
626,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
627,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
628,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
629,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
630,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
631,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
632,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
633,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
634,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
635,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
636,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
637,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
638,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
639,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
640,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
641,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
642,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
643,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
644,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
645,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
646,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
647,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
648,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
649,Water,NULL,Water,NULL,Water,Water,Water,Water
650,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
651,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
652,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
653,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
654,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
655,Water,NULL,Water,Water,Water,Water,Wetland,Water
656,Water,NULL,Water,Water,Water,Water,Water,Grassland
657,Water,NULL,Water,Water,Water,Water,Water,Wetland
658,Water,NULL,Water,Water,Water,Water,Water,Water
659,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
660,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
661,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
662,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
663,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
664,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
665,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
666,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
667,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
668,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
669,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
670,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
671,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
672,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
673,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
674,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
675,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
676,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
677,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
678,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
679,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
680,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
681,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
682,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
683,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
684,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
685,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
686,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
687,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
688,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
689,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
690,Water,Wetland,Water,NULL,Water,Water,Water,Water
691,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
692,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
693,Water,Wetland,Water,Water,Water,Wetland,Water,Water
694,Water,Wetland,Water,Water,Water,Water,Wetland,Water
695,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
696,Water,Wetland,Water,Water,Water,Water,Water,Grassland
697,Water,Wetland,Water,Water,Water,Water,Water,Wetland
698,Water,Wetland,Water,Water,Water,Water,Water,Water
699,Water,Wetland,Water,Water,Water,Water,Water,Forest
700,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
701,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
702,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
703,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
704,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
705,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
706,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
707,Water,Bareland,Water,Water,Water,Wetland,Water,Water
708,Water,Bareland,Water,Water,Water,Water,Water,Water
709,Water,Bareland,Water,Water,Water,Water,Water,Forest
710,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
711,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
712,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
713,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
714,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
715,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
716,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
717,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
718,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
719,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
