Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQA_M_R
4681,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4682,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
4683,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4684,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4685,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4686,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4687,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4688,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4689,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4690,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4691,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4692,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4693,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4694,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4695,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4696,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4697,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4698,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4699,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4700,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4701,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4702,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4703,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4704,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4705,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4706,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4707,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
4708,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
4709,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4710,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4711,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4712,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4713,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4714,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4715,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4716,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4717,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4718,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4719,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4720,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4721,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4722,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4723,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4724,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4725,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4726,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4727,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4728,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4729,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4730,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4731,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4732,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4733,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4734,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
4735,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4736,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4737,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4738,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4739,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4740,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4741,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4742,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
4743,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4744,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
4745,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4746,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4747,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
4748,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4749,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4750,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
4751,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4752,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
4753,Water,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Forest
4754,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4755,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4756,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4757,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4758,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4759,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4760,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4761,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4762,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
4763,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4764,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
4765,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4766,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4767,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
4768,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
4769,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4770,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
4771,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4772,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4773,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
4774,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4775,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4776,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4777,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
4778,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Water
4779,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4780,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
4781,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
4782,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Bareland
4783,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
4784,Water,Wetland,Water,NULL,Water,NULL,Wetland,Water
4785,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
4786,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
4787,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
4788,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
4789,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
4790,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4791,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4792,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4793,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4794,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4795,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4796,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
4797,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
4798,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
4799,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4800,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4801,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
4802,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
4803,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
4804,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
4805,Water,Wetland,Water,NULL,Water,Water,Water,Water
4806,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4807,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
4808,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
4809,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
4810,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
4811,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
4812,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
4813,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4814,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4815,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4816,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4817,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4818,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4819,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4820,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
4821,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4822,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4823,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4824,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4825,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4826,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4827,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4828,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4829,Water,Wetland,Water,Water,Water,NULL,Wetland,Water
4830,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
4831,Water,Wetland,Water,Water,Water,NULL,Water,Water
4832,Water,Wetland,Water,Water,Water,NULL,Water,Forest
4833,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
4834,Water,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
4835,Water,Wetland,Water,Water,Water,Grassland,Wetland,Forest
4836,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
4837,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
4838,Water,Wetland,Water,Water,Water,Wetland,NULL,Grassland
4839,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
4840,Water,Wetland,Water,Water,Water,Wetland,Grassland,Bareland
4841,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4842,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4843,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
4844,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4845,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
4846,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
4847,Water,Wetland,Water,Water,Water,Wetland,Water,Bareland
4848,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4849,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
4850,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
4851,Water,Wetland,Water,Water,Water,Water,NULL,Forest
4852,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
4853,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
4854,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
4855,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4856,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
4857,Water,Wetland,Water,Water,Water,Water,Water,Grassland
4858,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4859,Water,Wetland,Water,Water,Water,Water,Water,Bareland
4860,Water,Wetland,Water,Water,Water,Water,Water,Water
4861,Water,Wetland,Water,Water,Water,Water,Water,Forest
4862,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
4863,Water,Wetland,Water,Water,Water,Forest,Water,Water
4864,Water,Wetland,Water,Water,Water,Forest,Water,Forest
4865,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4866,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4867,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4868,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4869,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4870,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4871,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4872,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4873,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4874,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4875,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4876,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4877,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4878,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4879,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4880,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
4881,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4882,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4883,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4884,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4885,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4886,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4887,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4888,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4889,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4890,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4891,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4892,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4893,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4894,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4895,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4896,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4897,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4898,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4899,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4900,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4901,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4902,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4903,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4904,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4905,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4906,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4907,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4908,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4909,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4910,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4911,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4912,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
4913,Water,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4914,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4915,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4916,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4917,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4918,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4919,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
4920,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4921,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4922,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
4923,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
4924,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4925,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4926,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4927,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4928,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4929,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4930,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
4931,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4932,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4933,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4934,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4935,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
4936,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4937,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4938,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4939,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
4940,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4941,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
4942,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
4943,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
4944,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4945,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
4946,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4947,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4948,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
4949,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4950,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4951,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Water
4952,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4953,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4954,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
4955,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
4956,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4957,Water,Bareland,Water,NULL,Water,Bareland,Water,Bareland
4958,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
4959,Water,Bareland,Water,NULL,Water,Water,Water,Wetland
4960,Water,Bareland,Water,NULL,Water,Water,Water,Water
4961,Water,Bareland,Water,NULL,Water,Water,Water,Forest
4962,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
4963,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
4964,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
4965,Water,Bareland,Water,Water,Water,Wetland,Water,Bareland
4966,Water,Bareland,Water,Water,Water,Wetland,Water,Water
4967,Water,Bareland,Water,Water,Water,Wetland,Water,Forest
4968,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
4969,Water,Bareland,Water,Water,Water,Bareland,Water,Bareland
4970,Water,Bareland,Water,Water,Water,Bareland,Water,Water
4971,Water,Bareland,Water,Water,Water,Water,Water,Grassland
4972,Water,Bareland,Water,Water,Water,Water,Water,Wetland
4973,Water,Bareland,Water,Water,Water,Water,Water,Bareland
4974,Water,Bareland,Water,Water,Water,Water,Water,Water
4975,Water,Bareland,Water,Water,Water,Water,Water,Forest
4976,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4977,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
4978,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4979,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4980,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4981,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4982,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
4983,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4984,Water,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Forest
4985,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4986,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4987,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4988,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4989,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4990,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4991,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4992,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4993,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4994,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4995,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4996,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4997,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4998,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4999,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5000,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5001,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5002,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5003,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5004,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5005,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5006,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
5007,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
5008,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
5009,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5010,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5011,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5012,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5013,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5014,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5015,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
5016,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Water
5017,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5018,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5019,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
5020,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
5021,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5022,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
5023,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
5024,Water,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5025,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
5026,Water,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Grassland
5027,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Wetland
5028,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
5029,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
5030,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5031,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
5032,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5033,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5034,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5035,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5036,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Water
5037,Water,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
