Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRF_M_R
704,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
705,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
706,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
707,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
708,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
709,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
710,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
711,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
712,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
713,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
714,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
715,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
716,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
717,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
718,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
719,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
720,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
721,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
722,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
723,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
724,Grassland,NULL,Water,Water,Water,Water,Water,Water
725,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
726,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
727,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
728,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
729,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
730,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
731,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
732,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
733,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
734,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
735,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
736,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
737,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
738,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
742,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
745,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
746,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
747,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
748,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
749,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
750,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
751,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
752,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
753,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
754,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
755,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
756,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
757,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
758,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
759,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
764,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
765,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
766,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
767,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
768,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
769,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
770,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
771,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
772,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
773,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
774,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
775,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
776,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
777,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
778,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
779,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
780,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
781,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
782,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
783,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
784,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
785,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
786,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
787,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
788,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
789,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
790,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
791,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
792,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
793,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
794,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
795,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
796,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
797,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
798,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
799,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
800,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
801,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
802,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
803,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
804,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
805,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
806,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
807,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
808,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
809,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
810,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
811,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
812,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
813,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
814,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
815,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
816,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
817,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
818,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Water
819,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
820,Grassland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
821,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
822,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
823,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
824,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
825,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
826,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
827,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
828,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
829,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
830,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
831,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
832,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
833,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
834,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
835,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
836,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
837,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
838,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
839,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
840,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
841,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
842,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
851,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
852,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
853,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
854,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
855,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
856,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
857,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
858,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
859,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
860,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
861,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
862,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
863,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
864,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
865,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
866,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
867,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
868,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
869,Grassland,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
870,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
871,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
872,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
873,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
874,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
875,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
876,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
877,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
878,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
879,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
880,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Water
881,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
882,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
883,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
884,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
885,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
886,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
887,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
888,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
889,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
890,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
891,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
892,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
893,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
894,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
895,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
896,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
897,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
898,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
899,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
900,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
901,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
902,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
903,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
904,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
905,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
906,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
907,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
908,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
909,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
910,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
911,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
912,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
913,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
914,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
915,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
916,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
917,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
918,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
919,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
920,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
921,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
922,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
923,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
924,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
925,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
926,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
927,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
928,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
929,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
930,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
931,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
932,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
933,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
934,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
935,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
936,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
937,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
938,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
939,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
940,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
941,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
942,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
943,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
944,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
945,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
946,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
947,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
948,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
949,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
951,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
952,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
953,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
954,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
955,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
956,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
957,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
958,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
959,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
960,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
961,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
962,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
963,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
964,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
965,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
966,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
967,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
968,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
969,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
970,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
971,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
972,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
973,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
974,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
975,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
976,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
977,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
978,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
979,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
980,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
981,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
982,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
983,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
984,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
985,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
986,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
987,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
988,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
989,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
990,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
991,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
992,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
993,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
994,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
995,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
996,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
997,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
998,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
999,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1001,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1002,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1003,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1004,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1005,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1006,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1026,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1027,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1028,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1029,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1030,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1031,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
