Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWU_M_R
8365,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8366,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8367,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8368,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
8369,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
8370,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8371,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
8372,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8373,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8374,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
8375,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
8376,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8377,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
8378,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8379,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8380,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
8381,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
8382,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
8383,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
8384,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
8385,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8386,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
8387,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
8388,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8389,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8390,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8391,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8392,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8393,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8394,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8395,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8396,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8397,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8398,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8399,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8400,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8401,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8402,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8403,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8404,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8405,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8406,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8407,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8408,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8409,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8415,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8417,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8418,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8419,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8420,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8421,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
8422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
8423,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8424,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8425,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8426,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8427,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8428,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8429,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8430,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8431,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8432,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8433,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8434,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8435,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8436,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
8437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
8438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
8444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
8445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8446,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8447,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8448,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8449,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8450,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8451,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8452,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8454,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8455,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8456,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8457,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8458,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8459,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8460,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8461,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8462,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8463,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8464,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8465,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8466,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8467,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8468,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8469,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8470,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8471,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8472,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8473,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8474,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8475,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8476,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8477,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8478,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8479,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8480,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8481,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8482,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8483,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8484,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8485,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8486,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8487,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8497,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8498,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8499,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8500,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8501,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8502,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8503,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8504,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8505,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
8517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8518,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8519,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
8520,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8521,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8522,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
8523,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8524,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
8525,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8526,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8527,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8528,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
8529,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
8530,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8531,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8532,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8533,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
8534,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8535,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8536,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8537,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8538,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8539,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8540,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8541,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8542,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
8543,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8544,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8545,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8546,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8547,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8548,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8549,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8550,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8551,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8552,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
8553,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8554,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8555,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8556,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8557,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8558,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8559,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8560,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8561,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8562,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8563,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8564,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8565,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8566,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8567,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8568,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8569,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8570,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8571,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8572,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8573,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8574,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8575,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8576,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8577,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8578,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8579,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8580,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8581,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8582,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8583,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8584,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8585,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8586,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8587,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8588,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8589,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8590,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8591,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8592,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8593,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8594,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8595,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8596,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8597,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8598,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
8599,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
8600,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8601,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8602,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
8603,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8604,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
8605,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Wetland
8606,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
8607,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8608,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8609,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8610,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8611,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
8612,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8613,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
8614,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8615,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
8616,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8617,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8618,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8619,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8620,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8621,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8622,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8623,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8624,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8625,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8626,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8627,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8628,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8629,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8630,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8631,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8632,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8633,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8634,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8635,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
8636,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8637,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
8638,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8639,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
8640,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8641,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
8642,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
8643,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8644,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8645,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
8646,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8647,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8648,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8649,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8650,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8651,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
8652,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
8653,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
8654,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
8655,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
8656,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8657,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8658,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8659,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8660,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8661,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8662,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8663,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8664,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8665,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8666,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8667,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
8668,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
8669,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8670,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
8671,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
8672,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8673,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8674,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
8675,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8676,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
8677,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
8678,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
8679,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
8680,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
8681,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
8682,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
8683,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8684,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
8685,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
8686,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8687,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8688,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
8689,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8690,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8691,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
