Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWH_M_R
342,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
344,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
346,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
347,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
348,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
349,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
354,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
356,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
357,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
358,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
360,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
362,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
365,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
366,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
367,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
368,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
369,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
370,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
371,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
372,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
373,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
374,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
376,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
377,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
378,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
382,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
387,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
390,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
393,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
394,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
395,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
396,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
397,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
398,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
400,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
401,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
402,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
404,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
410,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
411,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
412,Grassland,Bareland,Water,Water,Water,NULL,NULL,Grassland
413,Grassland,Bareland,Water,Water,Water,NULL,NULL,Forest
414,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
416,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
417,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
419,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
420,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
422,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
426,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
432,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
433,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
436,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
439,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
440,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
441,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
442,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
443,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
444,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
445,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
446,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
447,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
448,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
449,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
450,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
451,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
452,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
455,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
456,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
457,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
458,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
459,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
460,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
461,Grassland,Water,Water,Water,Water,NULL,NULL,Cropland
462,Grassland,Water,Water,Water,Water,NULL,NULL,Bareland
463,Grassland,Water,Water,Water,Water,NULL,NULL,Water
464,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
465,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
467,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
468,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
471,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
472,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
474,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
476,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
479,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
482,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
486,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
493,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
494,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
495,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
496,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
497,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
498,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
499,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
500,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
504,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
505,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
506,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
507,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
508,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
509,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
510,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
511,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
513,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
514,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
517,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
519,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
520,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
523,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
525,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
526,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
527,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
529,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
533,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
534,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
535,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
536,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
537,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
538,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
539,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
540,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
541,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
542,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
543,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
544,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
545,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
546,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
547,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
548,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
549,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
552,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
555,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
559,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
561,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
565,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
566,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
567,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
570,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
571,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
572,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
575,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
576,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
577,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
578,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
579,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
580,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
581,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
582,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
583,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
584,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
588,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
594,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
595,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
596,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
603,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
604,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
605,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
606,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
607,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
608,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
609,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
610,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
612,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
613,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
614,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
615,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
617,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
619,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
620,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
624,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
625,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
626,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
630,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
631,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
632,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
633,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
634,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
635,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
636,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
637,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
638,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
639,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
640,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
641,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
642,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
643,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
644,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
645,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
647,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
648,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
649,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
652,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
653,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
657,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
658,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
659,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
660,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
661,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
662,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
663,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
664,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
665,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
666,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
667,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
668,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
670,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
674,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
675,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
676,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
677,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
682,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
683,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
684,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
685,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
686,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
687,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
688,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
689,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
690,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
