Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R
1406,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1407,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1408,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1409,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
1410,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1411,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1412,Cropland,NULL,Water,NULL,Water,Water,NULL,Water
1413,Cropland,NULL,Water,NULL,Water,Water,Water,Grassland
1414,Cropland,NULL,Water,NULL,Water,Water,Water,Water
1415,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1416,Cropland,NULL,Water,Non_Water,Water,Grassland,Forest,Water
1417,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Forest
1418,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1419,Cropland,NULL,Water,Water,Water,Water,NULL,Water
1420,Cropland,NULL,Water,Water,Water,Water,Grassland,Grassland
1421,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1423,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1424,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1425,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1426,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1427,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1428,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1430,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1431,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1432,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1433,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1434,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1435,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1436,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1437,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1438,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1439,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1440,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1441,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1442,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1443,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1444,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1445,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1446,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1447,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1448,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1449,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1450,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1451,Cropland,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
1452,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1454,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1456,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1457,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1458,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1459,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1460,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1461,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1462,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1463,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1464,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1465,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1466,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1473,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1475,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1476,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1477,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1479,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1480,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1481,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1482,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1483,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1484,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1485,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1486,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1489,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1490,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1491,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1492,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1493,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1494,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1495,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1496,Cropland,Cropland,Grassland,Water,Non_Wetland,Water,NULL,Water
1497,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1499,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1500,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1501,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1502,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1512,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1516,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1517,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1518,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1519,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1520,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1521,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1523,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1524,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1525,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1526,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1527,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
1528,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1530,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1531,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1532,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1533,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1534,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1535,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1536,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1537,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1538,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1539,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1540,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1541,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1542,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1543,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1544,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1545,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1546,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1547,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1548,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1549,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1550,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1551,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1552,Cropland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Water
1553,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1554,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1555,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1556,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1557,Cropland,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1558,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1559,Cropland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1560,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1561,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
1562,Cropland,Bareland,Water,NULL,Water,Water,NULL,Water
1563,Cropland,Bareland,Water,Non_Water,Water,Water,Water,Water
1564,Cropland,Bareland,Water,Water,Water,Water,NULL,Grassland
1565,Cropland,Bareland,Water,Water,Water,Water,NULL,Water
1566,Cropland,Bareland,Water,Water,Water,Water,Wetland,Water
1567,Cropland,Bareland,Water,Water,Water,Water,Forest,Grassland
1568,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1569,Cropland,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Water
1570,Cropland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1571,Cropland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1572,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1573,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1574,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1575,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1576,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1577,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1578,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1579,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1580,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1582,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1583,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1584,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1585,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1586,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1587,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1588,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1589,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1590,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1591,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1592,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1593,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1594,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1596,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1597,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1598,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1599,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1600,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1601,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1602,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1603,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1604,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1605,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1606,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1609,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1610,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1611,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1612,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1613,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1614,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1615,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1617,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1618,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1619,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1620,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1621,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1622,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1623,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1624,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1625,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1626,Cropland,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1627,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1628,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1629,Cropland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1630,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1631,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1632,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1633,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1634,Cropland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1635,Cropland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1636,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1638,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1639,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1640,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Water
1641,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1642,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1643,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1644,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1645,Cropland,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
1646,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1647,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1648,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1649,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1650,Cropland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1651,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1652,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1653,Cropland,Water,Wetland,Water,Wetland,Water,NULL,Water
1654,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1655,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1656,Cropland,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
1657,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1658,Cropland,Water,Water,NULL,Water,Grassland,Water,Forest
1659,Cropland,Water,Water,NULL,Water,Water,NULL,Water
1660,Cropland,Water,Water,NULL,Water,Water,Water,Water
1661,Cropland,Water,Water,Non_Water,Water,Grassland,NULL,Forest
1662,Cropland,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
1663,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1664,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1665,Cropland,Water,Water,Water,Water,Water,NULL,Water
1666,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1668,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1669,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1670,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1671,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1672,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1673,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1674,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1675,Cropland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1676,Cropland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1677,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1678,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1679,Cropland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1680,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1681,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1683,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1684,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1686,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1687,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1688,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1689,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1690,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1691,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1692,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1693,Cropland,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1694,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1696,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1697,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1698,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1699,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1700,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Water
1701,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1703,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1704,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1705,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1706,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1707,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
1708,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1709,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1710,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1711,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1712,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1713,Cropland,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
1714,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1715,Cropland,Forest,Water,Water,Water,Water,Water,Water
1716,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1718,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1719,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1720,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1721,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1722,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1723,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1724,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1725,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1726,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1727,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1728,Cropland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1729,Cropland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Bareland
1730,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1731,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1732,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1733,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1734,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1735,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1736,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1737,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
