Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCM_M_R
324,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
325,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
326,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
327,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
328,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
329,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
330,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
331,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
332,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
333,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
334,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
335,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
336,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
337,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
338,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
340,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
341,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
342,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
343,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
344,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
345,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
346,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
347,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
348,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
349,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
350,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
351,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
352,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
353,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
354,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
355,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
356,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
357,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
358,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
359,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
360,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
361,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
362,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
363,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
364,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
365,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
366,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
367,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
368,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Bareland
369,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
370,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Bareland
371,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
372,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
374,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
375,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Grassland
376,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Water
377,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
378,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
381,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
382,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
383,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
384,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Wetland
385,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
387,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
388,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
389,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
390,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
391,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
392,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
393,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
394,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
395,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
396,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
397,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
398,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
399,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Grassland
400,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Bareland
401,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,NULL,Wetland
402,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
403,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
404,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
405,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
409,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
410,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
411,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
412,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
413,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
414,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
415,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
416,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
417,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
418,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
419,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
420,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
422,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
423,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
424,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
425,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
426,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
427,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
428,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
429,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
430,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
431,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
440,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
446,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
447,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
448,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
449,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
450,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
451,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
452,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
453,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
454,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
455,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
456,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
457,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
458,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
459,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
460,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
461,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
462,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
463,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
464,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Water
465,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
466,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
467,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
468,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
470,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
471,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
472,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
473,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
474,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
475,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
476,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
477,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
478,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
479,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
480,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
481,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
482,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
483,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
484,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
486,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
487,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
488,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
489,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
490,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
491,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
492,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
493,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
494,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
495,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
496,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
497,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
498,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
499,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
500,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
501,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
502,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
503,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
504,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
505,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
506,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
507,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
508,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
509,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
510,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
511,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Grassland
512,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
513,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
514,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
515,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
516,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
517,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
518,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
519,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
520,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
521,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
523,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
524,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
525,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
526,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
527,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
528,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
529,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
530,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
531,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
532,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
533,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
535,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
536,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
537,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
538,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
539,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
540,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
541,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
542,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
543,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
545,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
546,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
547,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
548,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
549,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
550,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
551,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
552,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
553,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
554,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
555,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
556,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
557,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
558,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
559,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
560,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
561,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
563,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
565,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
566,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
567,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
575,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
576,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
578,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
580,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
581,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
582,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
584,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
586,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
588,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
589,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
590,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
592,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
593,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
594,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
595,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
596,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
597,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
598,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
599,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
600,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
601,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
602,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
603,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
604,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
605,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
606,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
607,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
608,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
609,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
611,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
612,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
613,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
614,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
616,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
617,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
618,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
625,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
627,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
628,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
629,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
631,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
632,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
634,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
640,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
641,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
642,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
643,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
644,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
645,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
647,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
648,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
649,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
651,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
652,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
