Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWH_M_R
5113,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5114,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5115,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5116,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5117,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5118,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5119,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5120,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
5121,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5122,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5123,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5124,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5125,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5126,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5127,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5128,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5129,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5130,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5131,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5132,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5133,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
5134,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5135,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5136,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
5137,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5138,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
5139,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5140,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5141,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5142,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5143,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5144,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
5145,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5146,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
5147,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5148,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
5149,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5150,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5151,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5152,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5153,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
5154,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
5155,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5156,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
5157,Bareland,Water,Wetland,NULL,NULL,Bareland,Water,Bareland
5158,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5159,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
5160,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
5161,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Water
5162,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5163,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5164,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
5165,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
5166,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
5167,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5168,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5169,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5170,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5171,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5172,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5173,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5174,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5175,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5176,Bareland,Water,Wetland,Non_Water,NULL,Bareland,NULL,Grassland
5177,Bareland,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
5178,Bareland,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
5179,Bareland,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Water
5180,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5181,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
5182,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5183,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5184,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
5185,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5186,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
5187,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
5188,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5189,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
5190,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5191,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
5192,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5193,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5194,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
5195,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5196,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5197,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5198,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
5199,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5200,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Water
5201,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
5202,Bareland,Water,Wetland,Water,NULL,Bareland,Bareland,Water
5203,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Grassland
5204,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Bareland
5205,Bareland,Water,Wetland,Water,NULL,Bareland,Water,Water
5206,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
5207,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
5208,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Water
5209,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
5210,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5211,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
5212,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5213,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5214,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5215,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5216,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5217,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
5218,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5219,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5220,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5221,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5222,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
5223,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
5224,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5225,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5226,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5227,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5228,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5229,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5230,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5231,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5232,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5233,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5234,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5235,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5236,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5237,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5238,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
5239,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5240,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
5241,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5242,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5243,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5244,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5245,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
5246,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5247,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5248,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5249,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5250,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5251,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5252,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
5253,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
5254,Bareland,Water,Water,Non_Water,NULL,Bareland,Bareland,Bareland
5255,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
5256,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Bareland
5257,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Water
5258,Bareland,Water,Water,Water,NULL,Bareland,Water,Water
5259,Bareland,Water,Water,Water,NULL,Water,Water,Water
5260,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
5261,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
5262,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
5263,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
5264,Bareland,Water,Water,Water,Water,Bareland,Water,Water
5265,Bareland,Water,Water,Water,Water,Water,Bareland,Water
5266,Bareland,Water,Water,Water,Water,Water,Water,Water
5267,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5268,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5269,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5270,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5271,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5272,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5273,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5274,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5275,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5276,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5277,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5278,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
5279,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Wetland
5280,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5281,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5282,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5283,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5284,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5285,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5286,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5287,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5288,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
5289,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5290,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5291,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5292,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5293,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5294,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5295,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5296,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5297,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5298,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5299,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5300,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5301,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5302,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5303,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5304,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5305,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5306,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5307,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
5308,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5309,Bareland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5310,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5311,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5312,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
5313,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5314,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5315,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5316,Bareland,Forest,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
5317,Bareland,Forest,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
5318,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5319,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5320,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5321,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5322,Bareland,Forest,Wetland,Water,Wetland,NULL,Water,Forest
5323,Bareland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
5324,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
5325,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5326,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5327,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5328,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5329,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5330,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5331,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5332,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5333,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5334,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5335,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5336,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5337,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5338,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5339,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5340,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5341,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5342,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5343,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5344,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5345,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5346,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5347,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5348,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
5349,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5350,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5351,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
5352,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
5353,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
5354,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5355,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5356,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5357,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5358,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5359,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5360,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5361,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5362,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5363,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
5364,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5365,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
5366,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5367,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5368,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5369,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5370,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5371,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5372,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5373,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5374,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5375,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5376,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5377,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5378,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
5379,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5380,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5381,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5382,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5383,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5384,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5385,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5386,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5387,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
5388,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5389,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
5390,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
5391,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
5392,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5393,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5394,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5395,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5396,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5397,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5398,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5399,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5400,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5401,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5402,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5403,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5404,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5405,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5406,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
5407,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5408,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5409,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5410,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5411,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5412,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5413,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5414,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5415,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5416,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5417,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5418,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5419,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5420,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5421,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
5422,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
5423,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5424,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
5425,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5426,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5427,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
5428,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
5429,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
5430,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5431,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
5432,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5433,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5434,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
5435,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5436,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5437,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
5438,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
5439,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
5440,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
5441,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5442,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5443,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
5444,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5445,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
5446,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
5447,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5448,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5449,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5450,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5451,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5452,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
