Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMJ_M_R
684,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
685,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
687,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
689,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
690,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
691,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
692,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
693,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
694,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
695,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
696,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
697,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
698,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
699,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
701,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
702,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
703,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
704,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
705,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
706,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
707,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
708,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
709,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
710,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
711,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
712,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
713,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
715,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
716,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
717,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
718,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
720,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
722,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
724,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
725,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
726,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
727,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
728,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
729,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
730,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
731,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
736,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
737,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
739,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
740,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
741,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
742,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
744,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
745,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
747,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
748,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
749,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
751,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
752,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
754,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
755,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
756,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
757,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
760,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
762,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
763,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
766,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
767,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
768,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
769,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
771,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
772,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
773,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
774,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
775,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
776,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
777,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
778,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
779,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
780,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
781,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
782,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
783,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
784,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
785,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
786,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
787,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
788,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
789,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
791,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
792,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
793,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
794,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
795,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
797,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
798,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
799,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
800,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
801,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
802,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
803,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
804,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
805,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
806,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
807,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
808,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
809,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
810,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
811,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
812,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
813,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
814,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
815,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
817,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
818,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
819,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
820,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
821,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
823,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
824,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
825,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
826,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
827,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
828,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
832,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
833,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
835,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
836,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
837,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
838,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
840,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
841,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
842,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
843,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Water,Water,Water,Water,NULL,NULL,Water
846,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
847,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
848,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
849,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
850,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
851,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
853,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
854,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
858,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
860,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
861,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
862,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
864,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
865,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
866,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
869,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
870,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
871,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
872,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
873,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
874,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
875,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
876,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
877,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
878,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
879,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
880,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
881,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
882,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
883,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
884,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
886,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
887,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
888,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
890,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
892,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
894,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
895,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
896,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
898,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
900,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
902,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
903,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
904,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
905,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
906,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
907,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
908,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
909,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
910,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
911,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
912,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
913,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
914,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
915,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
916,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
917,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
918,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
919,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
920,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
921,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
922,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
923,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
925,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
926,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
927,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
928,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
929,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
930,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
931,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
932,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
933,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
934,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
935,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
936,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
937,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
938,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
939,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
940,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
941,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
944,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
945,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
946,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
947,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
949,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
950,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
951,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
952,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
954,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
955,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
956,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
958,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
959,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
960,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
961,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
963,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
964,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
965,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
966,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
967,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
968,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
969,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
970,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
971,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
972,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
974,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
975,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
976,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
977,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
978,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
979,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
980,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
981,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
982,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
983,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
984,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
985,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
986,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
987,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
988,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
989,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
990,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
992,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
993,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
994,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
995,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
996,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
997,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
998,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
999,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1000,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1001,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1002,Wetland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1003,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1004,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1006,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1007,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1008,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1010,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1011,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1012,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1013,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1016,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1019,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1021,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
