Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXM_M_R
335,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
337,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
338,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
339,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
340,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
344,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
345,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
348,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
349,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
352,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
353,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
354,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
357,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
360,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
361,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
364,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
365,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
366,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
369,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
372,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
374,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
376,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
381,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
382,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
383,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
384,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
385,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
386,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
387,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
388,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
389,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
390,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
391,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
392,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
393,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
394,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
395,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
396,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
397,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
398,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
402,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
403,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
404,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
406,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
407,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
411,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
412,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
415,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
416,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
417,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
418,NULL,Water,Water,NULL,Water,NULL,NULL,Water
419,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
420,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
421,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
422,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
423,NULL,Water,Water,Water,Water,NULL,NULL,Water
424,NULL,Water,Water,Water,Water,NULL,NULL,Forest
425,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
426,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
427,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
429,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
432,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
433,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
434,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
435,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
436,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
437,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
438,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
439,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
446,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
447,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
449,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
450,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
452,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
453,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
454,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
455,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
456,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
458,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
461,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
463,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
464,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
466,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
468,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
469,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
471,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
472,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
476,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
477,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
478,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
479,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
481,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
482,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
483,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
484,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
485,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
486,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
487,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
488,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
489,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
490,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
491,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
492,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
493,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
494,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
496,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
497,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
498,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
500,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
501,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
503,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
506,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
508,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
510,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
511,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
512,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
513,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
514,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
516,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
518,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
519,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
520,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
522,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
523,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
524,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
525,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
526,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
527,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
528,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
531,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
535,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
541,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
543,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
544,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
545,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
546,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
548,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
550,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
554,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
556,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
557,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
559,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
560,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
561,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
565,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
567,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
568,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
569,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
570,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
571,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
572,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
573,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
575,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
576,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
577,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
580,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
581,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
582,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
583,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
585,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
589,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
590,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
591,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
597,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
600,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
601,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
608,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
609,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
610,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
612,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
613,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
615,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
618,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
621,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
624,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
625,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
626,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
630,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
631,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
632,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
633,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
634,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
635,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
637,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
638,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
640,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
642,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
643,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
644,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
645,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
647,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
649,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
651,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
652,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
653,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
654,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
657,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
658,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
659,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
661,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
662,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
664,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
665,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
666,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
667,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
669,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
670,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
673,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
674,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
675,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
676,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
677,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
678,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
