Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZM_M_R
666,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
667,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
669,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
670,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
673,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
674,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
676,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
677,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
679,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
681,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
682,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
685,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
687,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
690,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
691,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
692,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
693,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
694,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
695,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
696,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
697,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
698,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
699,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
701,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
702,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
704,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
705,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
706,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
707,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
708,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
709,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
710,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
711,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
712,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
713,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
715,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
716,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
717,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
718,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
719,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
720,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
722,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
726,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
727,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
728,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
729,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
730,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
731,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
733,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
734,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
735,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
737,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
738,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
739,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
741,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
742,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
743,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
744,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
747,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
748,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
749,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
751,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
752,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
754,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
755,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
756,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
757,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
760,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
761,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
762,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
764,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
765,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
766,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
767,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
768,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
769,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
770,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
771,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
772,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
773,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
774,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
775,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
776,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
777,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
778,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
779,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
780,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
781,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
782,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
783,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
785,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
788,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
789,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
792,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
795,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
796,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
797,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
798,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
799,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
800,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
801,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
803,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
804,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
805,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
809,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
810,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
811,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
812,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
813,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
814,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
815,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
816,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
817,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
818,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
819,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
820,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
821,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
822,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
823,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
824,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
826,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
827,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
828,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
829,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
830,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
831,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
832,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
833,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
835,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
839,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
840,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
841,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
843,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
846,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
847,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
848,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
851,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
852,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
855,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
859,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
860,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
863,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
866,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
869,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
870,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
871,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
872,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
873,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
874,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
876,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
877,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
878,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
879,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
880,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
881,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
882,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
883,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
884,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
885,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
886,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
887,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
888,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
889,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
890,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
891,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
892,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
893,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
894,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
895,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
896,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
897,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
898,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
899,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
902,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
903,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
905,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
906,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
910,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
911,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
912,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
914,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
917,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
919,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
920,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
921,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
922,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
923,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
924,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
925,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
926,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
927,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
928,Bareland,Water,Water,Water,Water,NULL,NULL,Water
929,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
930,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
932,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
933,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
934,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
937,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
942,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
945,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
946,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
948,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
951,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
952,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
954,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
955,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
956,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
958,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
959,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
961,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
962,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
963,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
965,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
966,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
968,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
969,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
971,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
972,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
974,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
976,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
977,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
978,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
979,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
980,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
981,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
984,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
986,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
987,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
989,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
990,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
991,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
992,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
993,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
994,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
995,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
996,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
997,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
998,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
999,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1002,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1004,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1005,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1006,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1007,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
