Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
1564,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1565,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1566,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1567,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1568,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1569,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1570,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1571,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1572,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1573,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1574,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1575,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1576,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1577,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1578,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1579,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1580,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1581,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1582,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1583,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
1584,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1585,Bareland,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
1586,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1587,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1588,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1589,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1590,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1591,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
1592,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1593,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1594,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1595,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1596,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1597,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1598,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1599,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1600,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1601,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1602,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1603,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1604,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1605,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Water
1606,Bareland,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1607,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1608,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1609,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1610,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1611,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1612,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1613,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
1614,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1615,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1616,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1617,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1618,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1619,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Water
1620,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1621,Bareland,Built-up,Water,NULL,Water,Water,Bareland,Water
1622,Bareland,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
1623,Bareland,Built-up,Water,Non_Water,Water,Water,Bareland,Water
1624,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
1625,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1626,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Water
1627,Bareland,Built-up,Water,Water,Water,Bareland,Water,Water
1628,Bareland,Built-up,Water,Water,Water,Water,Bareland,Water
1629,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1630,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1631,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1632,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1633,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1634,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1635,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1636,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1637,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1638,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1639,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1640,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1641,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Water
1642,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1643,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
1644,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1645,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1646,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1647,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1648,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1649,Bareland,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Water
1650,Bareland,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Forest
1651,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1652,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1653,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1654,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1655,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1656,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1657,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1658,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1659,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1660,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1661,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1662,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1663,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1664,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1665,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1666,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1667,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1668,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1669,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1670,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1671,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1672,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1673,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1674,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1675,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1676,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1677,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1678,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1679,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1680,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1681,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1682,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1683,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1684,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1685,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1686,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1687,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1688,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1689,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1690,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
1691,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1692,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1693,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1694,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1695,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1696,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
1697,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1698,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1699,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1700,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1701,Bareland,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
1702,Bareland,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
1703,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1704,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1705,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1706,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1707,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1708,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1709,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1710,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1711,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1712,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1713,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1714,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1715,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1716,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1717,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1718,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1719,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1720,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1721,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1722,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1723,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1724,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1725,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
1726,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1727,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1728,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1729,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1730,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1731,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1732,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1733,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1734,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1735,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1736,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1737,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1738,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1739,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1740,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1741,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1742,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1743,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1744,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1745,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1746,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1747,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1748,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1749,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1750,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
1751,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1752,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1753,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1754,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1755,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1756,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1757,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1758,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1759,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1760,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1761,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1762,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1763,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1764,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1765,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1766,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
1767,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1768,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1769,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1770,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1771,Bareland,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1772,Bareland,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1773,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1774,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1775,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1776,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1777,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1778,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1779,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1780,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
1781,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1782,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1783,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1784,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1785,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1786,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1787,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1788,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1789,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1790,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
1791,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1792,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1793,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1794,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1795,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1796,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1797,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1798,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1799,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
1800,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1801,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1802,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1803,Bareland,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1804,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Water
1805,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Forest
1806,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1807,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1808,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
1809,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
1810,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
1811,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
1812,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
1813,Bareland,Water,Water,NULL,Water,Water,Wetland,Forest
1814,Bareland,Water,Water,NULL,Water,Water,Bareland,Grassland
1815,Bareland,Water,Water,NULL,Water,Water,Bareland,Bareland
1816,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
1817,Bareland,Water,Water,NULL,Water,Water,Bareland,Forest
1818,Bareland,Water,Water,NULL,Water,Water,Water,Water
1819,Bareland,Water,Water,NULL,Water,Water,Water,Forest
1820,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1821,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
1822,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
1823,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
1824,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Water
1825,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1826,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
1827,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
1828,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
1829,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
1830,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
1831,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
1832,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1833,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1834,Bareland,Water,Water,Water,Water,Water,Bareland,Bareland
1835,Bareland,Water,Water,Water,Water,Water,Bareland,Water
1836,Bareland,Water,Water,Water,Water,Water,Bareland,Forest
1837,Bareland,Water,Water,Water,Water,Water,Water,Water
1838,Bareland,Water,Water,Water,Water,Water,Water,Forest
1839,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1840,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1841,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1842,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1843,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1844,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1845,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1846,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1847,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1848,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1849,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1850,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1851,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1852,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1853,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1854,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1855,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1856,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1857,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1858,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1859,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1860,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1861,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1862,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1863,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1864,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1865,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1866,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1867,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1868,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1869,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1870,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1871,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1872,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1873,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1874,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1875,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1876,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1877,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1878,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1879,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1880,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1881,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1882,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1883,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1884,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1885,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1886,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
1887,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1888,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1889,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
1890,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1891,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1892,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1893,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1894,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1895,Bareland,Forest,NULL,Water,Non_Wetland,Water,Bareland,Water
1896,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1897,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1898,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1899,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1900,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1901,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1902,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1903,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1904,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1905,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1906,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1907,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
