Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R
435,NULL,Water,Water,Non_Water,Water,Water
436,NULL,Water,Water,Non_Water,Water,Forest
437,NULL,Water,Water,Water,Water,Grassland
438,NULL,Water,Water,Water,Water,Bareland
439,NULL,Water,Water,Water,Water,Water
440,NULL,Water,Water,Water,Water,Forest
441,NULL,Water,Forest,NULL,Non_Wetland,Grassland
442,NULL,Water,Forest,NULL,Non_Wetland,Bareland
443,NULL,Water,Forest,NULL,Non_Wetland,Built-up
444,NULL,Water,Forest,NULL,Non_Wetland,Water
445,NULL,Water,Forest,NULL,Non_Wetland,Forest
446,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
447,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
448,NULL,Water,Forest,Non_Water,Non_Wetland,Water
449,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
450,NULL,Water,Forest,Water,Non_Wetland,Grassland
451,NULL,Water,Forest,Water,Non_Wetland,Bareland
452,NULL,Water,Forest,Water,Non_Wetland,Water
453,NULL,Water,Forest,Water,Non_Wetland,Forest
454,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
455,NULL,Forest,NULL,NULL,Non_Wetland,Forest
456,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
457,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
458,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
459,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
460,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
461,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
462,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
463,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
464,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
465,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
466,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
467,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
468,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
469,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
470,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
471,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
472,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
473,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
474,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
475,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
476,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
477,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
478,NULL,Forest,Grassland,Water,Non_Wetland,Forest
479,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
480,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
481,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
482,NULL,Forest,Cropland,NULL,Non_Wetland,Water
483,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
484,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
485,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
486,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
487,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
488,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
489,NULL,Forest,Cropland,Water,Non_Wetland,Water
490,NULL,Forest,Cropland,Water,Non_Wetland,Forest
491,NULL,Forest,Wetland,NULL,Wetland,Water
492,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
493,NULL,Forest,Wetland,Non_Water,Wetland,Forest
494,NULL,Forest,Wetland,Water,Wetland,Grassland
495,NULL,Forest,Wetland,Water,Wetland,Bareland
496,NULL,Forest,Wetland,Water,Wetland,Water
497,NULL,Forest,Wetland,Water,Wetland,Forest
498,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
499,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
500,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
501,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
502,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
503,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
504,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
505,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
506,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
507,NULL,Forest,Bareland,Water,Non_Wetland,Water
508,NULL,Forest,Bareland,Water,Non_Wetland,Forest
509,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
510,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
511,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
512,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
513,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
514,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
515,NULL,Forest,Water,NULL,Water,Grassland
516,NULL,Forest,Water,NULL,Water,Bareland
517,NULL,Forest,Water,NULL,Water,Forest
518,NULL,Forest,Water,Non_Water,Water,Bareland
519,NULL,Forest,Water,Non_Water,Water,Forest
520,NULL,Forest,Water,Water,Water,Bareland
521,NULL,Forest,Water,Water,Water,Water
522,NULL,Forest,Water,Water,Water,Forest
523,NULL,Forest,Forest,NULL,Non_Wetland,NULL
524,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
525,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
526,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
527,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
528,NULL,Forest,Forest,NULL,Non_Wetland,Water
529,NULL,Forest,Forest,NULL,Non_Wetland,Forest
530,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
531,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
532,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up
533,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
534,NULL,Forest,Forest,Water,Non_Wetland,Grassland
535,NULL,Forest,Forest,Water,Non_Wetland,Bareland
536,NULL,Forest,Forest,Water,Non_Wetland,Water
537,NULL,Forest,Forest,Water,Non_Wetland,Forest
538,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
539,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
540,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
541,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
542,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
543,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
544,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
551,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
552,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
553,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
554,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
555,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
556,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
557,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
559,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
560,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
561,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
562,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
563,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
564,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
565,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
566,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
567,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
568,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
569,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
570,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
571,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
572,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
573,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
577,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
578,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
579,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
580,Grassland,NULL,Wetland,NULL,Wetland,Forest
581,Grassland,NULL,Wetland,Water,Wetland,Grassland
582,Grassland,NULL,Wetland,Water,Wetland,Bareland
583,Grassland,NULL,Wetland,Water,Wetland,Water
584,Grassland,NULL,Wetland,Water,Wetland,Forest
585,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
586,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
587,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
588,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
589,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
590,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
591,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
592,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
593,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
594,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
595,Grassland,NULL,Bareland,Water,Non_Wetland,Water
596,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
597,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
598,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
599,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
600,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
601,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Forest
602,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland
603,Grassland,NULL,Water,NULL,Water,Grassland
604,Grassland,NULL,Water,NULL,Water,Forest
605,Grassland,NULL,Water,Non_Water,Water,Grassland
606,Grassland,NULL,Water,Non_Water,Water,Forest
607,Grassland,NULL,Water,Water,Water,NULL
608,Grassland,NULL,Water,Water,Water,Grassland
609,Grassland,NULL,Water,Water,Water,Bareland
610,Grassland,NULL,Water,Water,Water,Water
611,Grassland,NULL,Water,Water,Water,Forest
612,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
613,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
614,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
615,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
616,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
617,Grassland,NULL,Forest,NULL,Non_Wetland,Water
618,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
619,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
620,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland
621,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
622,Grassland,NULL,Forest,Water,Non_Wetland,NULL
623,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
624,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
625,Grassland,NULL,Forest,Water,Non_Wetland,Water
626,Grassland,NULL,Forest,Water,Non_Wetland,Forest
627,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
628,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
632,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
633,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
634,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
635,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
636,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
640,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
641,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
642,Grassland,Cropland,Wetland,Water,Wetland,Bareland
643,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
644,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
645,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
646,Grassland,Cropland,Water,NULL,Water,Forest
647,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
648,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
649,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
650,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
651,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
652,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
653,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
654,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
655,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
656,Grassland,Bareland,Forest,NULL,Non_Wetland,Bareland
657,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
658,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
659,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
660,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
661,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
662,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
663,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
664,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
665,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
666,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
667,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
668,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
669,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
670,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
671,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
672,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
673,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
674,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
675,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
676,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
677,Grassland,Water,NULL,NULL,Non_Wetland,Forest
678,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
679,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
680,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
681,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
682,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
683,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
684,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
685,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
686,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
687,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
688,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
689,Grassland,Water,Wetland,Water,Wetland,Grassland
690,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
691,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water
692,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
693,Grassland,Water,Bareland,Water,Non_Wetland,Forest
694,Grassland,Water,Built-up,Non_Water,Non_Wetland,Forest
695,Grassland,Water,Water,NULL,Water,Grassland
696,Grassland,Water,Water,NULL,Water,Water
697,Grassland,Water,Water,NULL,Water,Forest
698,Grassland,Water,Water,Water,Water,Water
699,Grassland,Water,Water,Water,Water,Forest
700,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
701,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
702,Grassland,Water,Forest,NULL,Non_Wetland,Water
703,Grassland,Water,Forest,NULL,Non_Wetland,Forest
704,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
705,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
706,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
707,Grassland,Water,Forest,Water,Non_Wetland,Grassland
708,Grassland,Water,Forest,Water,Non_Wetland,Bareland
709,Grassland,Water,Forest,Water,Non_Wetland,Water
710,Grassland,Water,Forest,Water,Non_Wetland,Forest
711,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
712,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
713,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
714,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
715,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
716,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
717,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
718,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
719,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
720,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
721,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
722,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
723,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
724,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
725,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
726,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
727,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
728,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
729,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
730,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
731,Grassland,Forest,Wetland,Water,Wetland,Grassland
732,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
733,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
734,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
735,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
736,Grassland,Forest,Bareland,Water,Non_Wetland,Bareland
737,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
738,Grassland,Forest,Water,NULL,Water,NULL
739,Grassland,Forest,Water,NULL,Water,Forest
740,Grassland,Forest,Water,Non_Water,Water,Grassland
741,Grassland,Forest,Water,Water,Water,NULL
742,Grassland,Forest,Water,Water,Water,Grassland
743,Grassland,Forest,Water,Water,Water,Forest
744,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
745,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
746,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
747,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
748,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
749,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
750,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
751,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland
752,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
753,Grassland,Forest,Forest,Water,Non_Wetland,NULL
754,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
755,Grassland,Forest,Forest,Water,Non_Wetland,Forest
756,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
757,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
758,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
759,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
760,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
764,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
765,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
766,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
767,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
768,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
769,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
770,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
771,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
772,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
773,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
774,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
775,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
776,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
777,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
778,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
779,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
780,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
781,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
782,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
783,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
784,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
785,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
786,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
787,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
788,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
789,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
790,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
791,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
792,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
793,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
794,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
795,Cropland,NULL,Cropland,Water,Non_Wetland,Water
796,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
797,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
798,Cropland,NULL,Wetland,Water,Wetland,Bareland
799,Cropland,NULL,Wetland,Water,Wetland,Water
800,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
801,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
802,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
803,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
804,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
805,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
806,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
807,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
808,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
809,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
810,Cropland,NULL,Bareland,Water,Non_Wetland,Water
811,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
812,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
813,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
814,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
815,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
816,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
817,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
818,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
819,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
820,Cropland,NULL,Built-up,Water,Non_Wetland,Water
821,Cropland,NULL,Water,NULL,Water,Grassland
822,Cropland,NULL,Water,NULL,Water,Bareland
823,Cropland,NULL,Water,Non_Water,Water,Grassland
824,Cropland,NULL,Water,Non_Water,Water,Bareland
825,Cropland,NULL,Water,Non_Water,Water,Forest
826,Cropland,NULL,Water,Water,Water,Grassland
827,Cropland,NULL,Water,Water,Water,Bareland
828,Cropland,NULL,Water,Water,Water,Water
829,Cropland,NULL,Water,Water,Water,Forest
830,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
831,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
832,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
833,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
834,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
835,Cropland,NULL,Forest,NULL,Non_Wetland,Water
836,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
837,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
838,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
839,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
840,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
841,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
842,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
843,Cropland,NULL,Forest,Water,Non_Wetland,Water
844,Cropland,NULL,Forest,Water,Non_Wetland,Forest
845,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
846,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
847,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
848,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
849,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
850,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
851,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
852,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
853,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
854,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
855,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
856,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
857,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
858,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
859,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
860,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
861,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
867,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
868,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
869,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
870,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
