Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFL_M_R
739,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
740,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
741,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
742,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
743,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
744,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
745,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
746,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
747,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
748,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
749,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
750,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
751,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
752,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
753,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
754,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
755,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
756,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
757,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
758,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
759,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
760,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
761,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
762,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
763,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
764,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
765,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
766,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
767,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
768,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
769,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
770,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
771,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
772,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
773,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
774,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
775,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
776,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
777,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
778,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
779,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Forest
780,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
781,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Grassland
782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
789,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
790,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
791,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
792,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
793,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
794,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
795,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
796,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
797,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
798,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
799,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
800,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
801,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
802,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
803,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
804,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
805,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
806,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
807,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
808,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
809,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
810,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
811,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
812,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
813,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
814,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
815,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
816,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
817,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
818,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
819,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
820,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
821,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
822,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
823,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
824,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
825,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
826,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Shrubland,Bareland
827,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
828,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
829,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
830,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
831,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
832,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
833,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
834,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Water
835,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
836,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Built-up
837,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Water
838,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Water
839,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
840,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
841,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
842,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
843,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
844,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
845,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
846,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
847,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
848,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
849,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
850,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
851,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
852,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
853,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
854,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
855,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
856,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
857,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
858,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
859,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
860,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
861,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
862,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
863,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
864,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
865,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
866,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
867,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
868,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
869,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
870,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
871,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
872,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
873,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
874,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
875,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
876,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
877,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
878,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
879,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
880,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
881,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
882,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
883,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
884,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
885,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
886,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
887,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
888,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
889,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
890,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
891,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
892,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
893,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
894,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
895,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
896,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
897,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
898,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
899,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
900,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
901,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
902,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
903,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
904,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
905,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
906,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
907,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
908,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
909,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
910,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
911,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
912,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
913,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
914,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
915,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
916,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
917,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
918,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
919,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
920,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
921,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
922,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
923,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
924,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
925,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
926,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
927,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
928,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
929,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
930,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
931,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
932,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
933,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Forest
934,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
935,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Forest
936,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
937,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Forest
938,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
939,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
940,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
941,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
942,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
943,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
944,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
945,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
946,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
947,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
948,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
949,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
950,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
951,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
952,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
953,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
954,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
955,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
956,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
957,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
958,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
959,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
960,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
961,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
962,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Water
963,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
964,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
965,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
966,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
967,NULL,Built-up,Wetland,Water,Wetland,Grassland,Forest,Forest
968,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
969,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
970,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
971,NULL,Built-up,Wetland,Water,Wetland,Bareland,NULL,Water
972,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
973,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
974,NULL,Built-up,Wetland,Water,Wetland,Bareland,Forest,Forest
975,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
976,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Water
977,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Forest
978,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
979,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
980,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
981,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
982,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
983,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
984,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
985,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
986,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
987,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
988,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
989,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
990,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
991,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
992,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
993,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
994,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
995,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
996,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
997,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
998,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
999,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1000,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
1001,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1002,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Bareland,Water
1003,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
1004,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1005,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1006,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1007,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1008,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1009,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1010,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1011,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1012,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1013,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1014,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1015,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
1016,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1017,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1018,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1019,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1020,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1021,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1022,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1023,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1024,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1025,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1026,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1027,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1028,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1029,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1030,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1031,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1032,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1033,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1034,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1035,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1036,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1037,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1038,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1039,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1040,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1041,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1042,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1043,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1044,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1045,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1046,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1047,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1048,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1049,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1050,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1051,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1052,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1053,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Bareland
1054,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1055,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1056,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1057,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1058,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
1059,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1060,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1061,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1062,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1063,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1064,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1065,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
