Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBJ_M_R
342,Bareland,Water,Water,Water,Water,NULL,NULL,Water
343,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
344,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
345,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
346,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
347,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
348,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
351,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
352,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
353,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
354,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
355,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
356,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
358,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
359,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
360,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
361,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
362,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
363,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
364,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
365,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
366,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
369,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
372,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
373,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
375,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
376,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
377,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
378,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
379,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
381,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
382,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
383,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
384,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
385,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
386,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
387,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
388,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
389,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
390,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
391,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
392,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
393,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
394,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
395,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
396,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
397,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
398,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
400,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
402,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
403,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
404,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
405,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
406,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
408,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
409,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
410,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
411,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
412,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
413,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
414,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
415,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
416,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
417,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
419,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
423,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
424,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
426,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
427,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
428,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
429,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
430,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
431,Water,NULL,Water,NULL,Water,NULL,NULL,Water
432,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
433,Water,NULL,Water,Water,Water,NULL,NULL,Water
434,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
435,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
436,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
437,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
438,Water,Wetland,Water,Water,Water,NULL,NULL,Water
439,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
440,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
441,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
442,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
443,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
444,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
445,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
446,Water,Bareland,Water,Water,Water,NULL,NULL,Water
447,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
448,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
450,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
451,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
452,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
453,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
454,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
455,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
458,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
460,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
461,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
462,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
463,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
464,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
465,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
467,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
468,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
469,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
470,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
471,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
473,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
474,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
475,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
476,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
477,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
478,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
479,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
480,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
483,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
484,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
486,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
487,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
488,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
489,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
490,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
491,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
492,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
494,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
495,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
496,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
498,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
501,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
502,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
503,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
504,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
505,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
506,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
507,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
508,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
509,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
510,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
511,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
512,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
513,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
514,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
515,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
516,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
517,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
518,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
519,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
520,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
523,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
524,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
527,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
528,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
529,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
530,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
531,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
532,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
533,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
534,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
535,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
536,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
537,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
539,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
540,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
541,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
542,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
543,Water,Water,Water,NULL,Water,NULL,NULL,Water
544,Water,Water,Water,NULL,Water,NULL,NULL,Forest
545,Water,Water,Water,NULL,Water,Water,Forest,Forest
546,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
547,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
548,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
549,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
550,Water,Water,Water,Water,Water,NULL,NULL,Grassland
551,Water,Water,Water,Water,Water,NULL,NULL,Bareland
552,Water,Water,Water,Water,Water,NULL,NULL,Water
553,Water,Water,Water,Water,Water,NULL,NULL,Forest
554,Water,Water,Water,Water,Water,Water,Water,Forest
555,Water,Water,Water,Water,Water,Water,Forest,Forest
556,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
557,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
558,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
559,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
561,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
562,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
563,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
566,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
567,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
568,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
569,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
570,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
571,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
572,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
573,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
574,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
575,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
576,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
577,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
578,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
579,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
580,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
581,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
583,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
584,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
586,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
587,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
588,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
589,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
591,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
593,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
594,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
595,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
597,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
598,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
599,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
600,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
601,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
602,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
603,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
604,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
605,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
606,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
607,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
608,Water,Forest,Water,Water,Water,NULL,NULL,Water
609,Water,Forest,Water,Water,Water,NULL,NULL,Forest
610,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
612,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
613,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
614,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
615,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
617,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
618,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
619,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
620,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
621,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
622,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
623,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
624,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
630,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
632,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
633,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
635,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
636,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
638,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
639,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
640,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
641,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
642,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
643,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
645,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
646,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
647,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
648,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
649,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
650,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
651,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
654,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
655,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
656,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
657,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
658,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
659,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
660,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
661,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
662,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
663,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
664,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
665,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
666,Forest,NULL,Water,Water,Water,NULL,NULL,Water
667,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
668,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
669,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
670,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
671,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
672,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
675,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
676,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
678,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
679,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
680,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
681,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
682,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
683,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
684,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
685,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
686,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
687,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
688,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
689,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
690,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
691,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
692,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
693,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
696,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
697,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
698,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
699,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
700,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
701,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
702,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
703,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
704,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
705,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
