Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGR_M_R
667,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
669,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
670,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
672,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
673,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
674,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
675,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
676,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
677,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
678,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
679,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
680,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
681,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
683,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
684,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
686,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
688,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
690,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
691,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
692,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
693,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
694,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
695,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
696,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
697,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
698,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
700,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
701,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
702,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
703,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
704,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
705,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
706,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
707,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
708,Bareland,Water,Water,Water,Water,NULL,NULL,Water
709,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
711,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
712,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
713,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
714,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
715,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
716,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
717,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
719,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
720,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
721,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
723,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
724,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
725,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
726,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
727,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
728,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
729,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
730,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
732,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
733,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
734,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
735,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
738,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
740,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
741,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
742,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
743,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
744,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
745,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
746,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
747,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
748,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
749,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
750,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
751,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
752,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
753,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
754,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
755,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
756,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
758,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
759,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
761,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
762,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
763,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
764,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
765,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
766,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
767,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
768,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
769,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
770,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
771,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
772,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
773,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
774,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
775,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
776,Water,NULL,Water,NULL,Water,NULL,NULL,Water
777,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
778,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
779,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
780,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
781,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
782,Water,NULL,Water,Water,Water,NULL,NULL,Water
783,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
785,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
786,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
787,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
791,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
792,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
793,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
794,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
795,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
796,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
798,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
799,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
800,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
802,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
803,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
804,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
806,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
807,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
808,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
809,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
810,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
811,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
812,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
813,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
814,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
815,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
816,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
817,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
818,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
819,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
820,Water,Wetland,Water,Water,Water,NULL,NULL,Water
821,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
822,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
823,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
824,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
825,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
826,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
827,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
828,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
829,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
830,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
831,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
834,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
835,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
837,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
838,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
839,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
840,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
841,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
844,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
846,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
847,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
848,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
849,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
850,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
851,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
852,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
853,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
854,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
856,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
857,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
858,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
859,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
860,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
861,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
862,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
863,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
864,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
867,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
868,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
869,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
870,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
871,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
872,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
873,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
874,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
875,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
876,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
877,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
878,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
879,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
880,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
881,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
882,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
883,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
884,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
885,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
886,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
887,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
888,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
889,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
890,Water,Bareland,Water,Water,Water,NULL,NULL,Water
891,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
892,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
893,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
896,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
897,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
898,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
901,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
902,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
903,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
904,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
907,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
909,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
910,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
911,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
912,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
913,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
914,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
917,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
919,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
920,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
922,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
923,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
924,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
925,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
926,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
927,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
928,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
929,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
930,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
931,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
932,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
933,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
934,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
935,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
936,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
937,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
939,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
940,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
941,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
942,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
943,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
946,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
948,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
949,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
950,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
951,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
952,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
953,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
954,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
957,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
958,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
959,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
960,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
961,Water,Water,Water,NULL,Water,NULL,NULL,Water
962,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
963,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
964,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
965,Water,Water,Water,Water,Water,NULL,NULL,Grassland
966,Water,Water,Water,Water,Water,NULL,NULL,Wetland
967,Water,Water,Water,Water,Water,NULL,NULL,Bareland
968,Water,Water,Water,Water,Water,NULL,NULL,Water
969,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
970,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
971,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
972,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
974,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
975,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
980,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
981,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
982,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
986,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
989,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
990,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
991,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
992,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
993,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
994,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
995,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
997,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
998,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1000,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1002,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1007,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1008,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1009,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1012,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
