Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
682,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
683,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
684,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
685,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
686,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
687,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
688,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
689,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
690,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
691,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
692,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
693,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
696,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
697,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
699,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
700,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
701,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
702,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
703,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
704,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
705,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
706,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
707,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
708,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
709,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
710,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
711,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
712,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
713,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
714,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
715,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
716,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
717,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
718,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
719,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
720,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
721,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
722,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
723,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
724,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
725,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
726,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
727,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
728,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
729,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
730,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
731,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
732,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
733,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
734,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
735,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
736,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
737,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
738,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
739,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
740,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
741,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
742,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
743,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
744,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
745,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
746,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
747,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
748,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
749,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
750,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
751,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
752,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
753,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
754,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
755,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
756,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
757,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
758,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
759,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
760,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
764,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
765,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
766,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
767,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
768,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
769,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
770,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
771,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
772,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
773,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
774,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
775,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
776,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
777,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
778,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
779,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
780,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
781,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
782,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
783,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
784,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
785,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
786,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
787,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
788,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
789,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
790,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
791,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
792,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
793,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
794,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
795,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
796,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
797,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
798,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
799,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
800,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
801,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
802,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
803,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
804,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
805,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
806,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
807,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
808,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
809,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
810,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
811,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
812,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
813,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
814,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
815,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
816,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
817,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
818,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
819,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
820,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
821,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
822,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
823,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
824,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
825,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
826,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
827,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
828,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
830,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
834,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
835,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
836,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
837,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
838,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
839,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
840,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
841,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
842,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
847,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
848,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
849,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
850,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
851,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
852,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
853,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
854,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
855,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
856,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
857,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
858,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
859,Cropland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
860,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
861,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
862,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
863,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
864,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
865,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
866,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
867,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
868,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
869,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
870,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
871,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
872,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
873,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
874,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
875,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
876,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
877,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
878,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
879,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
880,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
881,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
882,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
883,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
884,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
885,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
886,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
887,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
888,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
889,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
890,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
891,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
892,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
893,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
894,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
895,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
896,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
897,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
898,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
899,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
900,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
901,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
902,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
903,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
904,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
905,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
906,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
907,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
908,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
909,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
910,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
911,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
912,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
913,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
914,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
915,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
916,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
917,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
918,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
919,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
920,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
921,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
922,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
923,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
924,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
925,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
926,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
927,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
928,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
929,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
930,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
931,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
932,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
933,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
934,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
935,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
936,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
937,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
938,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
939,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
940,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
941,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
942,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
943,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
944,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
945,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
946,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
947,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
948,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
949,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
950,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
951,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
952,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
953,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
954,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
955,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
956,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
957,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
958,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
959,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
960,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
961,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
962,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
963,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
964,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
965,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
966,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
967,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
968,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
969,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
970,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
971,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
972,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
973,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
974,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
975,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
976,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
977,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
978,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
979,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
980,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
981,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
982,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
983,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
984,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
985,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
986,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
987,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
988,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
989,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
990,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
991,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
992,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
993,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
994,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
995,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
996,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
997,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
998,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
999,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1000,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1001,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1002,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1003,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1004,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1005,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1006,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1007,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1008,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1009,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1010,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
1011,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1012,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1013,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
