Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCE_M_R
704,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
706,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
708,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
709,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
711,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
712,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
714,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
715,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
716,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
717,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
718,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
719,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
720,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
722,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
723,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
724,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
725,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
726,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
727,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
728,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
729,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
730,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
731,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
732,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
733,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
734,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
735,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
736,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
738,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
739,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
740,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
741,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
742,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
743,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
744,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
745,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
746,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
747,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
748,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
749,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
750,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
751,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
752,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
753,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
754,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
755,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
756,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
757,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
758,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
759,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
760,Water,Water,Water,NULL,Water,NULL,NULL,Water
761,Water,Water,Water,NULL,Water,NULL,NULL,Forest
762,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
763,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
764,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
765,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
766,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
767,Water,Water,Water,Water,Water,NULL,NULL,Grassland
768,Water,Water,Water,Water,Water,NULL,NULL,Wetland
769,Water,Water,Water,Water,Water,NULL,NULL,Bareland
770,Water,Water,Water,Water,Water,NULL,NULL,Water
771,Water,Water,Water,Water,Water,NULL,NULL,Forest
772,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
774,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
775,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
776,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
777,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
779,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
780,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
781,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
783,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
784,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
785,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
786,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
787,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
791,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
792,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
794,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
797,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
798,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
799,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
800,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
801,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
802,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
803,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
804,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
805,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
806,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
807,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
808,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
809,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
810,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
811,Water,Forest,Water,NULL,Water,NULL,NULL,Water
812,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
813,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
814,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
815,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
816,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
817,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
818,Water,Forest,Water,Water,Water,NULL,NULL,Water
819,Water,Forest,Water,Water,Water,NULL,NULL,Forest
820,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
821,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
822,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
824,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
826,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
828,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
831,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
832,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
833,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
835,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
836,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
837,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
838,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
839,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
841,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
842,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
843,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
844,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
845,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
846,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
847,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
849,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
850,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
851,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
852,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
853,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
854,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
855,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
856,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
857,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
858,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
859,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
860,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
861,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
862,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
864,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
865,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
866,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
867,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
868,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
869,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
870,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
871,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
872,Forest,NULL,Water,Water,Water,NULL,NULL,Water
873,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
874,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
875,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
876,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
877,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
878,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
879,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
881,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
882,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
883,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
884,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
885,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
886,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
888,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
889,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
891,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
893,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
894,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
895,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
896,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
897,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
898,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
899,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
900,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
901,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
903,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
905,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
907,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
908,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
910,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
911,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
912,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
914,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
916,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
917,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
918,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
919,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
920,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
922,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
923,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
924,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
925,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
926,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
927,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
928,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
929,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
930,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
931,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
932,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
933,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
934,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
935,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
936,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
937,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
938,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
939,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
940,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
941,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
942,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
943,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
944,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
945,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
946,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
947,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
948,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
949,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
950,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
951,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
953,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
955,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
956,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
957,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
959,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
960,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
961,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
963,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
964,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
965,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
966,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
967,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
968,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
969,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
970,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
971,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
972,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
974,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
977,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
979,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
980,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
981,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
984,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
985,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
987,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
988,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
989,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
990,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
991,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
992,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
994,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
995,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
996,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
997,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
998,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
999,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1000,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1001,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1002,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1003,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1004,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1005,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1006,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1007,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1008,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1009,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1011,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1012,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1014,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1015,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1016,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1017,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1018,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1019,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1020,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1021,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1022,Forest,Water,Water,Water,Water,NULL,NULL,NULL
1023,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1024,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1025,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1026,Forest,Water,Water,Water,Water,NULL,NULL,Water
1027,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1028,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1030,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1031,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1032,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1034,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1035,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1037,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1038,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1039,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1040,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1042,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1044,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1046,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1048,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1050,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1052,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1053,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1054,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1056,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1057,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1059,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1061,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1062,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1063,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1065,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1067,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
