Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZP_M_R
1694,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1695,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1696,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1697,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1698,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1699,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1700,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1701,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1702,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
1703,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1704,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1705,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1706,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1707,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1708,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1709,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1710,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1711,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1712,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1713,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1714,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1715,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1716,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
1736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1744,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1745,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1746,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1747,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1748,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1749,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1750,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
1751,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1752,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1753,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1754,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1755,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1756,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
1757,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1758,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1760,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1761,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1762,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1763,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1764,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1765,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1766,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1767,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1768,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
1769,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1770,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1771,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
1772,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1773,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
1774,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1775,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1776,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1777,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1778,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1779,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1780,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1782,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1783,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1784,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1785,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1786,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1787,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1788,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1789,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1790,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1791,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1792,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1793,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
1794,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1795,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1796,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1797,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1798,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1799,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1800,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1801,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
1802,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1803,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1804,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
1805,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
1806,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1807,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1808,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
1809,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1810,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
1811,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1812,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1813,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1814,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1815,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1816,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1817,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1818,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1819,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1820,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1821,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1822,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1823,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1824,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1825,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1826,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
1827,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1828,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1829,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1830,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1831,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1832,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1833,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1834,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1835,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1836,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1837,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
1838,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1839,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1840,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1841,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1842,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1843,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1844,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1845,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1846,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1847,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1848,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1849,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1850,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1851,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1852,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1853,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1854,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1855,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1856,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1857,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1858,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1859,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1860,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1861,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1862,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
1863,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1864,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1865,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1867,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1868,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1869,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1870,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1871,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1872,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1873,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1874,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1875,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1876,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1877,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1878,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1879,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1880,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1881,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1882,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1883,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1884,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1885,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1886,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1887,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
1888,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
1889,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1890,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1891,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1892,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1893,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1894,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1895,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1896,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1897,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1898,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1899,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1900,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1901,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1902,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1903,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1904,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
1905,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
1906,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1907,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1908,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1909,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1910,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1911,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1912,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1913,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1914,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
1915,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1916,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1917,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1918,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1919,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1920,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1921,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1922,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1923,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1924,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1925,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1926,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1927,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1928,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
1929,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1930,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1931,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
1932,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1933,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
1934,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1935,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1936,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1937,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
1938,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1939,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1940,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1941,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1942,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1943,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1944,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1945,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1946,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1947,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1948,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1949,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1950,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1951,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1952,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1953,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1954,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1955,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1956,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1957,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1958,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1959,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1960,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1961,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1962,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1963,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1964,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1965,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1966,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1967,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1968,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1969,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1970,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1971,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1972,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1973,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1974,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1975,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1976,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1977,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1978,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1979,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
1980,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1981,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1982,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1983,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
1984,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1985,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1986,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1987,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1988,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1989,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1990,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1991,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1992,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1993,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1994,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1995,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1996,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1997,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1998,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1999,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2000,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2001,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2002,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2003,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2004,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2005,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2006,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2007,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2008,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2009,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2010,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2011,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2012,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2013,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
