Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R
1453,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1454,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1455,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1456,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1457,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1460,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1461,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1462,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1463,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1464,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1466,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1467,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1468,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1469,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1472,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1473,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1474,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1476,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1477,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1478,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1479,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1480,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1482,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1483,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1484,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1485,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1486,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1487,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1488,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1490,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1492,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1493,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1494,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1496,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1499,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1500,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1501,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1502,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1503,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1504,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1505,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1506,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1507,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1508,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1509,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1511,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1512,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1513,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1514,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1515,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1516,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1517,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1518,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1519,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1520,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1521,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1522,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1523,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1525,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1526,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1527,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1528,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1529,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1530,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1531,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1532,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1533,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1534,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1535,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1537,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1538,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1539,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1540,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1541,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1542,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1543,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1544,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1546,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1547,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1548,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1549,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1550,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1551,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1552,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1553,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1554,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1555,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1556,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1557,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1558,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1559,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1560,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1561,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1562,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1563,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1564,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1567,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1568,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1569,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1570,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1571,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1573,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1574,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1575,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1576,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1578,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1579,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1580,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1581,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1582,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1583,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1585,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1587,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1588,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1589,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1590,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1591,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1592,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1593,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1594,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1595,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1596,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1597,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1598,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1599,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1600,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1601,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1602,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1603,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1604,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1606,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1607,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1608,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1609,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1610,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1611,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1612,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1613,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1614,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1615,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1616,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1617,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1618,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1620,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1621,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1622,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1623,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1625,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1626,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1627,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1628,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1629,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1630,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1631,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1632,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1633,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1634,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1635,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1637,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1639,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1640,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1641,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1642,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1643,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1644,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1645,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1646,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1647,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1648,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1649,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1650,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1651,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1652,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1653,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1654,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1655,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1656,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1657,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1658,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1659,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1660,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1661,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1662,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1663,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1664,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1665,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1666,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1667,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1668,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1669,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1670,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1672,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1673,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1674,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1675,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1676,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1677,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1678,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1679,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1680,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1681,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1682,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1683,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1684,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1685,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1686,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1687,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1688,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1689,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1690,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1691,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1692,Water,NULL,Water,Water,Water,NULL,NULL,Water
1693,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1694,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1695,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1696,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1697,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1699,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1700,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1701,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1702,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1703,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1704,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1705,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1706,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1707,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1708,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1709,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1710,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1711,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1713,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1714,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1715,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1717,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1719,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1720,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1722,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1723,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1724,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1726,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1727,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1728,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1729,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1731,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1732,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1733,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1734,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1735,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1736,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1737,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1738,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1739,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1741,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1742,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1743,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1744,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1745,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1746,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1747,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1748,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1749,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1750,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1751,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1753,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1754,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1755,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1756,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1758,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1760,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1761,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1763,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1764,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1765,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1766,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1767,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1768,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1769,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1770,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1771,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1772,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1773,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1774,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1775,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1776,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1777,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1778,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1779,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1780,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1781,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1782,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1783,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1784,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1785,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1786,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1788,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1790,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1793,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1794,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1795,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1796,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1797,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1798,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1799,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
