Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
4382,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
4383,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
4384,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4385,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4386,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4387,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4388,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4389,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4390,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4391,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4392,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4393,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4394,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4395,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4396,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4397,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
4398,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
4399,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4400,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4401,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4402,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4403,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4404,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4405,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4406,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4407,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4408,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4409,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4410,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4411,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4412,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4413,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4414,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4415,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4416,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4417,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4418,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4419,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4420,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
4421,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4422,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
4423,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4424,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4425,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4426,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4427,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4428,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4429,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4430,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4431,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4432,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4433,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4434,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4435,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4436,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4437,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4438,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4439,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4440,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4441,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4442,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4443,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4444,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4445,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4446,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4447,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4448,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4449,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4450,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4451,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4452,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4453,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4454,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4455,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4456,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4457,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4458,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4459,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4460,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
4461,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4462,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4463,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4464,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4465,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4466,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4467,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4468,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4469,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4470,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4471,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4472,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4473,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4474,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4475,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4476,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4477,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4478,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4479,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4480,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4481,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4482,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4483,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4484,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4485,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4486,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4487,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Water
4488,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4489,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4490,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4491,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4492,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4493,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4494,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4495,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4496,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4497,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4498,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4499,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
4500,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4501,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4502,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4503,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4504,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4505,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4506,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4507,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4508,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4509,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4510,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4511,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4512,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
4513,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4514,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4515,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4516,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
4517,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4518,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4519,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4520,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4521,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4522,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
4523,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4524,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
4525,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
4526,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
4527,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4528,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4529,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4530,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4531,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4532,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4533,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4534,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4535,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4536,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4537,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4538,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4539,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4540,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4541,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4542,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4543,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4544,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4545,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4546,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4547,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4548,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4549,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4550,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4551,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4552,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
4553,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Bareland
4554,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
4555,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4556,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4557,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4558,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4559,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4560,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4561,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4562,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4563,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4564,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
4565,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4566,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4567,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4568,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
4569,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4570,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
4571,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4572,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4573,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4574,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4575,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4576,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4577,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4578,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4579,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4580,Water,Water,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
4581,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
4582,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
4583,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4584,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
4585,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
4586,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4587,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4588,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
4589,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4590,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4591,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
4592,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
4593,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
4594,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4595,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
4596,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
4597,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
4598,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4599,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
4600,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4601,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4602,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4603,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4604,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4605,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4606,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4607,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4608,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4609,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4610,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4611,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4612,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4613,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4614,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4615,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4616,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4617,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4618,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4619,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4620,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4621,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4622,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4623,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4624,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4625,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4626,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4627,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4628,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4629,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
4630,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4631,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4632,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4633,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4634,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4635,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4636,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4637,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4638,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4639,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4640,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
4641,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4642,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
4643,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4644,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
4645,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4646,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
4647,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4648,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
4649,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4650,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
4651,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4652,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4653,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4654,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4655,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4656,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4657,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4658,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4659,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4660,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4661,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4662,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
4663,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4664,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4665,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4666,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4667,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4668,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4669,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4670,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4671,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4672,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4673,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4674,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4675,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4676,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4677,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
4678,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
4679,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4680,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4681,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4682,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4683,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4684,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4685,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4686,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4687,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Forest
4688,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
4689,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4690,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
4691,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
4692,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4693,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4694,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4695,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4696,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4697,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4698,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4699,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4700,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4701,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4702,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4703,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4704,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4705,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4706,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4707,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4708,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4709,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
4710,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4711,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4712,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4713,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4714,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4715,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4716,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4717,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4718,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4719,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4720,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4721,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4722,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4723,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
4724,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
4725,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4726,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4727,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4728,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4729,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4730,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4731,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4732,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4733,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4734,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
4735,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
4736,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
