Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHP_M_R
5564,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5565,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
5575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5636,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5637,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5638,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5639,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5640,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5641,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5651,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5652,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
5654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5680,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5681,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5682,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5683,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5684,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5685,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5686,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5687,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5688,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5706,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5707,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5708,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5709,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5710,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5711,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5712,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5713,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5714,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5715,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5716,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
5717,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5718,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5719,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5720,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5721,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5722,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5723,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5724,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5725,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5726,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5727,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5728,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5729,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5730,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5731,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5732,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5733,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5734,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5735,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5736,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5737,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5738,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5739,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5740,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5741,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5742,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5743,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5744,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5745,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5746,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5747,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
5748,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5749,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5750,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5751,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
5752,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5753,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
5754,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5755,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5761,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5762,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5763,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
5764,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5765,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5766,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5767,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5768,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5769,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5770,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5771,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5772,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5773,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5774,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5775,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5776,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5777,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5779,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5780,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5781,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5782,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5783,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5784,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5785,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5786,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5787,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5788,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5789,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5790,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5791,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5792,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5793,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5794,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5795,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5796,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5797,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5798,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5799,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5800,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5807,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5808,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
5835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
5866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
