Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
10780,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
10781,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10782,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10783,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10784,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10785,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10786,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10787,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
10788,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10789,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10790,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10791,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10792,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
10793,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10794,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10795,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10796,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10797,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10798,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10799,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10800,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
10801,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10802,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10803,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10804,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10805,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10806,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10807,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10808,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10809,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10810,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10811,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
10812,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10813,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10814,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10815,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10816,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10817,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10818,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10819,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10820,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10821,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10822,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10823,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10824,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
10825,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
10826,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10827,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10828,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
10829,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10830,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10831,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10832,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
10833,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10834,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10835,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10836,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10837,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10838,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10839,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10840,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10841,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10842,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10843,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10844,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10845,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10846,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
10847,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10848,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10849,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10850,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10851,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10852,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10853,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10854,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
10855,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10856,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10857,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
10858,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
10859,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10860,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10861,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10862,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
10863,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10864,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
10865,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10866,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
10867,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
10868,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10869,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
10870,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10871,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10872,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
10873,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
10874,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
10875,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
10876,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
10877,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10878,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
10879,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
10880,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
10881,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
10882,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10883,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
10884,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
10885,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10886,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
10887,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
10888,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
10889,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10890,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
10891,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
10892,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
10893,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
10894,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
10895,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
10896,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10897,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
10898,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10899,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
10900,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
10901,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
10902,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
10903,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10904,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10905,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
10906,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
10907,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10908,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10909,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10910,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10911,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10912,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10913,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10914,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10915,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10916,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
10917,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10918,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10919,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10920,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
10921,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
10922,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
10923,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10924,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10925,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10926,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
10927,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
10928,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
10929,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10930,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10931,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10932,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10933,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
10934,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10935,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10936,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10937,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10938,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10939,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10940,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10941,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
10942,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10943,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10944,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
10945,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10946,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10947,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10948,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
10949,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10950,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10951,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
10952,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10953,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10954,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10955,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
10956,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10957,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10958,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10959,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
10960,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
10961,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
10962,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10963,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10964,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10965,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10966,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10967,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
10968,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10969,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
10970,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10971,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10972,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10973,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
10974,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10975,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10976,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10977,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10978,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
10979,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10980,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10981,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
10982,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10983,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
10984,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10985,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
10986,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
10987,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10988,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10989,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10990,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
10991,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10992,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
10993,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10994,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10995,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
10996,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10997,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10998,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10999,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11000,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11001,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11002,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11003,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11004,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11005,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11006,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11007,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11008,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
11009,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11010,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11011,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
11012,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11013,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11014,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11015,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11016,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
11017,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11018,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
11019,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11020,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11021,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11022,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
11023,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11024,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11025,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11026,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11027,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11028,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11029,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
11030,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11031,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
11032,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11033,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
11034,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
11035,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11036,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11037,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11038,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11039,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11040,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11041,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11042,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11043,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11044,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11045,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11046,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11047,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11048,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11049,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11050,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
11051,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11052,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
11053,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11054,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11055,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
11056,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
11057,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11058,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11059,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
11060,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11061,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11062,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11063,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11064,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
11065,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
11066,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11067,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11068,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11069,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
11070,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
11071,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11072,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
11073,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
11074,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Water
11075,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11076,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11077,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
11078,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11079,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
11080,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11081,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
11082,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
11083,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
11084,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
11085,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
11086,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
11087,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
11088,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
11089,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
11090,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11091,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
11092,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11093,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
11094,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11095,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11096,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
11097,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
11098,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11099,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
11100,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
11101,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
11102,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
11103,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
11104,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
11105,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
11106,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11107,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
