Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDE_M_R
697,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
698,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
699,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
700,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
702,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
703,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
704,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
705,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
706,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
707,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
708,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
709,Water,NULL,Water,NULL,Water,NULL,NULL,Water
710,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
711,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
712,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
713,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
714,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
715,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
716,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
717,Water,NULL,Water,Water,Water,NULL,NULL,Water
718,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
719,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
720,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
721,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
722,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
723,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
724,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
726,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
727,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
728,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
729,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
732,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
733,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
735,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
736,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
738,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
739,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
740,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
741,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
742,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
743,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
744,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
745,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
746,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
747,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
748,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
749,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
750,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
751,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
752,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
753,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
754,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
755,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
756,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
757,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
758,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
759,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
760,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
761,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
762,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
763,Water,Wetland,Water,Water,Water,NULL,NULL,Water
764,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
765,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
766,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
767,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
768,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
770,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
772,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
773,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
774,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
777,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
779,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
780,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
781,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
782,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
783,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
784,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
785,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
786,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
787,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
788,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
789,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
791,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
792,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
793,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
794,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
795,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
796,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
797,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
798,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
799,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
800,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
801,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
802,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
803,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
804,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
805,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
806,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
807,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
808,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
809,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
810,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
811,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
812,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
813,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
814,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
815,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
816,Water,Bareland,Water,Water,Water,NULL,NULL,Water
817,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
818,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
820,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
821,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
822,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
825,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
826,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
827,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
828,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
829,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
830,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
831,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
832,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
833,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
834,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
835,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
836,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
837,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
838,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
839,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
840,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
843,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
844,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
847,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
848,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
849,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
850,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
851,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
852,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
853,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
854,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
856,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
857,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
858,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
859,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
861,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
862,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
863,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
864,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
865,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
866,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
867,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
868,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
869,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
871,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
872,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
873,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
874,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
875,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
876,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
877,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
878,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
879,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
880,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
881,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
882,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
883,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
884,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
885,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
886,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
888,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
889,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
890,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
891,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
892,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
893,Water,Water,Water,NULL,Water,NULL,NULL,Water
894,Water,Water,Water,NULL,Water,NULL,NULL,Forest
895,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
896,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
897,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
898,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
899,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
900,Water,Water,Water,Water,Water,NULL,NULL,Grassland
901,Water,Water,Water,Water,Water,NULL,NULL,Wetland
902,Water,Water,Water,Water,Water,NULL,NULL,Bareland
903,Water,Water,Water,Water,Water,NULL,NULL,Water
904,Water,Water,Water,Water,Water,NULL,NULL,Forest
905,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
906,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
907,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
908,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
909,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
911,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
912,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
914,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
915,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
916,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
917,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
918,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
920,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
921,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
922,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
923,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
925,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
926,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
927,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
928,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
930,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
933,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
934,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
935,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
936,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
937,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
938,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
939,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
940,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
941,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
942,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
943,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
944,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
945,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
946,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
947,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
948,Water,Forest,Water,NULL,Water,NULL,NULL,Water
949,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
950,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
951,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
952,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
953,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
954,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
955,Water,Forest,Water,Water,Water,NULL,NULL,Water
956,Water,Forest,Water,Water,Water,NULL,NULL,Forest
957,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
958,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
959,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
960,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
962,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
963,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
964,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
965,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
966,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
967,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
969,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
970,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
971,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
972,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
973,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
974,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
978,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
979,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
980,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
981,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
984,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
985,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
987,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
988,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
989,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
990,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
991,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
992,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
994,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
996,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
997,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
998,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
999,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1000,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1001,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1002,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1003,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1004,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1005,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1006,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1007,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1008,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1009,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1010,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1011,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1015,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1016,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1018,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1021,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1022,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1023,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1024,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1025,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1026,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1027,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1028,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1029,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1030,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1031,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1032,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1033,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1035,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1036,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1037,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1038,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1040,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1041,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1042,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1043,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1044,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1045,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1047,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1049,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1053,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1055,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1059,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1061,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1063,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1065,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
