Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZQ_M_R
1076,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1077,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1078,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1079,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1080,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1081,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
1082,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1083,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1084,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1085,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1086,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Forest,Water
1087,Bareland,Bareland,NULL,Water,Non_Wetland,Built-up,Grassland,Bareland
1088,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1089,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1090,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Bareland
1091,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
1092,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1093,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1094,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1095,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1096,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1097,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1098,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1099,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1100,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1101,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1102,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1103,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1104,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1105,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
1106,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1107,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
1108,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up,Bareland,Water
1109,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
1110,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1111,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1112,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1113,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1114,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1115,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
1116,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Water
1117,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1118,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
1119,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1120,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
1121,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1122,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
1123,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1124,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1125,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1126,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1127,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1128,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1129,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1130,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
1131,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1132,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
1133,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
1134,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
1135,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Bareland,Bareland
1136,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Water,Grassland
1137,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
1138,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
1139,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1140,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Grassland
1141,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Bareland
1142,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Water
1143,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Forest
1144,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1145,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1146,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1147,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
1148,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Bareland
1149,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Water
1150,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Bareland
1151,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up,Built-up,Water
1152,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Water
1153,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Bareland
1154,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
1155,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Bareland
1156,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1157,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
1158,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1159,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Bareland
1160,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1161,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1162,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1163,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1164,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1165,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
1166,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1167,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1168,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1169,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1170,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Forest,Bareland
1171,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
1172,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
1173,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Bareland
1174,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Water
1175,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
1176,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up,Water,Water
1177,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
1178,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1179,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
1180,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1181,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Bareland
1182,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Water
1183,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Forest
1184,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
1185,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
1186,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
1187,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
1188,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
1189,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1190,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1191,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
1192,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
1193,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Forest,Water
1194,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
1195,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1196,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1197,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1198,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
1199,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1200,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Forest,Water
1201,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
1202,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Grassland
1203,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Bareland
1204,Bareland,Bareland,Water,NULL,Water,Built-up,Water,Water
1205,Bareland,Bareland,Water,NULL,Water,Built-up,Forest,Bareland
1206,Bareland,Bareland,Water,NULL,Water,Built-up,Forest,Water
1207,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Water
1208,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Forest
1209,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Bareland
1210,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
1211,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
1212,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
1213,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1214,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
1215,Bareland,Bareland,Water,NULL,Water,Water,Forest,Bareland
1216,Bareland,Bareland,Water,NULL,Water,Water,Forest,Water
1217,Bareland,Bareland,Water,NULL,Water,Water,Forest,Forest
1218,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Water
1219,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1220,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Water
1221,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Forest
1222,Bareland,Bareland,Water,Non_Water,Water,Built-up,Bareland,Bareland
1223,Bareland,Bareland,Water,Non_Water,Water,Built-up,Forest,Bareland
1224,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Water
1225,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Forest
1226,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1227,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1228,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
1229,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1230,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
1231,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Bareland
1232,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Water
1233,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Forest
1234,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
1235,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
1236,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1237,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
1238,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1239,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1240,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Grassland
1241,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Bareland
1242,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
1243,Bareland,Bareland,Water,Water,Water,Built-up,Grassland,Water
1244,Bareland,Bareland,Water,Water,Water,Built-up,Built-up,Bareland
1245,Bareland,Bareland,Water,Water,Water,Built-up,Built-up,Water
1246,Bareland,Bareland,Water,Water,Water,Built-up,Water,Water
1247,Bareland,Bareland,Water,Water,Water,Water,Grassland,Bareland
1248,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
1249,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
1250,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1251,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
1252,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1253,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1254,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1255,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1256,Bareland,Bareland,Water,Water,Water,Water,Forest,Grassland
1257,Bareland,Bareland,Water,Water,Water,Water,Forest,Bareland
1258,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
1259,Bareland,Bareland,Water,Water,Water,Water,Forest,Forest
1260,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1261,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1262,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
1263,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1264,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1265,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
1266,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1267,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Water,Water
1268,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
1269,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1270,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1271,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Water
1272,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1273,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1274,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1275,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Bareland
1276,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1277,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
1278,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1279,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Water
1280,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1281,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1282,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1283,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1284,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1285,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1286,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1287,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
1288,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1289,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1290,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
1291,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1292,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1293,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1294,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1295,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1296,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1297,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Water
1298,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1299,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
1300,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
1301,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Water
1302,Bareland,Bareland,Forest,Water,Non_Wetland,Built-up,Water,Water
1303,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Water
1304,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1305,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
1306,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
1307,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
1308,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1309,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Forest
1310,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
1311,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Forest
1312,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1313,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
1314,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1315,Bareland,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Water
1316,Bareland,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Forest
1317,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
1318,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Water
1319,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up,Grassland,Water
1320,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1321,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Water
1322,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1323,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
1324,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1325,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Grassland,Water
1326,Bareland,Built-up,Water,NULL,Water,Bareland,Forest,Forest
1327,Bareland,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
1328,Bareland,Built-up,Water,NULL,Water,Built-up,Water,Grassland
1329,Bareland,Built-up,Water,NULL,Water,Built-up,Forest,Water
1330,Bareland,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
1331,Bareland,Built-up,Water,Water,Water,Built-up,Grassland,Grassland
1332,Bareland,Built-up,Water,Water,Water,Built-up,Grassland,Bareland
1333,Bareland,Built-up,Water,Water,Water,Built-up,Bareland,Bareland
1334,Bareland,Built-up,Water,Water,Water,Built-up,Bareland,Forest
1335,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Water
1336,Bareland,Built-up,Water,Water,Water,Built-up,Water,Grassland
1337,Bareland,Built-up,Water,Water,Water,Built-up,Water,Water
1338,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1339,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Water
1340,Bareland,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
1341,Bareland,Built-up,Forest,Water,Non_Wetland,Water,Forest,Water
1342,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1343,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1344,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1345,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1346,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1347,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1348,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1349,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1350,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1351,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1352,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1353,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1354,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1355,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1356,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
1357,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1358,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1359,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1360,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1361,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
1362,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1363,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1364,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1365,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1366,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
1367,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
1368,Bareland,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
1369,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
1370,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1371,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1372,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1373,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1374,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1375,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
1376,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1377,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1378,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1379,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1380,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1381,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
1382,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1383,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
1384,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
1385,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1386,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
1387,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
1388,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1389,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1390,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1391,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1392,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1393,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
1394,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1395,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1396,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1397,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
1398,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1399,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1400,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1401,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1402,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1403,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1404,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1405,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1406,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1407,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1408,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1409,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1410,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1411,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1412,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1413,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1414,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1415,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
1416,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
