Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTR_M_R
690,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
691,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
692,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
693,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
694,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
695,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
696,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
697,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
698,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
699,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
700,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
701,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
702,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
703,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
704,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
705,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
706,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
707,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
708,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
709,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
710,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
711,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
712,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
713,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
714,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
715,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
716,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
717,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
718,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
719,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
720,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
721,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
722,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
726,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
727,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
728,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
729,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
731,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
732,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
733,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
734,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
735,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
736,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
737,Bareland,NULL,Water,NULL,Water,NULL,NULL,Built-up
738,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
739,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
740,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
741,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
742,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
743,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
744,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
745,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
746,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
747,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
748,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
749,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
750,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
751,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
752,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
753,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
754,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
755,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
756,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
757,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
758,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
760,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
761,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
762,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
763,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
765,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
766,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
768,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
769,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
770,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
771,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
772,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
773,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
774,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
775,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
776,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
777,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
778,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
779,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
780,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
781,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
782,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
783,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
784,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
786,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
787,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
788,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
789,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
790,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
791,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
792,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
793,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
794,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
795,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
796,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
798,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
799,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
800,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
801,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
802,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
803,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
804,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
805,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
806,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
807,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
808,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
809,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
810,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
811,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
812,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
813,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
814,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
815,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
816,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
817,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
818,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
820,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
821,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
823,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
824,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
825,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
826,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
828,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
829,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
830,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
831,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
832,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
833,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
834,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
835,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
836,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
837,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
838,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
839,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
840,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
841,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
842,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
843,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
844,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
845,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
846,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
847,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
848,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
849,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
850,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
851,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
852,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
853,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
854,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
856,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
857,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
858,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
859,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
860,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
861,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
863,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
864,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
865,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
866,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
867,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
869,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
870,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
871,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
872,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
873,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
874,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
875,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
876,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
877,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
878,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
879,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
880,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
881,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
882,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
883,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
884,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
885,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
886,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
887,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
889,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
890,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
891,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
892,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
893,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
894,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
895,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
896,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
897,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
898,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
899,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
900,Water,NULL,Water,NULL,Water,NULL,NULL,Water
901,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
902,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
903,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
904,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
905,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
906,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
907,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
908,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
909,Water,NULL,Water,Water,Water,NULL,NULL,NULL
910,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
911,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
912,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
913,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
914,Water,NULL,Water,Water,Water,NULL,NULL,Water
915,Water,NULL,Water,Water,Water,NULL,NULL,Forest
916,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
917,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
918,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
919,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
920,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
921,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
922,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
923,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
924,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
926,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
927,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
928,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
929,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
931,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
932,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
933,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
934,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
935,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
936,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
937,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
938,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
939,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
940,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
941,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
942,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
944,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
945,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
947,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
948,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
949,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
951,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
952,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
953,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
954,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
955,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
956,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
957,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
958,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
959,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
960,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
961,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
962,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,NULL
963,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
964,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
965,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
966,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
967,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
968,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
969,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
970,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
971,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
972,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
973,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
974,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
975,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
979,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
980,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
981,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
982,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
983,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
984,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
985,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
986,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
987,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
989,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
990,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
992,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
994,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
995,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
996,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
997,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
998,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1003,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1006,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1010,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1011,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1012,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1013,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1014,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1017,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1020,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1022,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1023,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1024,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1026,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1027,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1029,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1030,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1032,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1034,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1035,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1036,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1037,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1038,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
