Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
7017,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7018,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7019,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7020,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
7021,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7022,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7023,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
7024,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
7025,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
7026,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
7027,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7028,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7029,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
7030,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7031,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7032,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7033,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7034,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
7035,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7036,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7037,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7038,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7039,Cropland,Water,Water,Water,Water,Bareland,Water,Bareland
7040,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7041,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7042,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7043,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7044,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7045,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7046,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7047,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7048,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7049,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7050,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7051,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7052,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7053,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7054,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7055,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7056,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7057,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
7058,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
7059,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7060,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7061,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7062,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7063,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7064,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7065,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7066,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7067,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7068,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7069,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7070,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7071,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7072,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7073,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7074,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7075,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7076,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7077,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7078,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7079,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7080,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7081,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7082,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7083,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7084,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7085,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7086,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7087,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7088,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7089,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7090,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7091,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7092,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7093,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
7094,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7095,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7096,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7097,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7098,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7099,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7100,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7101,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7102,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7103,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7104,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7105,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7106,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7107,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7108,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7109,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7110,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7111,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7112,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7113,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
7114,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
7115,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7116,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7117,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7118,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7119,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7120,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7121,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7122,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7123,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7124,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7125,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7126,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7127,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7128,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7129,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7130,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7131,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7132,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7133,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7134,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7135,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7136,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7137,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7138,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7139,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7140,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7141,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7142,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7143,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
7144,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7145,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7146,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7147,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7148,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7149,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7150,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7151,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7152,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7153,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7154,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7155,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7156,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7157,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7158,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7159,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7160,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7161,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7162,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7163,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7164,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
7165,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7166,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
7167,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7168,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7169,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7170,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7171,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
7172,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Bareland
7173,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7174,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7175,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7176,Cropland,Forest,Water,NULL,Water,Grassland,Forest,Forest
7177,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7178,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7179,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7180,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7181,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7182,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7183,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7184,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7185,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7186,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7187,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7188,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7189,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7190,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7191,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7192,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7193,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7194,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7195,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7196,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7197,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7198,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7199,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7200,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7201,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7202,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
7203,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7204,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7205,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7206,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7207,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7208,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7209,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7210,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7211,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7212,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7213,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
7214,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
7215,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
7216,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7217,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7218,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7219,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7220,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7221,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7222,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7223,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7224,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
7225,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7226,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7227,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7228,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7229,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7230,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7231,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7232,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7233,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7234,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7235,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7236,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
7237,Cropland,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
7238,Cropland,Forest,Forest,Water,Non_Wetland,Water,Water,Bareland
7239,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7240,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7241,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7242,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7243,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7244,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7245,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7246,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7247,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
7248,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7249,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
7250,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7251,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7252,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7253,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7254,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7255,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7256,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7257,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7258,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7259,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7260,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7261,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7262,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7263,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7264,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7265,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7266,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7267,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7268,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
7269,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7270,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7271,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7272,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7273,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
7274,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7275,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
7276,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
7277,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7278,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7279,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7280,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
7281,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
7282,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
7283,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7284,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
7285,Wetland,NULL,Water,NULL,Water,NULL,Water,Water
7286,Wetland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
7287,Wetland,NULL,Water,NULL,Water,Grassland,NULL,Water
7288,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7289,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Water
7290,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
7291,Wetland,NULL,Water,NULL,Water,Grassland,Water,Wetland
7292,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
7293,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Forest
7294,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
7295,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
7296,Wetland,NULL,Water,NULL,Water,Water,Grassland,Water
7297,Wetland,NULL,Water,NULL,Water,Forest,Water,Wetland
7298,Wetland,NULL,Water,NULL,Water,Forest,Water,Water
7299,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
7300,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
7301,Wetland,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
7302,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
7303,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Water
7304,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
7305,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
7306,Wetland,NULL,Water,Water,Water,NULL,Grassland,Water
7307,Wetland,NULL,Water,Water,Water,Grassland,NULL,Water
7308,Wetland,NULL,Water,Water,Water,Grassland,NULL,Forest
7309,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Forest
7310,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
7311,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
7312,Wetland,NULL,Water,Water,Water,Grassland,Forest,Wetland
7313,Wetland,NULL,Water,Water,Water,Wetland,NULL,Grassland
7314,Wetland,NULL,Water,Water,Water,Bareland,NULL,Water
7315,Wetland,NULL,Water,Water,Water,Bareland,Grassland,Water
7316,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
7317,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
7318,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
7319,Wetland,NULL,Water,Water,Water,Water,Water,Water
7320,Wetland,NULL,Water,Water,Water,Forest,Water,Wetland
7321,Wetland,NULL,Water,Water,Water,Forest,Water,Water
7322,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7323,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7324,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
7325,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7326,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7327,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7328,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7329,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
7330,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7331,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7332,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7333,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7334,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7335,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7336,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7337,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7338,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7339,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7340,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7341,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
7342,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7343,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7344,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7345,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7346,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7347,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7348,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
