Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
1499,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1500,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1501,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1502,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1503,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1504,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1505,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1506,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1507,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1508,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1509,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1510,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1511,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1512,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1513,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1514,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1515,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1516,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1517,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1518,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1519,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1520,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1521,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1522,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1523,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1524,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1525,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1527,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1528,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1529,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1530,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1531,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1532,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1533,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1534,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1535,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1536,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1537,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1538,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1539,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1541,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1542,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1543,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1545,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1547,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1548,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1550,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1551,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1552,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1553,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1554,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1555,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1556,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1557,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1558,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1559,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1560,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1561,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1562,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1564,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1565,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1566,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1567,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1568,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1569,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1570,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1571,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1572,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1573,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1574,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1575,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1576,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1577,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1580,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1581,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1583,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1584,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1587,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1588,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1589,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1590,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1591,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1592,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1594,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1595,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1597,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1598,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1600,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1601,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1602,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1603,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1604,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1605,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1607,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1609,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1610,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1611,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1612,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1613,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1614,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1615,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1617,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1618,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1619,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1620,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1621,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1622,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1623,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1624,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1627,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1628,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1630,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1631,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1632,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1633,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1635,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1636,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1637,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1638,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1639,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1640,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1641,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1642,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1643,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1644,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1645,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1646,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1648,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1649,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1650,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1651,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1653,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1654,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1655,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1657,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1658,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1659,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1660,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1661,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1662,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1663,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1664,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1665,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1666,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1667,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1668,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1669,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1670,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1671,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1672,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1673,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1674,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1675,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1677,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1678,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1679,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1681,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1682,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1683,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1685,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1686,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1687,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1690,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1691,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1692,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1693,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1694,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1695,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1697,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1698,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1699,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1700,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1701,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1702,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1703,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1704,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1705,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1706,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1707,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1708,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1709,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1710,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1711,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1712,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1713,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1715,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1716,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1717,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1718,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1719,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1720,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1721,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1722,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1724,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1725,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1726,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1729,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1731,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1733,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1737,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1738,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1739,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1740,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1741,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1742,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1743,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1744,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1745,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1746,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1747,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1748,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1749,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1750,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1751,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1752,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1753,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1754,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1755,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1756,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1757,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1758,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1759,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1761,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1763,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1764,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1765,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1767,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1768,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1769,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1770,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1771,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1772,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1773,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1774,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1775,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1776,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1777,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1778,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1779,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1780,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1781,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1782,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1784,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1785,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1788,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1789,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1790,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1791,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1792,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1793,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1794,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1795,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1796,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1797,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1798,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1802,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1803,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1804,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1805,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1806,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1807,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1808,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1809,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1810,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1812,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1813,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1814,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1815,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1816,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1817,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1818,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1819,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1820,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1821,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1822,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1823,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1824,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1825,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1826,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1827,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1828,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1829,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1830,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1831,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1832,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1833,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1834,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
