Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R
7627,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7628,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7629,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7630,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7631,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7632,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7633,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7634,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7635,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7636,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7637,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7638,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7639,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7640,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7641,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7642,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7643,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7644,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7645,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7646,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7647,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7648,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
7649,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7650,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7651,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7652,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7653,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7654,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
7655,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
7656,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
7657,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
7658,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7659,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
7660,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7661,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
7662,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7663,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7664,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7665,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7666,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
7667,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
7668,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
7669,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
7670,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
7671,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
7672,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7673,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7674,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7675,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7676,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7677,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7678,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7679,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
7680,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7681,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7682,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
7683,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
7684,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
7685,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
7686,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7687,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7688,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
7689,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
7690,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
7691,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
7692,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
7693,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
7694,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
7695,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
7696,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7697,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
7698,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
7699,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
7700,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
7701,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
7702,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
7703,Water,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
7704,Water,Cropland,Water,NULL,Water,Grassland,Water,Wetland
7705,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
7706,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
7707,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
7708,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
7709,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
7710,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
7711,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
7712,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
7713,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
7714,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
7715,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Water
7716,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
7717,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
7718,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
7719,Water,Cropland,Water,NULL,Water,Water,Grassland,Wetland
7720,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
7721,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
7722,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
7723,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
7724,Water,Cropland,Water,NULL,Water,Water,Water,Water
7725,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
7726,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
7727,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
7728,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
7729,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
7730,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
7731,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Water
7732,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
7733,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
7734,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
7735,Water,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
7736,Water,Cropland,Water,Water,Water,Grassland,Wetland,Grassland
7737,Water,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
7738,Water,Cropland,Water,Water,Water,Wetland,Grassland,Bareland
7739,Water,Cropland,Water,Water,Water,Wetland,Grassland,Forest
7740,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
7741,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
7742,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7743,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
7744,Water,Cropland,Water,Water,Water,Bareland,Water,Water
7745,Water,Cropland,Water,Water,Water,Water,Grassland,Water
7746,Water,Cropland,Water,Water,Water,Water,Grassland,Forest
7747,Water,Cropland,Water,Water,Water,Water,Water,Grassland
7748,Water,Cropland,Water,Water,Water,Water,Water,Water
7749,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7750,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7751,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7752,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7753,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7754,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7755,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7756,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7757,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7758,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7759,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7760,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7761,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7762,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7763,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7764,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
7765,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7766,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7767,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7768,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7769,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7770,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7771,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7772,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7773,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
7774,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7775,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
7776,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
7777,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7778,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7779,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7780,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7781,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7782,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7783,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7784,Water,Wetland,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
7785,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
7786,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7787,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7788,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
7789,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
7790,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7791,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7792,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7793,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7794,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7795,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7796,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7797,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7798,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7799,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7800,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
7801,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
7802,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7803,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
7804,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
7805,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
7806,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
7807,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
7808,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
7809,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
7810,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7811,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
7812,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
7813,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
7814,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7815,Water,Wetland,Water,Water,Water,Water,Water,Water
7816,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7817,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7818,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7819,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7820,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7821,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7822,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7823,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7824,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7825,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
7826,Water,Bareland,Water,Water,Water,Bareland,Water,Water
7827,Water,Bareland,Water,Water,Water,Water,Water,Water
7828,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7829,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7830,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7831,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7832,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7833,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7834,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
7835,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7836,Water,Built-up,Water,NULL,Water,Wetland,Grassland,Wetland
7837,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7838,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7839,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7840,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7841,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7842,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7843,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7844,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7845,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7846,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7847,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7848,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7849,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7850,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7851,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7852,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7853,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7854,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7855,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7856,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7857,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7858,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
7859,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7860,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
7861,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
7862,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7863,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7864,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7865,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7866,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7867,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7868,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7869,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7870,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
7871,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7872,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7873,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7874,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7875,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7876,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
7877,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
7878,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7879,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7880,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
7881,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7882,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7883,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7884,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
7885,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7886,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7887,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7888,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7889,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7890,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7891,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7892,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7893,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7894,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7895,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7896,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7897,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7898,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7899,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7900,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7901,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7902,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7903,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7904,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7905,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7906,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
7907,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7908,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7909,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7910,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7911,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7912,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7913,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7914,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7915,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7916,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
7917,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7918,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7919,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7920,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7921,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7922,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7923,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7924,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7925,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7926,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7927,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7928,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7929,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7930,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7931,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
7932,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7933,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7934,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7935,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7936,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7937,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7938,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7939,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7940,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7941,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7942,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7943,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7944,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7945,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7946,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7947,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7948,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7949,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7950,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7951,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7952,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7953,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7954,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7955,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7956,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7957,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7958,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
7959,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7960,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7961,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
7962,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7963,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7964,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7965,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
7966,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7967,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7968,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7969,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7970,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7971,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7972,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7973,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7974,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7975,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7976,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7977,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7978,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7979,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7980,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7981,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
