Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGT_M_R
1186,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1187,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1188,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1189,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1190,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1191,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1192,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1193,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1194,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1195,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1196,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1197,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1198,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1199,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1200,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1201,NULL,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1202,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1203,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1204,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1205,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1206,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1207,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1208,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1209,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1210,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1211,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1212,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1213,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1214,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1215,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1216,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1217,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1218,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1219,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1220,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1221,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1222,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1223,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1224,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1225,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1226,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1227,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1228,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1229,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1230,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1231,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1232,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1233,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1234,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1235,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1236,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1237,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1238,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1239,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1240,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1241,NULL,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1242,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1243,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1244,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1245,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1246,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1247,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1248,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1249,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1250,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1251,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1252,NULL,Forest,Water,NULL,Water,Water,Wetland,Grassland
1253,NULL,Forest,Water,NULL,Water,Water,Water,Forest
1254,NULL,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1255,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1256,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1257,NULL,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1258,NULL,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
1259,NULL,Forest,Water,Non_Water,Water,Water,Water,Grassland
1260,NULL,Forest,Water,Non_Water,Water,Water,Water,Water
1261,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1262,NULL,Forest,Water,Water,Water,Wetland,Wetland,Forest
1263,NULL,Forest,Water,Water,Water,Water,Wetland,Water
1264,NULL,Forest,Water,Water,Water,Water,Wetland,Forest
1265,NULL,Forest,Water,Water,Water,Water,Water,Grassland
1266,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1267,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1268,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1269,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1270,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1271,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1272,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1273,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1274,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1275,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1276,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1277,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1278,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1279,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1280,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1281,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1282,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1283,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1284,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1285,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1286,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1287,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1288,NULL,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1289,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1290,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1292,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1293,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1294,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1295,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1296,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1297,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1298,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1299,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1300,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1301,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1302,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1303,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1304,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1305,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1306,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1307,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1308,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1309,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1310,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1311,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
1312,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1313,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1314,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1315,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1316,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1317,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1318,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1319,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1320,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1321,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1322,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1323,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1324,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1325,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1326,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1327,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1328,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1329,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1330,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1331,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1332,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1333,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1334,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1335,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1336,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1337,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1338,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1339,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1340,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1341,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
1342,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1350,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1351,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1369,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1374,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1375,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1376,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1377,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1378,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1379,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1380,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1381,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1382,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1383,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1384,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1385,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1386,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1387,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1388,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1389,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1390,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1391,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1392,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1393,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1394,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1395,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1396,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1397,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1398,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1399,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1400,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1401,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1402,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1403,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1404,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1405,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1406,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1407,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1408,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1409,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1410,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1411,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1412,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1413,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1414,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1415,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1416,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1417,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1418,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1419,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1420,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1421,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1422,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1423,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1424,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1425,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1426,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1427,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1428,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1429,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1430,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1431,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1432,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1433,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1434,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1435,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1436,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1437,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1438,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1439,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1440,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1441,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1442,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1443,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1444,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1445,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1447,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1448,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1449,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1450,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1451,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1452,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1453,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1454,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1455,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1456,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
1457,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1458,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1459,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1460,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1461,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1462,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1463,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1464,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1465,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1466,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1467,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1468,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1469,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1470,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1475,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1476,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1477,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1478,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1479,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1480,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1481,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1482,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1483,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1484,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1485,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1486,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1487,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1488,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1489,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1490,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1491,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1492,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1493,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1494,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1495,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1496,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1497,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1498,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1499,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1500,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1501,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1502,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1503,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1504,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1505,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1506,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1507,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1508,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1509,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1510,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1511,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1512,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1513,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1514,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1515,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
