Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
1506,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
1507,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1508,NULL,Cropland,Water,NULL,Water,Grassland,Water,Grassland
1509,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
1510,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1511,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1512,NULL,Cropland,Water,Non_Water,Water,Bareland,Grassland,Bareland
1513,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1514,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1515,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1516,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1517,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1518,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1519,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1520,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1521,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1522,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1523,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1524,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1525,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1526,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1527,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1528,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1529,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1530,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1531,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1532,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1533,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1534,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1535,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1536,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1537,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1538,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1539,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1540,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1541,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1542,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1543,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1544,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
1545,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1546,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1547,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1548,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1549,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1550,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1551,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1552,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1553,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1554,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1555,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1556,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1557,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1558,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1559,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1560,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1561,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1562,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1563,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1564,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1565,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1566,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1567,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1568,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1569,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1570,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1571,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1572,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1573,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1574,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1575,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1576,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1577,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1578,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1579,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1580,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1581,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1582,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1583,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1584,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1585,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1586,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1587,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1588,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1589,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1590,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1591,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1592,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1593,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1594,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1595,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1596,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1597,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1598,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1599,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1600,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1601,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1602,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1603,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1604,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1605,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1606,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1607,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1608,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1609,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1610,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1611,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1612,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1613,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1614,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1615,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1616,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1617,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1618,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1619,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1620,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1621,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1622,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1623,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1624,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1625,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1626,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1627,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1628,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1629,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1630,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1631,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1632,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1633,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1634,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1635,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1636,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1637,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1638,NULL,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
1639,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
1640,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1641,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1642,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1643,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1644,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1645,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
1646,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
1647,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1648,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1649,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Water
1650,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1651,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1652,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1653,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1654,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1655,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1656,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1657,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1658,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1659,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1660,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1661,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1662,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1663,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1664,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1665,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1666,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1667,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1668,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1670,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1671,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1672,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1673,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1674,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1675,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1676,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1677,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1678,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1679,NULL,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1680,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1681,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1682,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1683,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1684,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1685,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1686,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1687,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1688,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1689,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1690,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1691,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1692,NULL,Bareland,Water,NULL,Water,Bareland,NULL,Grassland
1693,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1694,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1695,NULL,Bareland,Water,NULL,Water,Water,Grassland,Grassland
1696,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1697,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1699,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1701,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1702,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1703,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1704,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1705,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1706,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1707,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1708,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1709,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1710,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1711,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1712,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1713,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1714,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1715,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1716,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1717,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1718,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1719,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1720,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1721,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1722,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1723,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1724,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1725,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1726,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1727,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1760,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1761,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1762,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1763,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1764,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1794,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
1795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
1797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
1799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1800,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1801,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1802,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1803,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1804,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1805,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1806,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1807,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1808,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1809,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1810,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1811,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1812,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1813,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1814,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1815,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1816,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1817,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1818,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1819,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1820,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1821,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1822,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1823,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1824,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
