Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
1084,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1085,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1086,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1087,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1088,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1089,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1090,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1091,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1092,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1093,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1094,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1095,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1096,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1097,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1098,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1099,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1100,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1101,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1103,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1104,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1105,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1106,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1107,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1108,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1109,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1110,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1111,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1112,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1113,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1114,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1115,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1116,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1117,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1118,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1119,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1120,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1121,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1122,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1123,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1124,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1125,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1126,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
1127,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1128,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1129,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1130,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1131,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1132,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1133,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1134,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1135,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1136,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1137,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1138,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1139,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1140,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1141,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1142,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1143,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1144,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1145,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Built-up
1146,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1147,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
1148,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1149,NULL,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
1150,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1151,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1152,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1153,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1154,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1155,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1156,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1157,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1158,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
1159,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1160,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1161,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1162,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1163,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1164,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
1165,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
1166,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
1167,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1168,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
1169,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
1170,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
1171,NULL,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1172,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1173,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1174,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1175,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1176,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
1177,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1178,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
1179,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
1180,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
1181,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1182,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
1183,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1184,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
1185,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
1186,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Water
1187,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Wetland
1188,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Grassland
1189,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1190,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1191,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
1192,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1193,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1194,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1195,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1196,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1197,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1198,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1199,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1200,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1201,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1202,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1203,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1204,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1205,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1206,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1207,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1208,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1209,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
1210,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1211,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1212,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1213,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1215,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1216,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1217,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1218,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1219,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1220,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1221,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1222,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1223,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1224,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1225,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1226,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1227,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1228,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1229,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
1230,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1231,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1232,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1233,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1234,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1235,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1236,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1237,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1238,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1239,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1240,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1241,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1242,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1243,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1244,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1245,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1246,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
1247,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
1248,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Built-up,Grassland
1249,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1250,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Water
1251,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1252,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1253,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1254,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1255,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1256,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1257,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
1258,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Bareland,Grassland
1259,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1260,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Built-up
1261,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1262,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1263,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1264,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Grassland
1265,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Grassland
1266,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
1267,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1268,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1270,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1271,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1272,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1273,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1274,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1276,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1277,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1278,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1279,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
1280,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1281,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1282,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1283,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Water
1284,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1285,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1286,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1287,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1288,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
1289,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1290,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1291,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1292,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1293,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1294,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1295,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1296,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1297,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1298,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1299,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1300,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1301,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1302,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1303,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1304,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1305,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1306,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1307,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1308,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1309,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1310,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1311,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1312,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1313,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1314,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1315,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1316,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1317,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1318,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1319,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1320,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1321,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1322,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1323,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1324,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1325,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1326,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1327,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1328,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1329,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1330,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1331,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1332,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1333,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
1334,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1335,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
1336,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1337,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1338,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1339,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1340,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
1341,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
1342,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Water
1343,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1344,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1345,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1346,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
1347,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1348,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1349,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1350,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
1351,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1352,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1353,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
1354,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1355,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
1356,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1357,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1358,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1359,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1360,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1361,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1362,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1363,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
1364,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1365,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1366,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
1367,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1368,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1369,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1370,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
1371,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1372,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
1373,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
1374,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1375,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1376,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1377,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1378,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Built-up
1379,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
1380,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
1381,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1382,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1383,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1384,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
1385,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Grassland
1386,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Built-up
1387,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1388,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
1389,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1390,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1391,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Built-up
1392,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1393,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1394,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1395,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1396,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1397,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1398,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1399,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
1400,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1401,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1402,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1403,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
1404,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Built-up
1405,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
