Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQH_M_R
4488,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4489,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4490,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4491,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4492,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4493,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4494,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4495,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4496,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4497,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4498,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4499,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4500,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4501,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4502,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4503,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4504,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4505,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4506,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4507,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4508,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4509,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4510,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4511,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
4512,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4513,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4514,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4515,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4516,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
4517,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4518,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4519,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4520,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4521,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4522,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4523,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4524,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4525,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4526,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4527,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4528,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4529,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4530,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4531,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4532,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4533,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4534,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
4535,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4536,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4537,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4538,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4539,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4540,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4541,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4542,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4543,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4544,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4545,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4546,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4547,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4548,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4549,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4550,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4551,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
4552,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4553,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4554,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4555,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4556,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4557,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4558,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4559,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4560,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4561,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4562,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4563,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4564,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4565,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4566,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4567,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4568,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
4569,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4570,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4571,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4572,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4573,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4574,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4575,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4576,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4577,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4578,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4579,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4580,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4581,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4582,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4583,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4584,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4585,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4586,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4587,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4588,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4589,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4590,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4591,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4592,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4593,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4594,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4595,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
4596,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
4597,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4598,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4599,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4600,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4601,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4602,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4603,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4604,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
4605,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4606,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4607,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4608,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4609,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4610,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4611,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4612,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4613,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4614,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4615,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4616,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4617,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4618,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4619,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4620,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4621,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4622,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4623,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4624,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4625,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4626,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4627,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4628,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4629,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4630,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4631,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4632,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4633,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4634,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4635,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4636,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4637,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4638,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4639,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4640,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4641,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4642,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4643,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4644,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4645,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4646,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4647,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4648,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4649,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4650,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4651,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4652,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4653,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4654,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4655,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4656,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4657,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4658,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4659,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4660,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4661,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4662,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4663,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4664,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4665,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4666,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4667,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4668,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4669,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4670,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4671,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4672,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4673,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4674,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4675,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
4676,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4677,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
4678,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
4679,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4680,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4681,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4682,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4683,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4684,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4685,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4686,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4687,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4688,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4689,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4690,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4691,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4692,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4693,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4694,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4695,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4696,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4697,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4698,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4699,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
4700,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4701,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4702,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4703,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4704,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4705,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4706,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4707,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4708,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4709,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
4710,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
4711,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4712,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4713,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4714,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4715,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4716,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4717,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4718,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4719,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4720,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4721,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4722,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4723,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4724,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4725,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4726,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4727,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4728,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4729,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4730,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4731,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4732,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4733,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4734,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4735,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4736,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4737,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4738,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4739,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4740,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4741,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4742,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4743,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4744,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4745,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4746,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4747,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4748,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4749,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4750,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4751,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4752,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
4753,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
4754,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4755,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4756,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
4757,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4758,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4759,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
4760,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
4761,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
4762,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4763,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4764,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
4765,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4766,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4767,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4768,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4769,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4770,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
4771,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4772,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4773,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4774,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4775,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4776,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4777,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
4778,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4779,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4780,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4781,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
4782,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4783,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4784,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4785,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
4786,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4787,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4788,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
4789,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4790,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4791,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4792,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4793,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4794,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4795,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4796,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4797,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4798,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4799,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4800,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4801,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4802,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4803,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4804,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4805,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4806,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4807,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4808,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4809,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4810,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4811,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4812,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
