Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEQ_M_R
11029,Water,Bareland,Water,Water,Water,Water,Built-up,Water
11030,Water,Bareland,Water,Water,Water,Water,Water,Bareland
11031,Water,Bareland,Water,Water,Water,Water,Water,Water
11032,Water,Bareland,Water,Water,Water,Forest,Water,Water
11033,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11034,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11035,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
11036,Water,Bareland,Forest,Water,Non_Wetland,Water,Forest,Grassland
11037,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11038,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
11039,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11040,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Water
11041,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11042,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
11043,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
11044,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
11045,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11046,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
11047,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
11048,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
11049,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Bareland
11050,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
11051,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11052,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
11053,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11054,Water,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Water
11055,Water,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
11056,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11057,Water,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
11058,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
11059,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
11060,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
11061,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
11062,Water,Built-up,Wetland,Water,Wetland,Water,Grassland,Water
11063,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
11064,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Water
11065,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
11066,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
11067,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
11068,Water,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
11069,Water,Built-up,Water,NULL,Water,Built-up,Grassland,Water
11070,Water,Built-up,Water,NULL,Water,Water,Grassland,Grassland
11071,Water,Built-up,Water,NULL,Water,Water,Grassland,Water
11072,Water,Built-up,Water,Water,Water,Water,Water,Grassland
11073,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11074,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11075,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
11076,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11077,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11078,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
11079,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11080,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11081,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11082,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11083,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
11084,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11085,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
11086,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11087,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
11088,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11089,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11090,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11091,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
11092,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11093,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
11094,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11095,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
11096,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
11097,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11098,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11099,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
11100,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11101,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
11102,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11103,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11104,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
11105,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11106,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11107,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11108,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
11109,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11110,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11111,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11112,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11113,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11114,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
11115,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11116,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
11117,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11118,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
11119,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11120,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
11121,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11122,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
11123,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11124,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11125,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11126,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
11127,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
11128,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11129,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11130,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
11131,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11132,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
11133,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11134,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
11135,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11136,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11137,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
11138,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
11139,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
11140,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11141,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
11142,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
11143,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
11144,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11145,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
11146,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
11147,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11148,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
11149,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
11150,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
11151,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
11152,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
11153,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
11154,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11155,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11156,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11157,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11158,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
11159,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11160,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
11161,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
11162,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11163,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11164,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
11165,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11166,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11167,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
11168,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
11169,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11170,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11171,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
11172,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11173,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11174,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11175,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
11176,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11177,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11178,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11179,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
11180,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
11181,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
11182,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
11183,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
11184,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
11185,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
11186,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
11187,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
11188,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11189,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11190,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11191,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11192,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
11193,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
11194,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
11195,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11196,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11197,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11198,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11199,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
11200,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
11201,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
11202,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
11203,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
11204,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11205,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
11206,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
11207,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Water
11208,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Forest
11209,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
11210,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
11211,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
11212,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
11213,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
11214,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
11215,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
11216,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
11217,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
11218,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
11219,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
11220,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
11221,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
11222,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
11223,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
11224,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
11225,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
11226,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
11227,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11228,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11229,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
11230,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11231,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
11232,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11233,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Wetland
11234,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
11235,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
11236,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11237,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11238,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11239,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11240,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11241,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11242,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11243,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11244,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11245,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11246,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11247,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11248,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11249,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11250,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11251,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
11252,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11253,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11254,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
11255,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11256,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11257,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11258,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11259,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11260,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
11261,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11262,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11263,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11264,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11265,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11266,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11267,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11268,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
11269,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11270,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11271,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
11272,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
11273,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11274,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11275,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11276,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11277,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11278,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11279,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11280,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11281,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11282,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11283,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11284,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11285,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11286,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11287,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11288,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11289,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11290,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11291,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
11292,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11293,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11294,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11295,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11296,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11297,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11298,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11299,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11300,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11301,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11302,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11303,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11304,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11305,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11306,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11307,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11308,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11309,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11310,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11311,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11312,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
11313,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11314,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11315,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11316,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11317,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11318,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11319,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
11320,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
11321,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11322,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11323,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11324,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11325,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
11326,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11327,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11328,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
11329,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11330,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
11331,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11332,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11333,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11334,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11335,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
11336,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11337,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11338,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
11339,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11340,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11341,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11342,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
11343,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
11344,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11345,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11346,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
11347,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11348,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11349,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11350,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11351,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11352,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11353,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11354,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
11355,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11356,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11357,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11358,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11359,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11360,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11361,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11362,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11363,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11364,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11365,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11366,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11367,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11368,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11369,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11370,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11371,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11372,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11373,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11374,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11375,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11376,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11377,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
