Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGC_M_R
713,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
714,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
715,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
717,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
719,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
720,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
721,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
722,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
723,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
724,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
725,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
726,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
727,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
728,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
729,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
730,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
731,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
732,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
733,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
734,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
735,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
736,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
737,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
738,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
739,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
740,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
741,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
742,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
743,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
744,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
745,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
746,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
747,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
748,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
749,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
750,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
751,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
752,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
756,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
757,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
758,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
759,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
760,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
761,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
763,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
764,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
765,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
767,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
768,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
769,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
770,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
771,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
772,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
773,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
774,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
775,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
776,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
777,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
778,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
780,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
781,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
782,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
784,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
786,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
787,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
788,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
791,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
792,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
793,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
794,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
795,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
796,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
797,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
798,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
799,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
800,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
801,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
802,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
803,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
804,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
805,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
806,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
807,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
808,Forest,Water,Water,NULL,Water,NULL,NULL,Water
809,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
810,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
811,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
812,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
813,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
814,Forest,Water,Water,Water,Water,NULL,NULL,NULL
815,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
816,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
817,Forest,Water,Water,Water,Water,NULL,NULL,Water
818,Forest,Water,Water,Water,Water,NULL,NULL,Forest
819,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
820,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
821,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
822,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
823,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
824,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
825,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
826,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
827,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
828,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
829,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
830,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
831,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
832,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
833,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
834,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
835,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
836,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
837,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
839,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
840,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
841,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
842,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
845,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
846,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
848,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
849,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
850,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
851,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
852,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
853,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
854,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
855,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
856,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
857,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
858,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
859,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
860,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
861,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
862,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
863,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
864,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
865,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
866,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
867,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
869,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
870,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
871,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
872,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
873,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
874,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
875,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
876,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
877,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
878,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
879,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
880,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
881,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
882,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
883,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
884,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
885,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
886,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
887,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
888,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
889,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
890,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
891,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
893,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
894,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
895,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
896,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
897,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
898,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
899,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
900,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
901,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
902,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
903,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
904,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
905,Forest,Forest,Water,Water,Water,NULL,NULL,Water
906,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
907,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
908,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
909,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
910,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
911,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
912,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
913,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
914,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
915,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
916,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
917,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
918,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
919,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
920,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
921,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
922,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
923,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
924,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
925,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
926,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
927,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
928,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
929,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
930,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
932,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
933,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
935,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
936,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
937,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
